application_id,application_name,family,business_function,application_type,hosting_model,technology_stack,environment,criticality,service_tower,vendor_id,contract_id,rto_rpo,evidence_gap,roadmap_disposition
APP-AIRDN-0730,Digital commerce mobile web contact center 105,Digital commerce mobile web contact center,Commercial,shadow IT,AWS workload,Salesforce-style CRM,DR,critical,Digital Customer and Loyalty AMS,VEND-AIRDN-311,CONT-AIRDN-0731,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,modernize
APP-AIRDN-0731,Digital commerce mobile web contact center 106,Digital commerce mobile web contact center,Passenger Service,custom Java/.NET,Azure workload,Java/.NET custom,production,critical,Digital Customer and Loyalty AMS,VEND-AIRDN-312,CONT-AIRDN-0732,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0732,Digital commerce mobile web contact center 107,Digital commerce mobile web contact center,Digital,mainframe workload,SaaS,container/Kubernetes,production,critical,Digital Customer and Loyalty AMS,VEND-AIRDN-313,CONT-AIRDN-0733,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0733,Digital commerce mobile web contact center 108,Digital commerce mobile web contact center,Technology,SAP module,container/Kubernetes,API gateway/iPaaS,production,critical,Digital Customer and Loyalty AMS,VEND-AIRDN-314,CONT-AIRDN-0734,RTO/RPO to confirm,interface evidence needed,current
APP-AIRDN-0734,Digital commerce mobile web contact center 109,Digital commerce mobile web contact center,Commercial,SaaS product,AWS workload,Salesforce-style CRM,production,critical,Digital Customer and Loyalty AMS,VEND-AIRDN-315,CONT-AIRDN-0735,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0735,Digital commerce mobile web contact center 110,Digital commerce mobile web contact center,Passenger Service,operationally critical airline product,Azure workload,Java/.NET custom,pre-production,critical,Digital Customer and Loyalty AMS,VEND-AIRDN-316,CONT-AIRDN-0736,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,modernize
APP-AIRDN-0736,Digital commerce mobile web contact center 111,Digital commerce mobile web contact center,Digital,low-use high-risk legacy,SaaS,container/Kubernetes,production,critical,Digital Customer and Loyalty AMS,VEND-AIRDN-317,CONT-AIRDN-0737,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0737,Digital commerce mobile web contact center 112,Digital commerce mobile web contact center,Technology,strategic platform,container/Kubernetes,API gateway/iPaaS,DR,critical,Digital Customer and Loyalty AMS,VEND-AIRDN-318,CONT-AIRDN-0738,RTO 4-12 hrs / RPO same day,owner attestation needed,retain with controls
APP-AIRDN-0738,Digital commerce mobile web contact center 113,Digital commerce mobile web contact center,Commercial,regional duplicate,AWS workload,Salesforce-style CRM,production,critical,Digital Customer and Loyalty AMS,VEND-AIRDN-319,CONT-AIRDN-0739,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0739,Digital commerce mobile web contact center 114,Digital commerce mobile web contact center,Passenger Service,acquired-carrier inherited system,Azure workload,Java/.NET custom,production,critical,Digital Customer and Loyalty AMS,VEND-AIRDN-320,CONT-AIRDN-0740,RTO 0-4 hrs / RPO under 1 hr,interface evidence needed,current
APP-AIRDN-0740,Digital commerce mobile web contact center 115,Digital commerce mobile web contact center,Digital,end-of-life application,SaaS,container/Kubernetes,pre-production,critical,Digital Customer and Loyalty AMS,VEND-AIRDN-321,CONT-AIRDN-0741,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,modernize
APP-AIRDN-0741,Digital commerce mobile web contact center 116,Digital commerce mobile web contact center,Technology,shadow IT,container/Kubernetes,API gateway/iPaaS,production,critical,Digital Customer and Loyalty AMS,VEND-AIRDN-322,CONT-AIRDN-0742,RTO 4-12 hrs / RPO same day,source-backed candidate,current
APP-AIRDN-0742,Digital commerce mobile web contact center 117,Digital commerce mobile web contact center,Commercial,custom Java/.NET,AWS workload,Salesforce-style CRM,production,high,Digital Customer and Loyalty AMS,VEND-AIRDN-323,CONT-AIRDN-0743,RTO/RPO to confirm,source-backed candidate,sunset candidate
APP-AIRDN-0743,Digital commerce mobile web contact center 118,Digital commerce mobile web contact center,Passenger Service,mainframe workload,Azure workload,Java/.NET custom,production,critical,Digital Customer and Loyalty AMS,VEND-AIRDN-324,CONT-AIRDN-0744,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0744,Digital commerce mobile web contact center 119,Digital commerce mobile web contact center,Digital,SAP module,SaaS,API gateway/iPaaS,DR,critical,Digital Customer and Loyalty AMS,VEND-AIRDN-325,CONT-AIRDN-0745,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0745,Digital commerce mobile web contact center 120,Digital commerce mobile web contact center,Technology,SaaS product,container/Kubernetes,Salesforce-style CRM,pre-production,critical,Digital Customer and Loyalty AMS,VEND-AIRDN-326,CONT-AIRDN-0746,RTO 4-12 hrs / RPO same day,owner attestation needed,modernize
APP-AIRDN-0746,Digital commerce mobile web contact center 121,Digital commerce mobile web contact center,Commercial,operationally critical airline product,AWS workload,Java/.NET custom,production,critical,Digital Customer and Loyalty AMS,VEND-AIRDN-327,CONT-AIRDN-0747,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0747,Digital commerce mobile web contact center 122,Digital commerce mobile web contact center,Passenger Service,low-use high-risk legacy,Azure workload,container/Kubernetes,production,critical,Digital Customer and Loyalty AMS,VEND-AIRDN-328,CONT-AIRDN-0748,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0748,Digital commerce mobile web contact center 123,Digital commerce mobile web contact center,Digital,strategic platform,SaaS,API gateway/iPaaS,production,critical,Digital Customer and Loyalty AMS,VEND-AIRDN-329,CONT-AIRDN-0749,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0749,Digital commerce mobile web contact center 124,Digital commerce mobile web contact center,Technology,regional duplicate,container/Kubernetes,Salesforce-style CRM,production,critical,Digital Customer and Loyalty AMS,VEND-AIRDN-330,CONT-AIRDN-0750,RTO 4-12 hrs / RPO same day,source-backed candidate,current
APP-AIRDN-0750,Digital commerce mobile web contact center 125,Digital commerce mobile web contact center,Commercial,acquired-carrier inherited system,AWS workload,Java/.NET custom,pre-production,critical,Digital Customer and Loyalty AMS,VEND-AIRDN-331,CONT-AIRDN-0751,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,modernize
APP-AIRDN-0751,Revenue management pricing inventory loyalty 001,Revenue management pricing inventory loyalty,Commercial,end-of-life application,owned data center,Oracle/SQL Server,production,critical,Data Analytics and Integration,VEND-AIRDN-332,CONT-AIRDN-0752,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0752,Revenue management pricing inventory loyalty 002,Revenue management pricing inventory loyalty,Revenue Management,shadow IT,AWS workload,Databricks-style lakehouse,production,critical,Data Analytics and Integration,VEND-AIRDN-333,CONT-AIRDN-0753,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0753,Revenue management pricing inventory loyalty 003,Revenue management pricing inventory loyalty,Data and AI,custom Java/.NET,SaaS,BI/reporting platform,production,critical,Data Analytics and Integration,VEND-AIRDN-334,CONT-AIRDN-0754,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0754,Revenue management pricing inventory loyalty 004,Revenue management pricing inventory loyalty,Corporate Finance,mainframe workload,hybrid,Teradata-scale EDW,production,critical,Data Analytics and Integration,VEND-AIRDN-335,CONT-AIRDN-0755,RTO 4-12 hrs / RPO same day,source-backed candidate,current
APP-AIRDN-0755,Revenue management pricing inventory loyalty 005,Revenue management pricing inventory loyalty,Commercial,SAP module,owned data center,Oracle/SQL Server,pre-production,critical,Data Analytics and Integration,VEND-AIRDN-336,CONT-AIRDN-0756,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,modernize
APP-AIRDN-0756,Revenue management pricing inventory loyalty 006,Revenue management pricing inventory loyalty,Revenue Management,SaaS product,AWS workload,Databricks-style lakehouse,production,critical,Data Analytics and Integration,VEND-AIRDN-337,CONT-AIRDN-0757,RTO 0-4 hrs / RPO under 1 hr,interface evidence needed,current
APP-AIRDN-0757,Revenue management pricing inventory loyalty 007,Revenue management pricing inventory loyalty,Data and AI,operationally critical airline product,SaaS,BI/reporting platform,DR,critical,Data Analytics and Integration,VEND-AIRDN-338,CONT-AIRDN-0758,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0758,Revenue management pricing inventory loyalty 008,Revenue management pricing inventory loyalty,Corporate Finance,low-use high-risk legacy,hybrid,Teradata-scale EDW,production,critical,Data Analytics and Integration,VEND-AIRDN-339,CONT-AIRDN-0759,RTO 4-12 hrs / RPO same day,owner attestation needed,retain with controls
APP-AIRDN-0759,Revenue management pricing inventory loyalty 009,Revenue management pricing inventory loyalty,Commercial,strategic platform,owned data center,Oracle/SQL Server,production,critical,Data Analytics and Integration,VEND-AIRDN-340,CONT-AIRDN-0760,RTO/RPO to confirm,source-backed candidate,current
APP-AIRDN-0760,Revenue management pricing inventory loyalty 010,Revenue management pricing inventory loyalty,Revenue Management,regional duplicate,AWS workload,Databricks-style lakehouse,pre-production,critical,Data Analytics and Integration,VEND-AIRDN-341,CONT-AIRDN-0761,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,modernize
APP-AIRDN-0761,Revenue management pricing inventory loyalty 011,Revenue management pricing inventory loyalty,Data and AI,acquired-carrier inherited system,SaaS,BI/reporting platform,production,critical,Data Analytics and Integration,VEND-AIRDN-342,CONT-AIRDN-0762,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0762,Revenue management pricing inventory loyalty 012,Revenue management pricing inventory loyalty,Corporate Finance,end-of-life application,hybrid,Teradata-scale EDW,production,critical,Data Analytics and Integration,VEND-AIRDN-343,CONT-AIRDN-0763,RTO 4-12 hrs / RPO same day,interface evidence needed,current
APP-AIRDN-0763,Revenue management pricing inventory loyalty 013,Revenue management pricing inventory loyalty,Commercial,shadow IT,owned data center,Oracle/SQL Server,production,high,Data Analytics and Integration,VEND-AIRDN-344,CONT-AIRDN-0764,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,sunset candidate
APP-AIRDN-0764,Revenue management pricing inventory loyalty 014,Revenue management pricing inventory loyalty,Revenue Management,custom Java/.NET,AWS workload,Databricks-style lakehouse,DR,critical,Data Analytics and Integration,VEND-AIRDN-345,CONT-AIRDN-0765,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0765,Revenue management pricing inventory loyalty 015,Revenue management pricing inventory loyalty,Data and AI,mainframe workload,SaaS,BI/reporting platform,pre-production,critical,Data Analytics and Integration,VEND-AIRDN-346,CONT-AIRDN-0766,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,modernize
APP-AIRDN-0766,Revenue management pricing inventory loyalty 016,Revenue management pricing inventory loyalty,Corporate Finance,SAP module,hybrid,Teradata-scale EDW,production,critical,Data Analytics and Integration,VEND-AIRDN-347,CONT-AIRDN-0767,RTO 4-12 hrs / RPO same day,owner attestation needed,retain with controls
APP-AIRDN-0767,Revenue management pricing inventory loyalty 017,Revenue management pricing inventory loyalty,Commercial,SaaS product,owned data center,Databricks-style lakehouse,production,critical,Data Analytics and Integration,VEND-AIRDN-348,CONT-AIRDN-0768,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0768,Revenue management pricing inventory loyalty 018,Revenue management pricing inventory loyalty,Revenue Management,operationally critical airline product,AWS workload,BI/reporting platform,production,critical,Data Analytics and Integration,VEND-AIRDN-349,CONT-AIRDN-0769,RTO/RPO to confirm,interface evidence needed,current
APP-AIRDN-0769,Revenue management pricing inventory loyalty 019,Revenue management pricing inventory loyalty,Data and AI,low-use high-risk legacy,SaaS,Teradata-scale EDW,production,critical,Data Analytics and Integration,VEND-AIRDN-350,CONT-AIRDN-0770,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0770,Revenue management pricing inventory loyalty 020,Revenue management pricing inventory loyalty,Corporate Finance,strategic platform,hybrid,Oracle/SQL Server,pre-production,critical,Data Analytics and Integration,VEND-AIRDN-351,CONT-AIRDN-0771,RTO 4-12 hrs / RPO same day,source-backed candidate,modernize
APP-AIRDN-0771,Revenue management pricing inventory loyalty 021,Revenue management pricing inventory loyalty,Commercial,regional duplicate,owned data center,Databricks-style lakehouse,DR,critical,Data Analytics and Integration,VEND-AIRDN-352,CONT-AIRDN-0772,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0772,Revenue management pricing inventory loyalty 022,Revenue management pricing inventory loyalty,Revenue Management,acquired-carrier inherited system,AWS workload,BI/reporting platform,production,critical,Data Analytics and Integration,VEND-AIRDN-353,CONT-AIRDN-0773,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0773,Revenue management pricing inventory loyalty 023,Revenue management pricing inventory loyalty,Data and AI,end-of-life application,SaaS,Teradata-scale EDW,production,critical,Data Analytics and Integration,VEND-AIRDN-354,CONT-AIRDN-0774,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0774,Revenue management pricing inventory loyalty 024,Revenue management pricing inventory loyalty,Corporate Finance,shadow IT,hybrid,Oracle/SQL Server,production,critical,Data Analytics and Integration,VEND-AIRDN-355,CONT-AIRDN-0775,RTO 4-12 hrs / RPO same day,owner attestation needed,retain with controls
APP-AIRDN-0775,Revenue management pricing inventory loyalty 025,Revenue management pricing inventory loyalty,Commercial,custom Java/.NET,owned data center,Databricks-style lakehouse,pre-production,critical,Data Analytics and Integration,VEND-AIRDN-356,CONT-AIRDN-0776,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,modernize
APP-AIRDN-0776,Revenue management pricing inventory loyalty 026,Revenue management pricing inventory loyalty,Revenue Management,mainframe workload,AWS workload,BI/reporting platform,production,high,Data Analytics and Integration,VEND-AIRDN-357,CONT-AIRDN-0777,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,sunset candidate
APP-AIRDN-0777,Revenue management pricing inventory loyalty 027,Revenue management pricing inventory loyalty,Data and AI,SAP module,SaaS,Teradata-scale EDW,production,critical,Data Analytics and Integration,VEND-AIRDN-358,CONT-AIRDN-0778,RTO/RPO to confirm,source-backed candidate,current
APP-AIRDN-0778,Revenue management pricing inventory loyalty 028,Revenue management pricing inventory loyalty,Corporate Finance,SaaS product,hybrid,Oracle/SQL Server,DR,critical,Data Analytics and Integration,VEND-AIRDN-359,CONT-AIRDN-0779,RTO 4-12 hrs / RPO same day,source-backed candidate,current
