workforce_id,worker_type,business_function,service_tower,skill_family,delivery_location,transition_note
WORK-AIRDN-03746,managed-service role,Data and AI,Corporate and SAP AMS,engineering,offshore,standard
WORK-AIRDN-03747,employee,Cybersecurity,Digital Customer and Loyalty AMS,support,hybrid,standard
WORK-AIRDN-03748,contractor,Workplace,Data Analytics and Integration,service management,onsite,standard
WORK-AIRDN-03749,managed-service role,Service Management,Cloud Infrastructure and Mainframe,security,nearshore,standard
WORK-AIRDN-03750,employee,Flight Operations,Workplace Service Desk and Field Support,data,offshore,standard
WORK-AIRDN-03751,contractor,Operations Control,SIAM Observability and Service Governance,procurement,hybrid,transition sensitive
WORK-AIRDN-03752,managed-service role,Crew Operations,Airline Operations AMS,finance,onsite,critical knowledge holder
WORK-AIRDN-03753,employee,Technical Operations,Corporate and SAP AMS,architecture,nearshore,standard
WORK-AIRDN-03754,contractor,Airport Operations,Digital Customer and Loyalty AMS,operations,offshore,standard
WORK-AIRDN-03755,managed-service role,Passenger Service,Data Analytics and Integration,engineering,hybrid,standard
WORK-AIRDN-03756,employee,Commercial,Cloud Infrastructure and Mainframe,support,onsite,standard
WORK-AIRDN-03757,contractor,Cargo,Workplace Service Desk and Field Support,service management,nearshore,standard
WORK-AIRDN-03758,managed-service role,Corporate Finance,SIAM Observability and Service Governance,security,offshore,standard
WORK-AIRDN-03759,employee,Procurement,Airline Operations AMS,data,hybrid,standard
WORK-AIRDN-03760,contractor,Technology,Corporate and SAP AMS,procurement,onsite,critical knowledge holder
WORK-AIRDN-03761,managed-service role,Data and AI,Digital Customer and Loyalty AMS,finance,nearshore,standard
WORK-AIRDN-03762,employee,Cybersecurity,Data Analytics and Integration,architecture,offshore,transition sensitive
WORK-AIRDN-03763,contractor,Workplace,Cloud Infrastructure and Mainframe,operations,hybrid,standard
WORK-AIRDN-03764,managed-service role,Service Management,Workplace Service Desk and Field Support,engineering,onsite,standard
WORK-AIRDN-03765,employee,Flight Operations,SIAM Observability and Service Governance,support,nearshore,standard
WORK-AIRDN-03766,contractor,Operations Control,Airline Operations AMS,service management,offshore,standard
WORK-AIRDN-03767,managed-service role,Crew Operations,Corporate and SAP AMS,security,hybrid,standard
WORK-AIRDN-03768,employee,Technical Operations,Digital Customer and Loyalty AMS,data,onsite,critical knowledge holder
WORK-AIRDN-03769,contractor,Airport Operations,Data Analytics and Integration,procurement,nearshore,standard
WORK-AIRDN-03770,managed-service role,Passenger Service,Cloud Infrastructure and Mainframe,finance,offshore,standard
WORK-AIRDN-03771,employee,Commercial,Workplace Service Desk and Field Support,architecture,hybrid,standard
WORK-AIRDN-03772,contractor,Cargo,SIAM Observability and Service Governance,operations,onsite,standard
WORK-AIRDN-03773,managed-service role,Corporate Finance,Airline Operations AMS,engineering,nearshore,transition sensitive
WORK-AIRDN-03774,employee,Procurement,Corporate and SAP AMS,support,offshore,standard
WORK-AIRDN-03775,contractor,Technology,Digital Customer and Loyalty AMS,service management,hybrid,standard
WORK-AIRDN-03776,managed-service role,Data and AI,Data Analytics and Integration,security,onsite,critical knowledge holder
WORK-AIRDN-03777,employee,Cybersecurity,Cloud Infrastructure and Mainframe,data,nearshore,standard
WORK-AIRDN-03778,contractor,Workplace,Workplace Service Desk and Field Support,procurement,offshore,standard
WORK-AIRDN-03779,managed-service role,Service Management,SIAM Observability and Service Governance,finance,hybrid,standard
WORK-AIRDN-03780,employee,Flight Operations,Airline Operations AMS,architecture,onsite,standard
WORK-AIRDN-03781,contractor,Operations Control,Corporate and SAP AMS,operations,nearshore,standard
WORK-AIRDN-03782,managed-service role,Crew Operations,Digital Customer and Loyalty AMS,engineering,offshore,standard
WORK-AIRDN-03783,employee,Technical Operations,Data Analytics and Integration,support,hybrid,standard
WORK-AIRDN-03784,contractor,Airport Operations,Cloud Infrastructure and Mainframe,service management,onsite,critical knowledge holder
WORK-AIRDN-03785,managed-service role,Passenger Service,Workplace Service Desk and Field Support,security,nearshore,standard
WORK-AIRDN-03786,employee,Commercial,SIAM Observability and Service Governance,data,offshore,standard
WORK-AIRDN-03787,contractor,Cargo,Airline Operations AMS,procurement,hybrid,standard
WORK-AIRDN-03788,managed-service role,Corporate Finance,Corporate and SAP AMS,finance,onsite,standard
WORK-AIRDN-03789,employee,Procurement,Digital Customer and Loyalty AMS,architecture,nearshore,standard
WORK-AIRDN-03790,contractor,Technology,Data Analytics and Integration,operations,offshore,standard
WORK-AIRDN-03791,managed-service role,Data and AI,Cloud Infrastructure and Mainframe,engineering,hybrid,standard
WORK-AIRDN-03792,employee,Cybersecurity,Workplace Service Desk and Field Support,support,onsite,critical knowledge holder
WORK-AIRDN-03793,contractor,Workplace,SIAM Observability and Service Governance,service management,nearshore,standard
WORK-AIRDN-03794,managed-service role,Service Management,Airline Operations AMS,security,offshore,standard
WORK-AIRDN-03795,employee,Flight Operations,Corporate and SAP AMS,data,hybrid,transition sensitive
WORK-AIRDN-03796,contractor,Operations Control,Digital Customer and Loyalty AMS,procurement,onsite,standard
WORK-AIRDN-03797,managed-service role,Crew Operations,Data Analytics and Integration,finance,nearshore,standard
WORK-AIRDN-03798,employee,Technical Operations,Cloud Infrastructure and Mainframe,architecture,offshore,standard
WORK-AIRDN-03799,contractor,Airport Operations,Workplace Service Desk and Field Support,operations,hybrid,standard
WORK-AIRDN-03800,managed-service role,Passenger Service,SIAM Observability and Service Governance,engineering,onsite,critical knowledge holder
WORK-AIRDN-03801,employee,Commercial,Airline Operations AMS,support,nearshore,standard
WORK-AIRDN-03802,contractor,Cargo,Corporate and SAP AMS,service management,offshore,standard
WORK-AIRDN-03803,managed-service role,Corporate Finance,Digital Customer and Loyalty AMS,security,hybrid,standard
WORK-AIRDN-03804,employee,Procurement,Data Analytics and Integration,data,onsite,standard
WORK-AIRDN-03805,contractor,Technology,Cloud Infrastructure and Mainframe,procurement,nearshore,standard
WORK-AIRDN-03806,managed-service role,Data and AI,Workplace Service Desk and Field Support,finance,offshore,transition sensitive
WORK-AIRDN-03807,employee,Cybersecurity,SIAM Observability and Service Governance,architecture,hybrid,standard
WORK-AIRDN-03808,contractor,Workplace,Airline Operations AMS,operations,onsite,critical knowledge holder
WORK-AIRDN-03809,managed-service role,Service Management,Corporate and SAP AMS,engineering,nearshore,standard
WORK-AIRDN-03810,employee,Flight Operations,Digital Customer and Loyalty AMS,support,offshore,standard
WORK-AIRDN-03811,contractor,Operations Control,Data Analytics and Integration,service management,hybrid,standard
WORK-AIRDN-03812,managed-service role,Crew Operations,Cloud Infrastructure and Mainframe,security,onsite,standard
WORK-AIRDN-03813,employee,Technical Operations,Workplace Service Desk and Field Support,data,nearshore,standard
WORK-AIRDN-03814,contractor,Airport Operations,SIAM Observability and Service Governance,procurement,offshore,standard
WORK-AIRDN-03815,managed-service role,Passenger Service,Airline Operations AMS,finance,hybrid,standard
WORK-AIRDN-03816,employee,Commercial,Corporate and SAP AMS,architecture,onsite,critical knowledge holder
WORK-AIRDN-03817,contractor,Cargo,Digital Customer and Loyalty AMS,operations,nearshore,transition sensitive
WORK-AIRDN-03818,managed-service role,Corporate Finance,Data Analytics and Integration,engineering,offshore,standard
WORK-AIRDN-03819,employee,Procurement,Cloud Infrastructure and Mainframe,support,hybrid,standard
WORK-AIRDN-03820,contractor,Technology,Workplace Service Desk and Field Support,service management,onsite,standard
WORK-AIRDN-03821,managed-service role,Data and AI,SIAM Observability and Service Governance,security,nearshore,standard
WORK-AIRDN-03822,employee,Cybersecurity,Airline Operations AMS,data,offshore,standard
WORK-AIRDN-03823,contractor,Workplace,Corporate and SAP AMS,procurement,hybrid,standard
WORK-AIRDN-03824,managed-service role,Service Management,Digital Customer and Loyalty AMS,finance,onsite,critical knowledge holder
WORK-AIRDN-03825,employee,Flight Operations,Data Analytics and Integration,architecture,nearshore,standard
WORK-AIRDN-03826,contractor,Operations Control,Cloud Infrastructure and Mainframe,operations,offshore,standard
WORK-AIRDN-03827,managed-service role,Crew Operations,Workplace Service Desk and Field Support,engineering,hybrid,standard
WORK-AIRDN-03828,employee,Technical Operations,SIAM Observability and Service Governance,support,onsite,transition sensitive
WORK-AIRDN-03829,contractor,Airport Operations,Airline Operations AMS,service management,nearshore,standard
WORK-AIRDN-03830,managed-service role,Passenger Service,Corporate and SAP AMS,security,offshore,standard
WORK-AIRDN-03831,employee,Commercial,Digital Customer and Loyalty AMS,data,hybrid,standard
WORK-AIRDN-03832,contractor,Cargo,Data Analytics and Integration,procurement,onsite,critical knowledge holder
WORK-AIRDN-03833,managed-service role,Corporate Finance,Cloud Infrastructure and Mainframe,finance,nearshore,standard
WORK-AIRDN-03834,employee,Procurement,Workplace Service Desk and Field Support,architecture,offshore,standard
WORK-AIRDN-03835,contractor,Technology,SIAM Observability and Service Governance,operations,hybrid,standard
WORK-AIRDN-03836,managed-service role,Data and AI,Airline Operations AMS,engineering,onsite,standard
WORK-AIRDN-03837,employee,Cybersecurity,Corporate and SAP AMS,support,nearshore,standard
WORK-AIRDN-03838,contractor,Workplace,Digital Customer and Loyalty AMS,service management,offshore,standard
WORK-AIRDN-03839,managed-service role,Service Management,Data Analytics and Integration,security,hybrid,transition sensitive
WORK-AIRDN-03840,employee,Flight Operations,Cloud Infrastructure and Mainframe,data,onsite,critical knowledge holder
WORK-AIRDN-03841,contractor,Operations Control,Workplace Service Desk and Field Support,procurement,nearshore,standard
WORK-AIRDN-03842,managed-service role,Crew Operations,SIAM Observability and Service Governance,finance,offshore,standard
WORK-AIRDN-03843,employee,Technical Operations,Airline Operations AMS,architecture,hybrid,standard
WORK-AIRDN-03844,contractor,Airport Operations,Corporate and SAP AMS,operations,onsite,standard
WORK-AIRDN-03845,managed-service role,Passenger Service,Digital Customer and Loyalty AMS,engineering,nearshore,standard
WORK-AIRDN-03846,employee,Commercial,Data Analytics and Integration,support,offshore,standard
WORK-AIRDN-03847,contractor,Cargo,Cloud Infrastructure and Mainframe,service management,hybrid,standard
WORK-AIRDN-03848,managed-service role,Corporate Finance,Workplace Service Desk and Field Support,security,onsite,critical knowledge holder
WORK-AIRDN-03849,employee,Procurement,SIAM Observability and Service Governance,data,nearshore,standard
WORK-AIRDN-03850,contractor,Technology,Airline Operations AMS,procurement,offshore,transition sensitive
WORK-AIRDN-03851,managed-service role,Data and AI,Corporate and SAP AMS,finance,hybrid,standard
WORK-AIRDN-03852,employee,Cybersecurity,Digital Customer and Loyalty AMS,architecture,onsite,standard
WORK-AIRDN-03853,contractor,Workplace,Data Analytics and Integration,operations,nearshore,standard
WORK-AIRDN-03854,managed-service role,Service Management,Cloud Infrastructure and Mainframe,engineering,offshore,standard
WORK-AIRDN-03855,employee,Flight Operations,Workplace Service Desk and Field Support,support,hybrid,standard
WORK-AIRDN-03856,contractor,Operations Control,SIAM Observability and Service Governance,service management,onsite,critical knowledge holder
WORK-AIRDN-03857,managed-service role,Crew Operations,Airline Operations AMS,security,nearshore,standard
WORK-AIRDN-03858,employee,Technical Operations,Corporate and SAP AMS,data,offshore,standard
WORK-AIRDN-03859,contractor,Airport Operations,Digital Customer and Loyalty AMS,procurement,hybrid,standard
WORK-AIRDN-03860,managed-service role,Passenger Service,Data Analytics and Integration,finance,onsite,standard
WORK-AIRDN-03861,employee,Commercial,Cloud Infrastructure and Mainframe,architecture,nearshore,transition sensitive
WORK-AIRDN-03862,contractor,Cargo,Workplace Service Desk and Field Support,operations,offshore,standard
WORK-AIRDN-03863,managed-service role,Corporate Finance,SIAM Observability and Service Governance,engineering,hybrid,standard
WORK-AIRDN-03864,employee,Procurement,Airline Operations AMS,support,onsite,critical knowledge holder
WORK-AIRDN-03865,contractor,Technology,Corporate and SAP AMS,service management,nearshore,standard
WORK-AIRDN-03866,managed-service role,Data and AI,Digital Customer and Loyalty AMS,security,offshore,standard
WORK-AIRDN-03867,employee,Cybersecurity,Data Analytics and Integration,data,hybrid,standard
WORK-AIRDN-03868,contractor,Workplace,Cloud Infrastructure and Mainframe,procurement,onsite,standard
WORK-AIRDN-03869,managed-service role,Service Management,Workplace Service Desk and Field Support,finance,nearshore,standard
WORK-AIRDN-03870,employee,Flight Operations,SIAM Observability and Service Governance,architecture,offshore,standard
WORK-AIRDN-03871,contractor,Operations Control,Airline Operations AMS,operations,hybrid,standard
