integration_id,from_application_id,to_application_id,integration_method,frequency,criticality,middleware_pattern,owning_function,source_id
INT-AIRDN-03656,APP-AIRDN-0178,APP-AIRDN-0869,file/batch,hourly,critical,cloud integration platform,Data and AI,SRC-AIRDN-INT-039
INT-AIRDN-03657,APP-AIRDN-0185,APP-AIRDN-0886,ETL/ELT,daily,high,file transfer gateway,Cybersecurity,SRC-AIRDN-INT-040
INT-AIRDN-03658,APP-AIRDN-0192,APP-AIRDN-0903,mainframe transaction,weekly,standard,data pipeline orchestrator,Workplace,SRC-AIRDN-INT-041
INT-AIRDN-03659,APP-AIRDN-0199,APP-AIRDN-0920,streaming topic,event-driven,standard,API gateway,Service Management,SRC-AIRDN-INT-042
INT-AIRDN-03660,APP-AIRDN-0206,APP-AIRDN-0937,SaaS connector,nightly batch,high,event streaming backbone,Flight Operations,SRC-AIRDN-INT-043
INT-AIRDN-03661,APP-AIRDN-0213,APP-AIRDN-0954,EDI/message,real-time,standard,enterprise service bus,Operations Control,SRC-AIRDN-INT-044
INT-AIRDN-03662,APP-AIRDN-0220,APP-AIRDN-0971,database link,near real-time,standard,mainframe MQ,Crew Operations,SRC-AIRDN-INT-045
INT-AIRDN-03663,APP-AIRDN-0227,APP-AIRDN-0988,MQ/event,hourly,high,cloud integration platform,Technical Operations,SRC-AIRDN-INT-046
INT-AIRDN-03664,APP-AIRDN-0234,APP-AIRDN-1005,API,daily,critical,file transfer gateway,Airport Operations,SRC-AIRDN-INT-047
INT-AIRDN-03665,APP-AIRDN-0241,APP-AIRDN-1022,file/batch,weekly,standard,data pipeline orchestrator,Passenger Service,SRC-AIRDN-INT-048
INT-AIRDN-03666,APP-AIRDN-0248,APP-AIRDN-1039,ETL/ELT,event-driven,high,API gateway,Commercial,SRC-AIRDN-INT-049
INT-AIRDN-03667,APP-AIRDN-0255,APP-AIRDN-1056,mainframe transaction,nightly batch,standard,event streaming backbone,Cargo,SRC-AIRDN-INT-050
INT-AIRDN-03668,APP-AIRDN-0262,APP-AIRDN-1073,streaming topic,real-time,standard,enterprise service bus,Corporate Finance,SRC-AIRDN-INT-051
INT-AIRDN-03669,APP-AIRDN-0269,APP-AIRDN-1090,SaaS connector,near real-time,high,mainframe MQ,Procurement,SRC-AIRDN-INT-052
INT-AIRDN-03670,APP-AIRDN-0276,APP-AIRDN-1107,EDI/message,hourly,standard,cloud integration platform,Technology,SRC-AIRDN-INT-053
INT-AIRDN-03671,APP-AIRDN-0283,APP-AIRDN-1124,database link,daily,standard,file transfer gateway,Data and AI,SRC-AIRDN-INT-054
INT-AIRDN-03672,APP-AIRDN-0290,APP-AIRDN-1141,MQ/event,weekly,critical,data pipeline orchestrator,Cybersecurity,SRC-AIRDN-INT-001
INT-AIRDN-03673,APP-AIRDN-0297,APP-AIRDN-1158,API,event-driven,standard,API gateway,Workplace,SRC-AIRDN-INT-002
INT-AIRDN-03674,APP-AIRDN-0304,APP-AIRDN-1175,file/batch,nightly batch,standard,event streaming backbone,Service Management,SRC-AIRDN-INT-003
INT-AIRDN-03675,APP-AIRDN-0311,APP-AIRDN-1192,ETL/ELT,real-time,high,enterprise service bus,Flight Operations,SRC-AIRDN-INT-004
INT-AIRDN-03676,APP-AIRDN-0318,APP-AIRDN-1209,mainframe transaction,near real-time,standard,mainframe MQ,Operations Control,SRC-AIRDN-INT-005
INT-AIRDN-03677,APP-AIRDN-0325,APP-AIRDN-1226,streaming topic,hourly,standard,cloud integration platform,Crew Operations,SRC-AIRDN-INT-006
INT-AIRDN-03678,APP-AIRDN-0332,APP-AIRDN-1243,SaaS connector,daily,high,file transfer gateway,Technical Operations,SRC-AIRDN-INT-007
INT-AIRDN-03679,APP-AIRDN-0339,APP-AIRDN-1260,EDI/message,weekly,standard,data pipeline orchestrator,Airport Operations,SRC-AIRDN-INT-008
INT-AIRDN-03680,APP-AIRDN-0346,APP-AIRDN-1277,database link,event-driven,critical,API gateway,Passenger Service,SRC-AIRDN-INT-009
INT-AIRDN-03681,APP-AIRDN-0353,APP-AIRDN-1294,MQ/event,nightly batch,high,event streaming backbone,Commercial,SRC-AIRDN-INT-010
INT-AIRDN-03682,APP-AIRDN-0360,APP-AIRDN-1311,API,real-time,standard,enterprise service bus,Cargo,SRC-AIRDN-INT-011
INT-AIRDN-03683,APP-AIRDN-0367,APP-AIRDN-1328,file/batch,near real-time,standard,mainframe MQ,Corporate Finance,SRC-AIRDN-INT-012
INT-AIRDN-03684,APP-AIRDN-0374,APP-AIRDN-1345,ETL/ELT,hourly,high,cloud integration platform,Procurement,SRC-AIRDN-INT-013
INT-AIRDN-03685,APP-AIRDN-0381,APP-AIRDN-1362,mainframe transaction,daily,standard,file transfer gateway,Technology,SRC-AIRDN-INT-014
INT-AIRDN-03686,APP-AIRDN-0388,APP-AIRDN-1379,streaming topic,weekly,standard,data pipeline orchestrator,Data and AI,SRC-AIRDN-INT-015
INT-AIRDN-03687,APP-AIRDN-0395,APP-AIRDN-1396,SaaS connector,event-driven,high,API gateway,Cybersecurity,SRC-AIRDN-INT-016
INT-AIRDN-03688,APP-AIRDN-0402,APP-AIRDN-1413,EDI/message,nightly batch,critical,event streaming backbone,Workplace,SRC-AIRDN-INT-017
INT-AIRDN-03689,APP-AIRDN-0409,APP-AIRDN-1430,database link,real-time,standard,enterprise service bus,Service Management,SRC-AIRDN-INT-018
INT-AIRDN-03690,APP-AIRDN-0416,APP-AIRDN-1447,MQ/event,near real-time,high,mainframe MQ,Flight Operations,SRC-AIRDN-INT-019
INT-AIRDN-03691,APP-AIRDN-0423,APP-AIRDN-1464,API,hourly,standard,cloud integration platform,Operations Control,SRC-AIRDN-INT-020
INT-AIRDN-03692,APP-AIRDN-0430,APP-AIRDN-1481,file/batch,daily,standard,file transfer gateway,Crew Operations,SRC-AIRDN-INT-021
INT-AIRDN-03693,APP-AIRDN-0437,APP-AIRDN-0003,ETL/ELT,weekly,high,data pipeline orchestrator,Technical Operations,SRC-AIRDN-INT-022
INT-AIRDN-03694,APP-AIRDN-0444,APP-AIRDN-0020,mainframe transaction,event-driven,standard,API gateway,Airport Operations,SRC-AIRDN-INT-023
INT-AIRDN-03695,APP-AIRDN-0451,APP-AIRDN-0037,streaming topic,nightly batch,standard,event streaming backbone,Passenger Service,SRC-AIRDN-INT-024
INT-AIRDN-03696,APP-AIRDN-0458,APP-AIRDN-0054,SaaS connector,real-time,critical,enterprise service bus,Commercial,SRC-AIRDN-INT-025
INT-AIRDN-03697,APP-AIRDN-0465,APP-AIRDN-0071,EDI/message,near real-time,standard,mainframe MQ,Cargo,SRC-AIRDN-INT-026
INT-AIRDN-03698,APP-AIRDN-0472,APP-AIRDN-0088,database link,hourly,standard,cloud integration platform,Corporate Finance,SRC-AIRDN-INT-027
INT-AIRDN-03699,APP-AIRDN-0479,APP-AIRDN-0105,MQ/event,daily,high,file transfer gateway,Procurement,SRC-AIRDN-INT-028
INT-AIRDN-03700,APP-AIRDN-0486,APP-AIRDN-0122,API,weekly,standard,data pipeline orchestrator,Technology,SRC-AIRDN-INT-029
INT-AIRDN-03701,APP-AIRDN-0493,APP-AIRDN-0139,file/batch,event-driven,standard,API gateway,Data and AI,SRC-AIRDN-INT-030
INT-AIRDN-03702,APP-AIRDN-0500,APP-AIRDN-0156,ETL/ELT,nightly batch,high,event streaming backbone,Cybersecurity,SRC-AIRDN-INT-031
INT-AIRDN-03703,APP-AIRDN-0507,APP-AIRDN-0173,mainframe transaction,real-time,standard,enterprise service bus,Workplace,SRC-AIRDN-INT-032
INT-AIRDN-03704,APP-AIRDN-0514,APP-AIRDN-0190,streaming topic,near real-time,critical,mainframe MQ,Service Management,SRC-AIRDN-INT-033
INT-AIRDN-03705,APP-AIRDN-0521,APP-AIRDN-0207,SaaS connector,hourly,high,cloud integration platform,Flight Operations,SRC-AIRDN-INT-034
INT-AIRDN-03706,APP-AIRDN-0528,APP-AIRDN-0224,EDI/message,daily,standard,file transfer gateway,Operations Control,SRC-AIRDN-INT-035
INT-AIRDN-03707,APP-AIRDN-0535,APP-AIRDN-0241,database link,weekly,standard,data pipeline orchestrator,Crew Operations,SRC-AIRDN-INT-036
INT-AIRDN-03708,APP-AIRDN-0542,APP-AIRDN-0258,MQ/event,event-driven,high,API gateway,Technical Operations,SRC-AIRDN-INT-037
INT-AIRDN-03709,APP-AIRDN-0549,APP-AIRDN-0275,API,nightly batch,standard,event streaming backbone,Airport Operations,SRC-AIRDN-INT-038
INT-AIRDN-03710,APP-AIRDN-0556,APP-AIRDN-0292,file/batch,real-time,standard,enterprise service bus,Passenger Service,SRC-AIRDN-INT-039
INT-AIRDN-03711,APP-AIRDN-0563,APP-AIRDN-0309,ETL/ELT,near real-time,high,mainframe MQ,Commercial,SRC-AIRDN-INT-040
INT-AIRDN-03712,APP-AIRDN-0570,APP-AIRDN-0326,mainframe transaction,hourly,critical,cloud integration platform,Cargo,SRC-AIRDN-INT-041
INT-AIRDN-03713,APP-AIRDN-0577,APP-AIRDN-0343,streaming topic,daily,standard,file transfer gateway,Corporate Finance,SRC-AIRDN-INT-042
INT-AIRDN-03714,APP-AIRDN-0584,APP-AIRDN-0360,SaaS connector,weekly,high,data pipeline orchestrator,Procurement,SRC-AIRDN-INT-043
INT-AIRDN-03715,APP-AIRDN-0591,APP-AIRDN-0377,EDI/message,event-driven,standard,API gateway,Technology,SRC-AIRDN-INT-044
INT-AIRDN-03716,APP-AIRDN-0598,APP-AIRDN-0394,database link,nightly batch,standard,event streaming backbone,Data and AI,SRC-AIRDN-INT-045
INT-AIRDN-03717,APP-AIRDN-0605,APP-AIRDN-0411,MQ/event,real-time,high,enterprise service bus,Cybersecurity,SRC-AIRDN-INT-046
INT-AIRDN-03718,APP-AIRDN-0612,APP-AIRDN-0428,API,near real-time,standard,mainframe MQ,Workplace,SRC-AIRDN-INT-047
INT-AIRDN-03719,APP-AIRDN-0619,APP-AIRDN-0445,file/batch,hourly,standard,cloud integration platform,Service Management,SRC-AIRDN-INT-048
INT-AIRDN-03720,APP-AIRDN-0626,APP-AIRDN-0462,ETL/ELT,daily,critical,file transfer gateway,Flight Operations,SRC-AIRDN-INT-049
INT-AIRDN-03721,APP-AIRDN-0633,APP-AIRDN-0479,mainframe transaction,weekly,standard,data pipeline orchestrator,Operations Control,SRC-AIRDN-INT-050
INT-AIRDN-03722,APP-AIRDN-0640,APP-AIRDN-0496,streaming topic,event-driven,standard,API gateway,Crew Operations,SRC-AIRDN-INT-051
INT-AIRDN-03723,APP-AIRDN-0647,APP-AIRDN-0513,SaaS connector,nightly batch,high,event streaming backbone,Technical Operations,SRC-AIRDN-INT-052
INT-AIRDN-03724,APP-AIRDN-0654,APP-AIRDN-0530,EDI/message,real-time,standard,enterprise service bus,Airport Operations,SRC-AIRDN-INT-053
INT-AIRDN-03725,APP-AIRDN-0661,APP-AIRDN-0547,database link,near real-time,standard,mainframe MQ,Passenger Service,SRC-AIRDN-INT-054
INT-AIRDN-03726,APP-AIRDN-0668,APP-AIRDN-0564,MQ/event,hourly,high,cloud integration platform,Commercial,SRC-AIRDN-INT-001
INT-AIRDN-03727,APP-AIRDN-0675,APP-AIRDN-0581,API,daily,standard,file transfer gateway,Cargo,SRC-AIRDN-INT-002
INT-AIRDN-03728,APP-AIRDN-0682,APP-AIRDN-0598,file/batch,weekly,critical,data pipeline orchestrator,Corporate Finance,SRC-AIRDN-INT-003
INT-AIRDN-03729,APP-AIRDN-0689,APP-AIRDN-0615,ETL/ELT,event-driven,high,API gateway,Procurement,SRC-AIRDN-INT-004
INT-AIRDN-03730,APP-AIRDN-0696,APP-AIRDN-0632,mainframe transaction,nightly batch,standard,event streaming backbone,Technology,SRC-AIRDN-INT-005
INT-AIRDN-03731,APP-AIRDN-0703,APP-AIRDN-0649,streaming topic,real-time,standard,enterprise service bus,Data and AI,SRC-AIRDN-INT-006
INT-AIRDN-03732,APP-AIRDN-0710,APP-AIRDN-0666,SaaS connector,near real-time,high,mainframe MQ,Cybersecurity,SRC-AIRDN-INT-007
INT-AIRDN-03733,APP-AIRDN-0717,APP-AIRDN-0683,EDI/message,hourly,standard,cloud integration platform,Workplace,SRC-AIRDN-INT-008
INT-AIRDN-03734,APP-AIRDN-0724,APP-AIRDN-0700,database link,daily,standard,file transfer gateway,Service Management,SRC-AIRDN-INT-009
INT-AIRDN-03735,APP-AIRDN-0731,APP-AIRDN-0717,MQ/event,weekly,high,data pipeline orchestrator,Flight Operations,SRC-AIRDN-INT-010
INT-AIRDN-03736,APP-AIRDN-0738,APP-AIRDN-0734,API,event-driven,critical,API gateway,Operations Control,SRC-AIRDN-INT-011
INT-AIRDN-03737,APP-AIRDN-0745,APP-AIRDN-0751,file/batch,nightly batch,standard,event streaming backbone,Crew Operations,SRC-AIRDN-INT-012
INT-AIRDN-03738,APP-AIRDN-0752,APP-AIRDN-0768,ETL/ELT,real-time,high,enterprise service bus,Technical Operations,SRC-AIRDN-INT-013
INT-AIRDN-03739,APP-AIRDN-0759,APP-AIRDN-0785,mainframe transaction,near real-time,standard,mainframe MQ,Airport Operations,SRC-AIRDN-INT-014
INT-AIRDN-03740,APP-AIRDN-0766,APP-AIRDN-0802,streaming topic,hourly,standard,cloud integration platform,Passenger Service,SRC-AIRDN-INT-015
INT-AIRDN-03741,APP-AIRDN-0773,APP-AIRDN-0819,SaaS connector,daily,high,file transfer gateway,Commercial,SRC-AIRDN-INT-016
INT-AIRDN-03742,APP-AIRDN-0780,APP-AIRDN-0836,EDI/message,weekly,standard,data pipeline orchestrator,Cargo,SRC-AIRDN-INT-017
INT-AIRDN-03743,APP-AIRDN-0787,APP-AIRDN-0853,database link,event-driven,standard,API gateway,Corporate Finance,SRC-AIRDN-INT-018
INT-AIRDN-03744,APP-AIRDN-0794,APP-AIRDN-0870,MQ/event,nightly batch,critical,event streaming backbone,Procurement,SRC-AIRDN-INT-019
INT-AIRDN-03745,APP-AIRDN-0801,APP-AIRDN-0887,API,real-time,standard,enterprise service bus,Technology,SRC-AIRDN-INT-020
INT-AIRDN-03746,APP-AIRDN-0808,APP-AIRDN-0904,file/batch,near real-time,standard,mainframe MQ,Data and AI,SRC-AIRDN-INT-021
INT-AIRDN-03747,APP-AIRDN-0815,APP-AIRDN-0921,ETL/ELT,hourly,high,cloud integration platform,Cybersecurity,SRC-AIRDN-INT-022
INT-AIRDN-03748,APP-AIRDN-0822,APP-AIRDN-0938,mainframe transaction,daily,standard,file transfer gateway,Workplace,SRC-AIRDN-INT-023
INT-AIRDN-03749,APP-AIRDN-0829,APP-AIRDN-0955,streaming topic,weekly,standard,data pipeline orchestrator,Service Management,SRC-AIRDN-INT-024
INT-AIRDN-03750,APP-AIRDN-0836,APP-AIRDN-0972,SaaS connector,event-driven,high,API gateway,Flight Operations,SRC-AIRDN-INT-025
INT-AIRDN-03751,APP-AIRDN-0843,APP-AIRDN-0989,EDI/message,nightly batch,standard,event streaming backbone,Operations Control,SRC-AIRDN-INT-026
INT-AIRDN-03752,APP-AIRDN-0850,APP-AIRDN-1006,database link,real-time,critical,enterprise service bus,Crew Operations,SRC-AIRDN-INT-027
INT-AIRDN-03753,APP-AIRDN-0857,APP-AIRDN-1023,MQ/event,near real-time,high,mainframe MQ,Technical Operations,SRC-AIRDN-INT-028
INT-AIRDN-03754,APP-AIRDN-0864,APP-AIRDN-1040,API,hourly,standard,cloud integration platform,Airport Operations,SRC-AIRDN-INT-029
INT-AIRDN-03755,APP-AIRDN-0871,APP-AIRDN-1057,file/batch,daily,standard,file transfer gateway,Passenger Service,SRC-AIRDN-INT-030
INT-AIRDN-03756,APP-AIRDN-0878,APP-AIRDN-1074,ETL/ELT,weekly,high,data pipeline orchestrator,Commercial,SRC-AIRDN-INT-031
INT-AIRDN-03757,APP-AIRDN-0885,APP-AIRDN-1091,mainframe transaction,event-driven,standard,API gateway,Cargo,SRC-AIRDN-INT-032
INT-AIRDN-03758,APP-AIRDN-0892,APP-AIRDN-1108,streaming topic,nightly batch,standard,event streaming backbone,Corporate Finance,SRC-AIRDN-INT-033
INT-AIRDN-03759,APP-AIRDN-0899,APP-AIRDN-1125,SaaS connector,real-time,high,enterprise service bus,Procurement,SRC-AIRDN-INT-034
INT-AIRDN-03760,APP-AIRDN-0906,APP-AIRDN-1142,EDI/message,near real-time,critical,mainframe MQ,Technology,SRC-AIRDN-INT-035
INT-AIRDN-03761,APP-AIRDN-0913,APP-AIRDN-1159,database link,hourly,standard,cloud integration platform,Data and AI,SRC-AIRDN-INT-036
INT-AIRDN-03762,APP-AIRDN-0920,APP-AIRDN-1176,MQ/event,daily,high,file transfer gateway,Cybersecurity,SRC-AIRDN-INT-037
INT-AIRDN-03763,APP-AIRDN-0927,APP-AIRDN-1193,API,weekly,standard,data pipeline orchestrator,Workplace,SRC-AIRDN-INT-038
INT-AIRDN-03764,APP-AIRDN-0934,APP-AIRDN-1210,file/batch,event-driven,standard,API gateway,Service Management,SRC-AIRDN-INT-039
INT-AIRDN-03765,APP-AIRDN-0941,APP-AIRDN-1227,ETL/ELT,nightly batch,high,event streaming backbone,Flight Operations,SRC-AIRDN-INT-040
INT-AIRDN-03766,APP-AIRDN-0948,APP-AIRDN-1244,mainframe transaction,real-time,standard,enterprise service bus,Operations Control,SRC-AIRDN-INT-041
INT-AIRDN-03767,APP-AIRDN-0955,APP-AIRDN-1261,streaming topic,near real-time,standard,mainframe MQ,Crew Operations,SRC-AIRDN-INT-042
INT-AIRDN-03768,APP-AIRDN-0962,APP-AIRDN-1278,SaaS connector,hourly,critical,cloud integration platform,Technical Operations,SRC-AIRDN-INT-043
INT-AIRDN-03769,APP-AIRDN-0969,APP-AIRDN-1295,EDI/message,daily,standard,file transfer gateway,Airport Operations,SRC-AIRDN-INT-044
INT-AIRDN-03770,APP-AIRDN-0976,APP-AIRDN-1312,database link,weekly,standard,data pipeline orchestrator,Passenger Service,SRC-AIRDN-INT-045
INT-AIRDN-03771,APP-AIRDN-0983,APP-AIRDN-1329,MQ/event,event-driven,high,API gateway,Commercial,SRC-AIRDN-INT-046
INT-AIRDN-03772,APP-AIRDN-0990,APP-AIRDN-1346,API,nightly batch,standard,event streaming backbone,Cargo,SRC-AIRDN-INT-047
INT-AIRDN-03773,APP-AIRDN-0997,APP-AIRDN-1363,file/batch,real-time,standard,enterprise service bus,Corporate Finance,SRC-AIRDN-INT-048
INT-AIRDN-03774,APP-AIRDN-1004,APP-AIRDN-1380,ETL/ELT,near real-time,high,mainframe MQ,Procurement,SRC-AIRDN-INT-049
INT-AIRDN-03775,APP-AIRDN-1011,APP-AIRDN-1397,mainframe transaction,hourly,standard,cloud integration platform,Technology,SRC-AIRDN-INT-050
INT-AIRDN-03776,APP-AIRDN-1018,APP-AIRDN-1414,streaming topic,daily,critical,file transfer gateway,Data and AI,SRC-AIRDN-INT-051
INT-AIRDN-03777,APP-AIRDN-1025,APP-AIRDN-1431,SaaS connector,weekly,high,data pipeline orchestrator,Cybersecurity,SRC-AIRDN-INT-052
INT-AIRDN-03778,APP-AIRDN-1032,APP-AIRDN-1448,EDI/message,event-driven,standard,API gateway,Workplace,SRC-AIRDN-INT-053
INT-AIRDN-03779,APP-AIRDN-1039,APP-AIRDN-1465,database link,nightly batch,standard,event streaming backbone,Service Management,SRC-AIRDN-INT-054
INT-AIRDN-03780,APP-AIRDN-1046,APP-AIRDN-1482,MQ/event,real-time,high,enterprise service bus,Flight Operations,SRC-AIRDN-INT-001
INT-AIRDN-03781,APP-AIRDN-1053,APP-AIRDN-0004,API,near real-time,standard,mainframe MQ,Operations Control,SRC-AIRDN-INT-002
INT-AIRDN-03782,APP-AIRDN-1060,APP-AIRDN-0021,file/batch,hourly,standard,cloud integration platform,Crew Operations,SRC-AIRDN-INT-003
INT-AIRDN-03783,APP-AIRDN-1067,APP-AIRDN-0038,ETL/ELT,daily,high,file transfer gateway,Technical Operations,SRC-AIRDN-INT-004
INT-AIRDN-03784,APP-AIRDN-1074,APP-AIRDN-0055,mainframe transaction,weekly,critical,data pipeline orchestrator,Airport Operations,SRC-AIRDN-INT-005
INT-AIRDN-03785,APP-AIRDN-1081,APP-AIRDN-0072,streaming topic,event-driven,standard,API gateway,Passenger Service,SRC-AIRDN-INT-006
INT-AIRDN-03786,APP-AIRDN-1088,APP-AIRDN-0089,SaaS connector,nightly batch,high,event streaming backbone,Commercial,SRC-AIRDN-INT-007
INT-AIRDN-03787,APP-AIRDN-1095,APP-AIRDN-0106,EDI/message,real-time,standard,enterprise service bus,Cargo,SRC-AIRDN-INT-008
INT-AIRDN-03788,APP-AIRDN-1102,APP-AIRDN-0123,database link,near real-time,standard,mainframe MQ,Corporate Finance,SRC-AIRDN-INT-009
INT-AIRDN-03789,APP-AIRDN-1109,APP-AIRDN-0140,MQ/event,hourly,high,cloud integration platform,Procurement,SRC-AIRDN-INT-010
INT-AIRDN-03790,APP-AIRDN-1116,APP-AIRDN-0157,API,daily,standard,file transfer gateway,Technology,SRC-AIRDN-INT-011
INT-AIRDN-03791,APP-AIRDN-1123,APP-AIRDN-0174,file/batch,weekly,standard,data pipeline orchestrator,Data and AI,SRC-AIRDN-INT-012
INT-AIRDN-03792,APP-AIRDN-1130,APP-AIRDN-0191,ETL/ELT,event-driven,critical,API gateway,Cybersecurity,SRC-AIRDN-INT-013
INT-AIRDN-03793,APP-AIRDN-1137,APP-AIRDN-0208,mainframe transaction,nightly batch,standard,event streaming backbone,Workplace,SRC-AIRDN-INT-014
INT-AIRDN-03794,APP-AIRDN-1144,APP-AIRDN-0225,streaming topic,real-time,standard,enterprise service bus,Service Management,SRC-AIRDN-INT-015
INT-AIRDN-03795,APP-AIRDN-1151,APP-AIRDN-0242,SaaS connector,near real-time,high,mainframe MQ,Flight Operations,SRC-AIRDN-INT-016
INT-AIRDN-03796,APP-AIRDN-1158,APP-AIRDN-0259,EDI/message,hourly,standard,cloud integration platform,Operations Control,SRC-AIRDN-INT-017
INT-AIRDN-03797,APP-AIRDN-1165,APP-AIRDN-0276,database link,daily,standard,file transfer gateway,Crew Operations,SRC-AIRDN-INT-018
INT-AIRDN-03798,APP-AIRDN-1172,APP-AIRDN-0293,MQ/event,weekly,high,data pipeline orchestrator,Technical Operations,SRC-AIRDN-INT-019
INT-AIRDN-03799,APP-AIRDN-1179,APP-AIRDN-0310,API,event-driven,standard,API gateway,Airport Operations,SRC-AIRDN-INT-020
INT-AIRDN-03800,APP-AIRDN-1186,APP-AIRDN-0327,file/batch,nightly batch,critical,event streaming backbone,Passenger Service,SRC-AIRDN-INT-021
INT-AIRDN-03801,APP-AIRDN-1193,APP-AIRDN-0344,ETL/ELT,real-time,high,enterprise service bus,Commercial,SRC-AIRDN-INT-022
INT-AIRDN-03802,APP-AIRDN-1200,APP-AIRDN-0361,mainframe transaction,near real-time,standard,mainframe MQ,Cargo,SRC-AIRDN-INT-023
INT-AIRDN-03803,APP-AIRDN-1207,APP-AIRDN-0378,streaming topic,hourly,standard,cloud integration platform,Corporate Finance,SRC-AIRDN-INT-024
INT-AIRDN-03804,APP-AIRDN-1214,APP-AIRDN-0395,SaaS connector,daily,high,file transfer gateway,Procurement,SRC-AIRDN-INT-025
INT-AIRDN-03805,APP-AIRDN-1221,APP-AIRDN-0412,EDI/message,weekly,standard,data pipeline orchestrator,Technology,SRC-AIRDN-INT-026
INT-AIRDN-03806,APP-AIRDN-1228,APP-AIRDN-0429,database link,event-driven,standard,API gateway,Data and AI,SRC-AIRDN-INT-027
INT-AIRDN-03807,APP-AIRDN-1235,APP-AIRDN-0446,MQ/event,nightly batch,high,event streaming backbone,Cybersecurity,SRC-AIRDN-INT-028
INT-AIRDN-03808,APP-AIRDN-1242,APP-AIRDN-0463,API,real-time,critical,enterprise service bus,Workplace,SRC-AIRDN-INT-029
INT-AIRDN-03809,APP-AIRDN-1249,APP-AIRDN-0480,file/batch,near real-time,standard,mainframe MQ,Service Management,SRC-AIRDN-INT-030
INT-AIRDN-03810,APP-AIRDN-1256,APP-AIRDN-0497,ETL/ELT,hourly,high,cloud integration platform,Flight Operations,SRC-AIRDN-INT-031
INT-AIRDN-03811,APP-AIRDN-1263,APP-AIRDN-0514,mainframe transaction,daily,standard,file transfer gateway,Operations Control,SRC-AIRDN-INT-032
INT-AIRDN-03812,APP-AIRDN-1270,APP-AIRDN-0531,streaming topic,weekly,standard,data pipeline orchestrator,Crew Operations,SRC-AIRDN-INT-033
INT-AIRDN-03813,APP-AIRDN-1277,APP-AIRDN-0548,SaaS connector,event-driven,high,API gateway,Technical Operations,SRC-AIRDN-INT-034
INT-AIRDN-03814,APP-AIRDN-1284,APP-AIRDN-0565,EDI/message,nightly batch,standard,event streaming backbone,Airport Operations,SRC-AIRDN-INT-035
INT-AIRDN-03815,APP-AIRDN-1291,APP-AIRDN-0582,database link,real-time,standard,enterprise service bus,Passenger Service,SRC-AIRDN-INT-036
INT-AIRDN-03816,APP-AIRDN-1298,APP-AIRDN-0599,MQ/event,near real-time,critical,mainframe MQ,Commercial,SRC-AIRDN-INT-037
INT-AIRDN-03817,APP-AIRDN-1305,APP-AIRDN-0616,API,hourly,standard,cloud integration platform,Cargo,SRC-AIRDN-INT-038
INT-AIRDN-03818,APP-AIRDN-1312,APP-AIRDN-0633,file/batch,daily,standard,file transfer gateway,Corporate Finance,SRC-AIRDN-INT-039
INT-AIRDN-03819,APP-AIRDN-1319,APP-AIRDN-0650,ETL/ELT,weekly,high,data pipeline orchestrator,Procurement,SRC-AIRDN-INT-040
INT-AIRDN-03820,APP-AIRDN-1326,APP-AIRDN-0667,mainframe transaction,event-driven,standard,API gateway,Technology,SRC-AIRDN-INT-041
INT-AIRDN-03821,APP-AIRDN-1333,APP-AIRDN-0684,streaming topic,nightly batch,standard,event streaming backbone,Data and AI,SRC-AIRDN-INT-042
