contract_id,vendor_id,vendor_public_reference,contract_type,service_tower,business_function,scope,term_status,commercial_model,value_disclosure_mode,risk_note,source_id,effective_date,expiration_date,renewal_date,termination_rights,pricing_model,minimum_commitment,rate_card_id,service_credit_terms,inflation_provision,change_control_terms,subcontracting_terms,data_residency,transition_assistance,sla_history_source,invoice_source,change_order_source,lot_id,proposal_id,bafo_revision_id,evaluation_criteria_id
CONT-AIRDN-0424,VEND-AIRDN-029,Synthetic Supplier 029,managed service agreement,Cloud Infrastructure and Mainframe,Airport Operations,workplace,transition assistance required,hybrid fixed + variable,exact,standard commercial review,SRC-AIRDN-CONT-041,2023-01-01,2026-04-28,2025-07-15,lot-level termination on chronic breach,outcome-weighted service credits,not applicable for variable lot,RATE-AIRDN-0208,service credit terms missing from visible evidence,to be negotiated,executive approval for material changes,standard flow-down obligations,data residency not yet evidenced,transition assistance gap,SLAHIST-LOT-AIRDN-01,INV-AIRDN-0064,CO-AIRDN-0040,LOT-AIRDN-01,BID-AIRDN-A-LOT-AIRDN-01,BAFO-BID-AIRDN-A-LOT-AIRDN-01-R2,EVAL-LOT-AIRDN-01
CONT-AIRDN-0425,VEND-AIRDN-036,Synthetic Supplier 036,cloud commit,Workplace Service Desk and Field Support,Passenger Service,service desk,exit rights need review,committed spend,range,standard commercial review,SRC-AIRDN-CONT-042,2020-02-01,2027-05-28,2026-08-15,90-day convenience for tower carve-out,fixed base plus volume bands,indexed range,RATE-AIRDN-0209,critical incident credits with earn-back,CPI capped,CAB approval and priced change order,named subcontractors only,US-only regulated data,six-month transition assistance,SLAHIST-LOT-AIRDN-02,INV-AIRDN-0065,CO-AIRDN-0041,LOT-AIRDN-02,BID-AIRDN-B-LOT-AIRDN-02,BAFO-BID-AIRDN-B-LOT-AIRDN-02-R1,EVAL-LOT-AIRDN-02
CONT-AIRDN-0426,VEND-AIRDN-043,Synthetic Supplier 043,maintenance agreement,SIAM Observability and Service Governance,Commercial,airport technology support,active,outcome-linked,indexed,high exit-term sensitivity,SRC-AIRDN-CONT-043,2021-03-01,2028-06-28,2027-09-15,cause plus SLA-credit trigger,unit-rate catalog,withheld exact value,RATE-AIRDN-0210,SLA pool capped at monthly charges,labor index pass-through,catalog rate if in-scope,prior approval required,US/EU split with controls,knowledge transfer and runbook escrow,SLAHIST-LOT-AIRDN-03,INV-AIRDN-0066,CO-AIRDN-0042,LOT-AIRDN-03,BID-AIRDN-C-LOT-AIRDN-03,BAFO-BID-AIRDN-C-LOT-AIRDN-03-R2,EVAL-LOT-AIRDN-03
CONT-AIRDN-0427,VEND-AIRDN-050,Synthetic Supplier 050,professional services SOW,Airline Operations AMS,Cargo,database/middleware ops,renewal within 12 months,fixed fee,withheld,standard commercial review,SRC-AIRDN-CONT-044,2022-04-01,2026-07-28,2025-10-15,transition-only termination after cure period,committed capacity plus consumption overage,tiered annual minimum,RATE-AIRDN-0211,tower-level credit and root-cause obligation,fixed annual escalator,joint estimate required,restricted for regulated data,global support with masked data,shadow-run required,SLAHIST-LOT-AIRDN-04,INV-AIRDN-0067,CO-AIRDN-0043,LOT-AIRDN-04,BID-AIRDN-A-LOT-AIRDN-04,BAFO-BID-AIRDN-A-LOT-AIRDN-04-R1,EVAL-LOT-AIRDN-04
CONT-AIRDN-0428,VEND-AIRDN-057,Synthetic Supplier 057,data platform agreement,Corporate and SAP AMS,Corporate Finance,observability,renewal within 24 months,T&M,exact,standard commercial review,SRC-AIRDN-CONT-045,2023-05-01,2027-08-28,2026-11-15,lot-level termination on chronic breach,outcome-weighted service credits,not applicable for variable lot,RATE-AIRDN-0212,service credit terms missing from visible evidence,to be negotiated,executive approval for material changes,standard flow-down obligations,data residency not yet evidenced,transition assistance gap,SLAHIST-LOT-AIRDN-05,INV-AIRDN-0068,CO-AIRDN-0044,LOT-AIRDN-05,BID-AIRDN-B-LOT-AIRDN-05,BAFO-BID-AIRDN-B-LOT-AIRDN-05-R2,EVAL-LOT-AIRDN-05
CONT-AIRDN-0429,VEND-AIRDN-064,Synthetic Supplier 064,telecom/network services,Digital Customer and Loyalty AMS,Procurement,finance operations,extension option,unit-rate,range,standard commercial review,SRC-AIRDN-CONT-046,2020-06-01,2028-09-28,2027-12-15,90-day convenience for tower carve-out,fixed base plus volume bands,indexed range,RATE-AIRDN-0213,critical incident credits with earn-back,CPI capped,CAB approval and priced change order,named subcontractors only,US-only regulated data,six-month transition assistance,SLAHIST-LOT-AIRDN-06,INV-AIRDN-0069,CO-AIRDN-0045,LOT-AIRDN-06,BID-AIRDN-C-LOT-AIRDN-06,BAFO-BID-AIRDN-C-LOT-AIRDN-06-R1,EVAL-LOT-AIRDN-06
CONT-AIRDN-0430,VEND-AIRDN-071,Synthetic Supplier 071,cybersecurity services,Data Analytics and Integration,Technology,procurement operations,transition assistance required,consumption,indexed,supplier concentration,SRC-AIRDN-CONT-047,2021-07-01,2026-10-28,2025-01-15,cause plus SLA-credit trigger,unit-rate catalog,withheld exact value,RATE-AIRDN-0214,SLA pool capped at monthly charges,labor index pass-through,catalog rate if in-scope,prior approval required,US/EU split with controls,knowledge transfer and runbook escrow,SLAHIST-LOT-AIRDN-07,INV-AIRDN-0070,CO-AIRDN-0046,LOT-AIRDN-07,BID-AIRDN-A-LOT-AIRDN-07,BAFO-BID-AIRDN-A-LOT-AIRDN-07-R2,EVAL-LOT-AIRDN-07
CONT-AIRDN-0431,VEND-AIRDN-078,Synthetic Supplier 078,ITSM workflow subscription,Cloud Infrastructure and Mainframe,Data and AI,customer-contact support,exit rights need review,hybrid fixed + variable,withheld,standard commercial review,SRC-AIRDN-CONT-048,2022-08-01,2027-11-28,2026-02-15,transition-only termination after cure period,committed capacity plus consumption overage,tiered annual minimum,RATE-AIRDN-0215,tower-level credit and root-cause obligation,fixed annual escalator,joint estimate required,restricted for regulated data,global support with masked data,shadow-run required,SLAHIST-LOT-AIRDN-08,INV-AIRDN-0071,CO-AIRDN-0047,LOT-AIRDN-08,BID-AIRDN-B-LOT-AIRDN-08,BAFO-BID-AIRDN-B-LOT-AIRDN-08-R1,EVAL-LOT-AIRDN-08
CONT-AIRDN-0432,VEND-AIRDN-085,Synthetic Supplier 085,mainframe software agreement,Workplace Service Desk and Field Support,Cybersecurity,application run/enhancement,active,committed spend,exact,high exit-term sensitivity,SRC-AIRDN-CONT-049,2023-09-01,2028-12-28,2027-03-15,lot-level termination on chronic breach,outcome-weighted service credits,not applicable for variable lot,RATE-AIRDN-0216,service credit terms missing from visible evidence,to be negotiated,executive approval for material changes,standard flow-down obligations,data residency not yet evidenced,transition assistance gap,SLAHIST-LOT-AIRDN-09,INV-AIRDN-0072,CO-AIRDN-0048,LOT-AIRDN-09,BID-AIRDN-C-LOT-AIRDN-09,BAFO-BID-AIRDN-C-LOT-AIRDN-09-R2,EVAL-LOT-AIRDN-09
CONT-AIRDN-0433,VEND-AIRDN-092,Synthetic Supplier 092,colocation contract,SIAM Observability and Service Governance,Workplace,SAP AMS,renewal within 12 months,outcome-linked,range,standard commercial review,SRC-AIRDN-CONT-050,2020-01-01,2026-01-28,2025-04-15,90-day convenience for tower carve-out,fixed base plus volume bands,indexed range,RATE-AIRDN-0001,critical incident credits with earn-back,CPI capped,CAB approval and priced change order,named subcontractors only,US-only regulated data,six-month transition assistance,SLAHIST-LOT-AIRDN-01,INV-AIRDN-0073,CO-AIRDN-0049,LOT-AIRDN-01,BID-AIRDN-A-LOT-AIRDN-01,BAFO-BID-AIRDN-A-LOT-AIRDN-01-R1,EVAL-LOT-AIRDN-01
CONT-AIRDN-0434,VEND-AIRDN-099,Synthetic Supplier 099,BPO services SOW,Airline Operations AMS,Service Management,mainframe AMS,renewal within 24 months,fixed fee,indexed,SLA credit ambiguity,SRC-AIRDN-CONT-051,2021-02-01,2027-02-28,2026-05-15,cause plus SLA-credit trigger,unit-rate catalog,withheld exact value,RATE-AIRDN-0002,SLA pool capped at monthly charges,labor index pass-through,catalog rate if in-scope,prior approval required,US/EU split with controls,knowledge transfer and runbook escrow,SLAHIST-LOT-AIRDN-02,INV-AIRDN-0074,CO-AIRDN-0050,LOT-AIRDN-02,BID-AIRDN-B-LOT-AIRDN-02,BAFO-BID-AIRDN-B-LOT-AIRDN-02-R2,EVAL-LOT-AIRDN-02
CONT-AIRDN-0435,VEND-AIRDN-106,Synthetic Supplier 106,MSA,Corporate and SAP AMS,Flight Operations,airline operations AMS,extension option,T&M,withheld,standard commercial review,SRC-AIRDN-CONT-052,2022-03-01,2028-03-28,2027-06-15,transition-only termination after cure period,committed capacity plus consumption overage,tiered annual minimum,RATE-AIRDN-0003,tower-level credit and root-cause obligation,fixed annual escalator,joint estimate required,restricted for regulated data,global support with masked data,shadow-run required,SLAHIST-LOT-AIRDN-03,INV-AIRDN-0075,CO-AIRDN-0051,LOT-AIRDN-03,BID-AIRDN-C-LOT-AIRDN-03,BAFO-BID-AIRDN-C-LOT-AIRDN-03-R1,EVAL-LOT-AIRDN-03
CONT-AIRDN-0436,VEND-AIRDN-113,Synthetic Supplier 113,SOW,Digital Customer and Loyalty AMS,Operations Control,digital support,transition assistance required,unit-rate,exact,standard commercial review,SRC-AIRDN-CONT-053,2023-04-01,2026-04-28,2025-07-15,lot-level termination on chronic breach,outcome-weighted service credits,not applicable for variable lot,RATE-AIRDN-0004,service credit terms missing from visible evidence,to be negotiated,executive approval for material changes,standard flow-down obligations,data residency not yet evidenced,transition assistance gap,SLAHIST-LOT-AIRDN-04,INV-AIRDN-0076,CO-AIRDN-0052,LOT-AIRDN-04,BID-AIRDN-A-LOT-AIRDN-04,BAFO-BID-AIRDN-A-LOT-AIRDN-04-R2,EVAL-LOT-AIRDN-04
CONT-AIRDN-0437,VEND-AIRDN-120,Synthetic Supplier 120,rate card,Data Analytics and Integration,Crew Operations,data platform ops,exit rights need review,consumption,range,standard commercial review,SRC-AIRDN-CONT-054,2020-05-01,2027-05-28,2026-08-15,90-day convenience for tower carve-out,fixed base plus volume bands,indexed range,RATE-AIRDN-0005,critical incident credits with earn-back,CPI capped,CAB approval and priced change order,named subcontractors only,US-only regulated data,six-month transition assistance,SLAHIST-LOT-AIRDN-05,INV-AIRDN-0077,CO-AIRDN-0053,LOT-AIRDN-05,BID-AIRDN-B-LOT-AIRDN-05,BAFO-BID-AIRDN-B-LOT-AIRDN-05-R1,EVAL-LOT-AIRDN-05
CONT-AIRDN-0438,VEND-AIRDN-127,Synthetic Supplier 127,software subscription,Cloud Infrastructure and Mainframe,Technical Operations,testing/QA,active,hybrid fixed + variable,indexed,high exit-term sensitivity,SRC-AIRDN-CONT-055,2021-06-01,2028-06-28,2027-09-15,cause plus SLA-credit trigger,unit-rate catalog,withheld exact value,RATE-AIRDN-0006,SLA pool capped at monthly charges,labor index pass-through,catalog rate if in-scope,prior approval required,US/EU split with controls,knowledge transfer and runbook escrow,SLAHIST-LOT-AIRDN-06,INV-AIRDN-0078,CO-AIRDN-0054,LOT-AIRDN-06,BID-AIRDN-C-LOT-AIRDN-06,BAFO-BID-AIRDN-C-LOT-AIRDN-06-R2,EVAL-LOT-AIRDN-06
CONT-AIRDN-0439,VEND-AIRDN-134,Synthetic Supplier 134,managed service agreement,Workplace Service Desk and Field Support,Airport Operations,release management,renewal within 12 months,committed spend,withheld,standard commercial review,SRC-AIRDN-CONT-056,2022-07-01,2026-07-28,2025-10-15,transition-only termination after cure period,committed capacity plus consumption overage,tiered annual minimum,RATE-AIRDN-0007,tower-level credit and root-cause obligation,fixed annual escalator,joint estimate required,restricted for regulated data,global support with masked data,shadow-run required,SLAHIST-LOT-AIRDN-07,INV-AIRDN-0079,CO-AIRDN-0055,LOT-AIRDN-07,BID-AIRDN-A-LOT-AIRDN-07,BAFO-BID-AIRDN-A-LOT-AIRDN-07-R1,EVAL-LOT-AIRDN-07
CONT-AIRDN-0440,VEND-AIRDN-141,Synthetic Supplier 141,cloud commit,SIAM Observability and Service Governance,Passenger Service,data center ops,renewal within 24 months,outcome-linked,exact,supplier concentration,SRC-AIRDN-CONT-057,2023-08-01,2027-08-28,2026-11-15,lot-level termination on chronic breach,outcome-weighted service credits,not applicable for variable lot,RATE-AIRDN-0008,service credit terms missing from visible evidence,to be negotiated,executive approval for material changes,standard flow-down obligations,data residency not yet evidenced,transition assistance gap,SLAHIST-LOT-AIRDN-08,INV-AIRDN-0080,CO-AIRDN-0056,LOT-AIRDN-08,BID-AIRDN-B-LOT-AIRDN-08,BAFO-BID-AIRDN-B-LOT-AIRDN-08-R2,EVAL-LOT-AIRDN-08
CONT-AIRDN-0441,VEND-AIRDN-148,Synthetic Supplier 148,maintenance agreement,Airline Operations AMS,Commercial,network/telecom,extension option,fixed fee,range,standard commercial review,SRC-AIRDN-CONT-058,2020-09-01,2028-09-28,2027-12-15,90-day convenience for tower carve-out,fixed base plus volume bands,indexed range,RATE-AIRDN-0009,critical incident credits with earn-back,CPI capped,CAB approval and priced change order,named subcontractors only,US-only regulated data,six-month transition assistance,SLAHIST-LOT-AIRDN-09,INV-AIRDN-0081,CO-AIRDN-0057,LOT-AIRDN-09,BID-AIRDN-C-LOT-AIRDN-09,BAFO-BID-AIRDN-C-LOT-AIRDN-09-R1,EVAL-LOT-AIRDN-09
CONT-AIRDN-0442,VEND-AIRDN-155,Synthetic Supplier 155,professional services SOW,Corporate and SAP AMS,Cargo,workplace,transition assistance required,T&M,indexed,standard commercial review,SRC-AIRDN-CONT-059,2021-01-01,2026-10-28,2025-01-15,cause plus SLA-credit trigger,unit-rate catalog,withheld exact value,RATE-AIRDN-0010,SLA pool capped at monthly charges,labor index pass-through,catalog rate if in-scope,prior approval required,US/EU split with controls,knowledge transfer and runbook escrow,SLAHIST-LOT-AIRDN-01,INV-AIRDN-0082,CO-AIRDN-0058,LOT-AIRDN-01,BID-AIRDN-A-LOT-AIRDN-01,BAFO-BID-AIRDN-A-LOT-AIRDN-01-R2,EVAL-LOT-AIRDN-01
CONT-AIRDN-0443,VEND-AIRDN-162,Synthetic Supplier 162,data platform agreement,Digital Customer and Loyalty AMS,Corporate Finance,service desk,exit rights need review,unit-rate,withheld,standard commercial review,SRC-AIRDN-CONT-060,2022-02-01,2027-11-28,2026-02-15,transition-only termination after cure period,committed capacity plus consumption overage,tiered annual minimum,RATE-AIRDN-0011,tower-level credit and root-cause obligation,fixed annual escalator,joint estimate required,restricted for regulated data,global support with masked data,shadow-run required,SLAHIST-LOT-AIRDN-02,INV-AIRDN-0083,CO-AIRDN-0059,LOT-AIRDN-02,BID-AIRDN-B-LOT-AIRDN-02,BAFO-BID-AIRDN-B-LOT-AIRDN-02-R1,EVAL-LOT-AIRDN-02
CONT-AIRDN-0444,VEND-AIRDN-169,Synthetic Supplier 169,telecom/network services,Data Analytics and Integration,Procurement,airport technology support,active,consumption,exact,high exit-term sensitivity,SRC-AIRDN-CONT-061,2023-03-01,2028-12-28,2027-03-15,lot-level termination on chronic breach,outcome-weighted service credits,not applicable for variable lot,RATE-AIRDN-0012,service credit terms missing from visible evidence,to be negotiated,executive approval for material changes,standard flow-down obligations,data residency not yet evidenced,transition assistance gap,SLAHIST-LOT-AIRDN-03,INV-AIRDN-0084,CO-AIRDN-0060,LOT-AIRDN-03,BID-AIRDN-C-LOT-AIRDN-03,BAFO-BID-AIRDN-C-LOT-AIRDN-03-R2,EVAL-LOT-AIRDN-03
CONT-AIRDN-0445,VEND-AIRDN-176,Synthetic Supplier 176,cybersecurity services,Cloud Infrastructure and Mainframe,Technology,database/middleware ops,renewal within 12 months,hybrid fixed + variable,range,standard commercial review,SRC-AIRDN-CONT-062,2020-04-01,2026-01-28,2025-04-15,90-day convenience for tower carve-out,fixed base plus volume bands,indexed range,RATE-AIRDN-0013,critical incident credits with earn-back,CPI capped,CAB approval and priced change order,named subcontractors only,US-only regulated data,six-month transition assistance,SLAHIST-LOT-AIRDN-04,INV-AIRDN-0085,CO-AIRDN-0061,LOT-AIRDN-04,BID-AIRDN-A-LOT-AIRDN-04,BAFO-BID-AIRDN-A-LOT-AIRDN-04-R1,EVAL-LOT-AIRDN-04
CONT-AIRDN-0446,VEND-AIRDN-183,Synthetic Supplier 183,ITSM workflow subscription,Workplace Service Desk and Field Support,Data and AI,observability,renewal within 24 months,committed spend,indexed,standard commercial review,SRC-AIRDN-CONT-063,2021-05-01,2027-02-28,2026-05-15,cause plus SLA-credit trigger,unit-rate catalog,withheld exact value,RATE-AIRDN-0014,SLA pool capped at monthly charges,labor index pass-through,catalog rate if in-scope,prior approval required,US/EU split with controls,knowledge transfer and runbook escrow,SLAHIST-LOT-AIRDN-05,INV-AIRDN-0086,CO-AIRDN-0062,LOT-AIRDN-05,BID-AIRDN-B-LOT-AIRDN-05,BAFO-BID-AIRDN-B-LOT-AIRDN-05-R2,EVAL-LOT-AIRDN-05
CONT-AIRDN-0447,VEND-AIRDN-190,Synthetic Supplier 190,mainframe software agreement,SIAM Observability and Service Governance,Cybersecurity,finance operations,extension option,outcome-linked,withheld,standard commercial review,SRC-AIRDN-CONT-064,2022-06-01,2028-03-28,2027-06-15,transition-only termination after cure period,committed capacity plus consumption overage,tiered annual minimum,RATE-AIRDN-0015,tower-level credit and root-cause obligation,fixed annual escalator,joint estimate required,restricted for regulated data,global support with masked data,shadow-run required,SLAHIST-LOT-AIRDN-06,INV-AIRDN-0087,CO-AIRDN-0063,LOT-AIRDN-06,BID-AIRDN-C-LOT-AIRDN-06,BAFO-BID-AIRDN-C-LOT-AIRDN-06-R1,EVAL-LOT-AIRDN-06
CONT-AIRDN-0448,VEND-AIRDN-197,Synthetic Supplier 197,colocation contract,Airline Operations AMS,Workplace,procurement operations,transition assistance required,fixed fee,exact,SLA credit ambiguity,SRC-AIRDN-CONT-065,2023-07-01,2026-04-28,2025-07-15,lot-level termination on chronic breach,outcome-weighted service credits,not applicable for variable lot,RATE-AIRDN-0016,service credit terms missing from visible evidence,to be negotiated,executive approval for material changes,standard flow-down obligations,data residency not yet evidenced,transition assistance gap,SLAHIST-LOT-AIRDN-07,INV-AIRDN-0088,CO-AIRDN-0064,LOT-AIRDN-07,BID-AIRDN-A-LOT-AIRDN-07,BAFO-BID-AIRDN-A-LOT-AIRDN-07-R2,EVAL-LOT-AIRDN-07
CONT-AIRDN-0449,VEND-AIRDN-204,Synthetic Supplier 204,BPO services SOW,Corporate and SAP AMS,Service Management,customer-contact support,exit rights need review,T&M,range,standard commercial review,SRC-AIRDN-CONT-066,2020-08-01,2027-05-28,2026-08-15,90-day convenience for tower carve-out,fixed base plus volume bands,indexed range,RATE-AIRDN-0017,critical incident credits with earn-back,CPI capped,CAB approval and priced change order,named subcontractors only,US-only regulated data,six-month transition assistance,SLAHIST-LOT-AIRDN-08,INV-AIRDN-0089,CO-AIRDN-0065,LOT-AIRDN-08,BID-AIRDN-B-LOT-AIRDN-08,BAFO-BID-AIRDN-B-LOT-AIRDN-08-R1,EVAL-LOT-AIRDN-08
CONT-AIRDN-0450,VEND-AIRDN-211,Synthetic Supplier 211,MSA,Digital Customer and Loyalty AMS,Flight Operations,application run/enhancement,active,unit-rate,indexed,high exit-term sensitivity,SRC-AIRDN-CONT-067,2021-09-01,2028-06-28,2027-09-15,cause plus SLA-credit trigger,unit-rate catalog,withheld exact value,RATE-AIRDN-0018,SLA pool capped at monthly charges,labor index pass-through,catalog rate if in-scope,prior approval required,US/EU split with controls,knowledge transfer and runbook escrow,SLAHIST-LOT-AIRDN-09,INV-AIRDN-0090,CO-AIRDN-0066,LOT-AIRDN-09,BID-AIRDN-C-LOT-AIRDN-09,BAFO-BID-AIRDN-C-LOT-AIRDN-09-R2,EVAL-LOT-AIRDN-09
CONT-AIRDN-0451,VEND-AIRDN-218,Synthetic Supplier 218,SOW,Data Analytics and Integration,Operations Control,SAP AMS,renewal within 12 months,consumption,withheld,standard commercial review,SRC-AIRDN-CONT-068,2022-01-01,2026-07-28,2025-10-15,transition-only termination after cure period,committed capacity plus consumption overage,tiered annual minimum,RATE-AIRDN-0019,tower-level credit and root-cause obligation,fixed annual escalator,joint estimate required,restricted for regulated data,global support with masked data,shadow-run required,SLAHIST-LOT-AIRDN-01,INV-AIRDN-0091,CO-AIRDN-0067,LOT-AIRDN-01,BID-AIRDN-A-LOT-AIRDN-01,BAFO-BID-AIRDN-A-LOT-AIRDN-01-R1,EVAL-LOT-AIRDN-01
