tenant_key,system_name,servicenow_ci_sys_id,reporting_period,total_incidents,p1_incidents,p2_incidents,p3_incidents,p4_incidents,avg_mttr_hours,p1_mttr_hours,sla_target_pct,sla_actual_pct,sla_breach_count,top_root_cause_category,change_requests_count,change_success_rate_pct,escalation_to_vendor_count,service_desk_provider,notes,source_classification,generation_method
skyharbor-air,Outstation Ground Handling Coordination Tool — Madrid (MAD),SHACMDB-21f5e3aeef,trailing_12mo_ending_2026-07-31,9,0,2,3,4,8.2,4,98,98.24,0,vendor-side outage,2,98.8,2,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"SLA performance is borderline for this tier3 system — one known operational risk factor on record, not yet consistently breaching.",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Local Check-in Terminal — Madrid (MAD),SHACMDB-0861d9d507,trailing_12mo_ending_2026-07-31,12,0,2,5,5,5.8,2.9,98,98.33,0,change-related regression,2,93.3,3,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Outstation Ground Handling Coordination Tool — Anchorage (ANC),SHACMDB-d7217818d7,trailing_12mo_ending_2026-07-31,10,0,2,4,4,4.9,2.9,98,98.46,0,infrastructure/network,2,98.8,2,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Local Check-in Terminal — Anchorage (ANC),SHACMDB-1c2324b0da,trailing_12mo_ending_2026-07-31,15,0,2,6,7,5.2,3,98,98.49,0,infrastructure/network,3,93.5,3,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Outstation Ground Handling Coordination Tool — Honolulu (HNL),SHACMDB-16b6f096aa,trailing_12mo_ending_2026-07-31,7,0,1,3,3,5.1,3,98,98.48,0,batch/scheduling delay,1,98.3,1,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Local Check-in Terminal — Honolulu (HNL),SHACMDB-baca347a3e,trailing_12mo_ending_2026-07-31,15,0,3,6,6,5.6,3.1,98,98.28,0,change-related regression,3,95.2,3,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Outstation Ground Handling Coordination Tool — Providence (PVD),SHACMDB-1b232f5a55,trailing_12mo_ending_2026-07-31,7,0,1,3,3,5.5,2.3,98,98.31,0,vendor-side outage,2,93.5,1,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Local Check-in Terminal — Providence (PVD),SHACMDB-a5c2ba9365,trailing_12mo_ending_2026-07-31,16,0,3,6,7,6.6,3.7,98,98.35,0,capacity/performance degradation,3,96.5,3,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Outstation Ground Handling Coordination Tool — Hartford (BDL),SHACMDB-2291820eb9,trailing_12mo_ending_2026-07-31,8,0,1,3,4,5.9,2.6,98,98.41,0,data quality/reconciliation,2,95.1,1,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Local Check-in Terminal — Hartford (BDL),SHACMDB-0739bf201e,trailing_12mo_ending_2026-07-31,14,0,3,5,6,6.3,3,98,98.37,0,capacity/performance degradation,4,92,3,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Outstation Ground Handling Coordination Tool — Richmond (RIC),SHACMDB-30c6158db3,trailing_12mo_ending_2026-07-31,16,0,3,7,6,5.6,2.6,98,98.24,0,infrastructure/network,3,97.1,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Local Check-in Terminal — Richmond (RIC),SHACMDB-cca913187c,trailing_12mo_ending_2026-07-31,12,0,2,5,5,6.2,2.8,98,98.5,0,access/authentication,3,93.5,2,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Outstation Ground Handling Coordination Tool — Norfolk (ORF),SHACMDB-c8d08b9e85,trailing_12mo_ending_2026-07-31,8,0,1,3,4,5.4,2.9,98,98.23,0,change-related regression,2,94,1,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Local Check-in Terminal — Norfolk (ORF),SHACMDB-997211cbf8,trailing_12mo_ending_2026-07-31,13,0,2,5,6,5.4,2.6,98,98.25,0,infrastructure/network,2,96.6,2,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Outstation Ground Handling Coordination Tool — Louisville (SDF),SHACMDB-e7625ffa23,trailing_12mo_ending_2026-07-31,5,0,1,2,2,6.6,2.8,98,98.29,0,vendor-side outage,1,94.7,1,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Local Check-in Terminal — Louisville (SDF),SHACMDB-13037fa6d0,trailing_12mo_ending_2026-07-31,10,0,2,4,4,6.2,3.1,98,98.25,0,capacity/performance degradation,2,94.9,1,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Outstation Ground Handling Coordination Tool — Memphis (MEM),SHACMDB-b528f20974,trailing_12mo_ending_2026-07-31,9,0,1,3,5,5.1,2.9,98,98.47,0,batch/scheduling delay,2,98.9,2,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Local Check-in Terminal — Memphis (MEM),SHACMDB-635bc6a575,trailing_12mo_ending_2026-07-31,10,0,1,4,5,6.7,3.5,98,98.28,0,infrastructure/network,2,97.3,1,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Outstation Ground Handling Coordination Tool — Birmingham (BHM),SHACMDB-6e2794cc54,trailing_12mo_ending_2026-07-31,6,0,1,3,2,6.3,3.3,98,98.24,0,vendor-side outage,1,94.5,1,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Local Check-in Terminal — Birmingham (BHM),SHACMDB-8b48466bf6,trailing_12mo_ending_2026-07-31,15,0,2,6,7,6.5,3.8,98,98.49,0,integration/interface failure,3,92.7,3,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Outstation Ground Handling Coordination Tool — Little Rock (LIT),SHACMDB-721c15023e,trailing_12mo_ending_2026-07-31,7,0,1,3,3,4.9,2.4,98,98.35,0,access/authentication,1,94.3,1,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Local Check-in Terminal — Little Rock (LIT),SHACMDB-fce7831298,trailing_12mo_ending_2026-07-31,11,0,2,4,5,5.9,2.5,98,98.35,0,data quality/reconciliation,3,94.9,2,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Outstation Ground Handling Coordination Tool — Des Moines (DSM),SHACMDB-be57c77632,trailing_12mo_ending_2026-07-31,10,0,2,4,4,7.5,4.4,98,98.18,0,infrastructure/network,2,94.6,2,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"SLA performance is borderline for this tier3 system — one known operational risk factor on record, not yet consistently breaching.",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Local Check-in Terminal — Des Moines (DSM),SHACMDB-d82ff3170e,trailing_12mo_ending_2026-07-31,13,0,2,5,6,5.7,2.8,98,98.45,0,access/authentication,3,94,2,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Outstation Ground Handling Coordination Tool — Wichita (ICT),SHACMDB-f42c871491,trailing_12mo_ending_2026-07-31,8,0,1,4,3,5.4,2.2,98,98.49,0,integration/interface failure,2,98.9,1,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Local Check-in Terminal — Wichita (ICT),SHACMDB-006a35af51,trailing_12mo_ending_2026-07-31,8,0,1,3,4,6.3,3.1,98,98.33,0,access/authentication,2,94.9,1,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Outstation Ground Handling Coordination Tool — Tulsa (TUL),SHACMDB-b304498549,trailing_12mo_ending_2026-07-31,15,0,2,5,8,6.7,3,98,98.45,0,vendor-side outage,4,94.5,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Local Check-in Terminal — Tulsa (TUL),SHACMDB-6f104ed346,trailing_12mo_ending_2026-07-31,13,0,2,5,6,6.5,3.3,98,98.46,0,access/authentication,4,94.1,3,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Outstation Ground Handling Coordination Tool — El Paso (ELP),SHACMDB-f719d7a402,trailing_12mo_ending_2026-07-31,8,0,1,3,4,5.1,2.6,98,98.26,0,data quality/reconciliation,2,98.4,1,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Local Check-in Terminal — El Paso (ELP),SHACMDB-c17efdb7d6,trailing_12mo_ending_2026-07-31,10,0,2,4,4,6.1,2.8,98,98.3,0,vendor-side outage,2,96.6,2,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
