tenant_key,gap_key,dimension_key,record_key,gap_type,gap_description,blocked_decision,evidence_needed,confidence,active_candidate_status
skyharbor-air,SHA-GAP-00001,00_enterprise_profile,SHA-00-00001,missing_owner,safety criticality requires evidence validation before active use.,IROPS Resilience and Recovery,SHA-EVID-00001; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01259,05_data_assets_integrations,SHA-05-00055,missing_contract_evidence,reservation-system dependency requires evidence validation before active use.,Baggage Visibility and Recovery,SHA-EVID-03055; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01260,05_data_assets_integrations,SHA-05-00056,missing_control_attestation,cloud resilience requires evidence validation before active use.,Finance and Procurement Spend Transparency,SHA-EVID-03056; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01261,05_data_assets_integrations,SHA-05-00057,missing_owner,safety criticality requires evidence validation before active use.,IROPS recovery copilot,SHA-EVID-03057; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01262,05_data_assets_integrations,SHA-05-00058,missing_baseline,operational resilience requires evidence validation before active use.,Crew disruption assistant,SHA-EVID-03058; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01263,05_data_assets_integrations,SHA-05-00059,missing_lineage,crew and legal constraints requires evidence validation before active use.,Maintenance troubleshooting assistant,SHA-EVID-03059; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01264,05_data_assets_integrations,SHA-05-00060,missing_contract_evidence,DOT customer obligations requires evidence validation before active use.,Contact center agent assist,SHA-EVID-03060; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01265,05_data_assets_integrations,SHA-05-00061,missing_control_attestation,data privacy requires evidence validation before active use.,Passenger rebooking personalization,SHA-EVID-03061; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01266,05_data_assets_integrations,SHA-05-00062,missing_owner,PCI requires evidence validation before active use.,Baggage recovery prediction,SHA-EVID-03062; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01267,05_data_assets_integrations,SHA-05-00063,missing_baseline,cyber risk requires evidence validation before active use.,Airport turnaround risk predictor,SHA-EVID-03063; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01268,05_data_assets_integrations,SHA-05-00064,missing_lineage,identity and access requires evidence validation before active use.,Revenue management scenario assistant,SHA-EVID-03064; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01269,05_data_assets_integrations,SHA-05-00065,missing_contract_evidence,vendor concentration requires evidence validation before active use.,Loyalty next-best-action assistant,SHA-EVID-03065; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01270,05_data_assets_integrations,SHA-05-00066,missing_control_attestation,model explainability requires evidence validation before active use.,Flight operations knowledge assistant,SHA-EVID-03066; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01271,05_data_assets_integrations,SHA-05-00067,missing_owner,human-in-the-loop operations requires evidence validation before active use.,IT incident and change-risk copilot,SHA-EVID-03067; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01272,05_data_assets_integrations,SHA-05-00068,missing_baseline,incident response requires evidence validation before active use.,Procurement and vendor contract intelligence,SHA-EVID-03068; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01273,05_data_assets_integrations,SHA-05-00069,missing_lineage,airport-local operating variation requires evidence validation before active use.,IROPS Resilience and Recovery,SHA-EVID-03069; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01274,05_data_assets_integrations,SHA-05-00070,missing_contract_evidence,reservation-system dependency requires evidence validation before active use.,Passenger Service Modernization,SHA-EVID-03070; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01275,05_data_assets_integrations,SHA-05-00071,missing_control_attestation,cloud resilience requires evidence validation before active use.,Loyalty Platform Modernization,SHA-EVID-03071; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01276,05_data_assets_integrations,SHA-05-00072,missing_owner,safety criticality requires evidence validation before active use.,Crew Operations Optimization,SHA-EVID-03072; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01277,05_data_assets_integrations,SHA-05-00073,missing_baseline,operational resilience requires evidence validation before active use.,Maintenance Predictive Analytics Foundation,SHA-EVID-03073; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01278,05_data_assets_integrations,SHA-05-00074,missing_lineage,crew and legal constraints requires evidence validation before active use.,Airport Turnaround Performance Program,SHA-EVID-03074; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01279,05_data_assets_integrations,SHA-05-00075,missing_contract_evidence,DOT customer obligations requires evidence validation before active use.,Data Platform and Lakehouse Foundation,SHA-EVID-03075; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01280,05_data_assets_integrations,SHA-05-00076,missing_control_attestation,data privacy requires evidence validation before active use.,Contact Center Experience Transformation,SHA-EVID-03076; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01281,05_data_assets_integrations,SHA-05-00077,missing_owner,PCI requires evidence validation before active use.,Revenue Management Modernization,SHA-EVID-03077; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01282,05_data_assets_integrations,SHA-05-00078,missing_baseline,cyber risk requires evidence validation before active use.,Cloud Resilience and Cyber Program,SHA-EVID-03078; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01283,05_data_assets_integrations,SHA-05-00079,missing_lineage,identity and access requires evidence validation before active use.,Baggage Visibility and Recovery,SHA-EVID-03079; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01284,05_data_assets_integrations,SHA-05-00080,missing_contract_evidence,vendor concentration requires evidence validation before active use.,Finance and Procurement Spend Transparency,SHA-EVID-03080; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01285,05_data_assets_integrations,SHA-05-00081,missing_control_attestation,model explainability requires evidence validation before active use.,IROPS recovery copilot,SHA-EVID-03081; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01286,05_data_assets_integrations,SHA-05-00082,missing_owner,human-in-the-loop operations requires evidence validation before active use.,Crew disruption assistant,SHA-EVID-03082; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01287,05_data_assets_integrations,SHA-05-00083,missing_baseline,incident response requires evidence validation before active use.,Maintenance troubleshooting assistant,SHA-EVID-03083; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01288,05_data_assets_integrations,SHA-05-00084,missing_lineage,airport-local operating variation requires evidence validation before active use.,Contact center agent assist,SHA-EVID-03084; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01289,05_data_assets_integrations,SHA-05-00085,missing_contract_evidence,reservation-system dependency requires evidence validation before active use.,Passenger rebooking personalization,SHA-EVID-03085; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01290,05_data_assets_integrations,SHA-05-00086,missing_control_attestation,cloud resilience requires evidence validation before active use.,Baggage recovery prediction,SHA-EVID-03086; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01291,05_data_assets_integrations,SHA-05-00087,missing_owner,safety criticality requires evidence validation before active use.,Airport turnaround risk predictor,SHA-EVID-03087; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01292,05_data_assets_integrations,SHA-05-00088,missing_baseline,operational resilience requires evidence validation before active use.,Revenue management scenario assistant,SHA-EVID-03088; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01293,05_data_assets_integrations,SHA-05-00089,missing_lineage,crew and legal constraints requires evidence validation before active use.,Loyalty next-best-action assistant,SHA-EVID-03089; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01294,05_data_assets_integrations,SHA-05-00090,missing_contract_evidence,DOT customer obligations requires evidence validation before active use.,Flight operations knowledge assistant,SHA-EVID-03090; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01295,05_data_assets_integrations,SHA-05-00091,missing_control_attestation,data privacy requires evidence validation before active use.,IT incident and change-risk copilot,SHA-EVID-03091; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01296,05_data_assets_integrations,SHA-05-00092,missing_owner,PCI requires evidence validation before active use.,Procurement and vendor contract intelligence,SHA-EVID-03092; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01297,05_data_assets_integrations,SHA-05-00093,missing_baseline,cyber risk requires evidence validation before active use.,IROPS Resilience and Recovery,SHA-EVID-03093; source file; owner; baseline; control status,medium,candidate
