sql_asset_id,asset_type,business_function,version_family,hosting_model,upstream_source,lifecycle_status,evidence_gap
SQL-HCDN-01301,SQL Agent schedule group,Clinical Analytics,SQL Server 2014,private cloud,flat-file/SFTP,stale,source-backed candidate
SQL-HCDN-01302,SQL Server instance,Departmental Reporting,SQL Server 2016,on-prem data center,Epic Clarity,duplicate,source-backed candidate
SQL-HCDN-01303,SQL database,Actuarial,SQL Server 2019,departmental server,legacy EDW,retire candidate,source-backed candidate
SQL-HCDN-01304,departmental mart,Finance,SQL Server 2022,private cloud,claims warehouse,owner conflict,measure definition conflict
SQL-HCDN-01305,SSIS package group,Quality and Stars,SQL Server 2012,on-prem data center,manual spreadsheet upload,active,source-backed candidate
SQL-HCDN-01306,SSAS cube/model,Revenue Cycle,SQL Server 2014,departmental server,Oracle feed,stale,source-backed candidate
SQL-HCDN-01307,SSRS report server,Population Health,SQL Server 2016,private cloud,flat-file/SFTP,duplicate,source-backed candidate
SQL-HCDN-01308,SQL Agent schedule group,Claims Operations,SQL Server 2019,on-prem data center,Epic Clarity,retire candidate,source-backed candidate
SQL-HCDN-01309,SQL Server instance,Clinical Analytics,SQL Server 2022,departmental server,legacy EDW,owner conflict,lineage incomplete
SQL-HCDN-01310,SQL database,Departmental Reporting,SQL Server 2012,private cloud,claims warehouse,active,source-backed candidate
SQL-HCDN-01311,departmental mart,Actuarial,SQL Server 2014,on-prem data center,manual spreadsheet upload,stale,source-backed candidate
SQL-HCDN-01312,SSIS package group,Finance,SQL Server 2016,departmental server,Oracle feed,duplicate,measure definition conflict
SQL-HCDN-01313,SSAS cube/model,Quality and Stars,SQL Server 2019,private cloud,flat-file/SFTP,retire candidate,source-backed candidate
SQL-HCDN-01314,SSRS report server,Revenue Cycle,SQL Server 2022,on-prem data center,Epic Clarity,owner conflict,source-backed candidate
SQL-HCDN-01315,SQL Agent schedule group,Population Health,SQL Server 2012,departmental server,legacy EDW,active,source-backed candidate
SQL-HCDN-01316,SQL Server instance,Claims Operations,SQL Server 2014,private cloud,claims warehouse,stale,source-backed candidate
SQL-HCDN-01317,SQL database,Clinical Analytics,SQL Server 2016,on-prem data center,manual spreadsheet upload,duplicate,source-backed candidate
SQL-HCDN-01318,departmental mart,Departmental Reporting,SQL Server 2019,departmental server,Oracle feed,retire candidate,source-backed candidate
SQL-HCDN-01319,SSIS package group,Actuarial,SQL Server 2022,private cloud,flat-file/SFTP,owner conflict,source-backed candidate
SQL-HCDN-01320,SSAS cube/model,Finance,SQL Server 2012,on-prem data center,Epic Clarity,active,measure definition conflict
SQL-HCDN-01321,SSRS report server,Quality and Stars,SQL Server 2014,departmental server,legacy EDW,stale,source-backed candidate
SQL-HCDN-01322,SQL Agent schedule group,Revenue Cycle,SQL Server 2016,private cloud,claims warehouse,duplicate,source-backed candidate
SQL-HCDN-01323,SQL Server instance,Population Health,SQL Server 2019,on-prem data center,manual spreadsheet upload,retire candidate,source-backed candidate
SQL-HCDN-01324,SQL database,Claims Operations,SQL Server 2022,departmental server,Oracle feed,owner conflict,source-backed candidate
SQL-HCDN-01325,departmental mart,Clinical Analytics,SQL Server 2012,private cloud,flat-file/SFTP,active,source-backed candidate
SQL-HCDN-01326,SSIS package group,Departmental Reporting,SQL Server 2014,on-prem data center,Epic Clarity,stale,source-backed candidate
SQL-HCDN-01327,SSAS cube/model,Actuarial,SQL Server 2016,departmental server,legacy EDW,duplicate,source-backed candidate
SQL-HCDN-01328,SSRS report server,Finance,SQL Server 2019,private cloud,claims warehouse,retire candidate,measure definition conflict
SQL-HCDN-01329,SQL Agent schedule group,Quality and Stars,SQL Server 2022,on-prem data center,manual spreadsheet upload,owner conflict,source-backed candidate
SQL-HCDN-01330,SQL Server instance,Revenue Cycle,SQL Server 2012,departmental server,Oracle feed,active,source-backed candidate
SQL-HCDN-01331,SQL database,Population Health,SQL Server 2014,private cloud,flat-file/SFTP,stale,lineage incomplete
SQL-HCDN-01332,departmental mart,Claims Operations,SQL Server 2016,on-prem data center,Epic Clarity,duplicate,source-backed candidate
SQL-HCDN-01333,SSIS package group,Clinical Analytics,SQL Server 2019,departmental server,legacy EDW,retire candidate,source-backed candidate
SQL-HCDN-01334,SSAS cube/model,Departmental Reporting,SQL Server 2022,private cloud,claims warehouse,owner conflict,source-backed candidate
SQL-HCDN-01335,SSRS report server,Actuarial,SQL Server 2012,on-prem data center,manual spreadsheet upload,active,source-backed candidate
SQL-HCDN-01336,SQL Agent schedule group,Finance,SQL Server 2014,departmental server,Oracle feed,stale,measure definition conflict
SQL-HCDN-01337,SQL Server instance,Quality and Stars,SQL Server 2016,private cloud,flat-file/SFTP,duplicate,source-backed candidate
SQL-HCDN-01338,SQL database,Revenue Cycle,SQL Server 2019,on-prem data center,Epic Clarity,retire candidate,source-backed candidate
SQL-HCDN-01339,departmental mart,Population Health,SQL Server 2022,departmental server,legacy EDW,owner conflict,source-backed candidate
SQL-HCDN-01340,SSIS package group,Claims Operations,SQL Server 2012,private cloud,claims warehouse,active,source-backed candidate
SQL-HCDN-01341,SSAS cube/model,Clinical Analytics,SQL Server 2014,on-prem data center,manual spreadsheet upload,stale,source-backed candidate
SQL-HCDN-01342,SSRS report server,Departmental Reporting,SQL Server 2016,departmental server,Oracle feed,duplicate,lineage incomplete
SQL-HCDN-01343,SQL Agent schedule group,Actuarial,SQL Server 2019,private cloud,flat-file/SFTP,retire candidate,source-backed candidate
SQL-HCDN-01344,SQL Server instance,Finance,SQL Server 2022,on-prem data center,Epic Clarity,owner conflict,measure definition conflict
SQL-HCDN-01345,SQL database,Quality and Stars,SQL Server 2012,departmental server,legacy EDW,active,source-backed candidate
SQL-HCDN-01346,departmental mart,Revenue Cycle,SQL Server 2014,private cloud,claims warehouse,stale,source-backed candidate
SQL-HCDN-01347,SSIS package group,Population Health,SQL Server 2016,on-prem data center,manual spreadsheet upload,duplicate,source-backed candidate
SQL-HCDN-01348,SSAS cube/model,Claims Operations,SQL Server 2019,departmental server,Oracle feed,retire candidate,source-backed candidate
SQL-HCDN-01349,SSRS report server,Clinical Analytics,SQL Server 2022,private cloud,flat-file/SFTP,owner conflict,source-backed candidate
SQL-HCDN-01350,SQL Agent schedule group,Departmental Reporting,SQL Server 2012,on-prem data center,Epic Clarity,active,source-backed candidate
SQL-HCDN-01351,SQL Server instance,Actuarial,SQL Server 2014,departmental server,legacy EDW,stale,source-backed candidate
SQL-HCDN-01352,SQL database,Finance,SQL Server 2016,private cloud,claims warehouse,duplicate,measure definition conflict
SQL-HCDN-01353,departmental mart,Quality and Stars,SQL Server 2019,on-prem data center,manual spreadsheet upload,retire candidate,lineage incomplete
SQL-HCDN-01354,SSIS package group,Revenue Cycle,SQL Server 2022,departmental server,Oracle feed,owner conflict,source-backed candidate
SQL-HCDN-01355,SSAS cube/model,Population Health,SQL Server 2012,private cloud,flat-file/SFTP,active,source-backed candidate
SQL-HCDN-01356,SSRS report server,Claims Operations,SQL Server 2014,on-prem data center,Epic Clarity,stale,source-backed candidate
SQL-HCDN-01357,SQL Agent schedule group,Clinical Analytics,SQL Server 2016,departmental server,legacy EDW,duplicate,source-backed candidate
SQL-HCDN-01358,SQL Server instance,Departmental Reporting,SQL Server 2019,private cloud,claims warehouse,retire candidate,source-backed candidate
SQL-HCDN-01359,SQL database,Actuarial,SQL Server 2022,on-prem data center,manual spreadsheet upload,owner conflict,source-backed candidate
SQL-HCDN-01360,departmental mart,Finance,SQL Server 2012,departmental server,Oracle feed,active,measure definition conflict
SQL-HCDN-01361,SSIS package group,Quality and Stars,SQL Server 2014,private cloud,flat-file/SFTP,stale,source-backed candidate
SQL-HCDN-01362,SSAS cube/model,Revenue Cycle,SQL Server 2016,on-prem data center,Epic Clarity,duplicate,source-backed candidate
SQL-HCDN-01363,SSRS report server,Population Health,SQL Server 2019,departmental server,legacy EDW,retire candidate,source-backed candidate
SQL-HCDN-01364,SQL Agent schedule group,Claims Operations,SQL Server 2022,private cloud,claims warehouse,owner conflict,lineage incomplete
SQL-HCDN-01365,SQL Server instance,Clinical Analytics,SQL Server 2012,on-prem data center,manual spreadsheet upload,active,source-backed candidate
SQL-HCDN-01366,SQL database,Departmental Reporting,SQL Server 2014,departmental server,Oracle feed,stale,source-backed candidate
SQL-HCDN-01367,departmental mart,Actuarial,SQL Server 2016,private cloud,flat-file/SFTP,duplicate,source-backed candidate
SQL-HCDN-01368,SSIS package group,Finance,SQL Server 2019,on-prem data center,Epic Clarity,retire candidate,measure definition conflict
SQL-HCDN-01369,SSAS cube/model,Quality and Stars,SQL Server 2022,departmental server,legacy EDW,owner conflict,source-backed candidate
SQL-HCDN-01370,SSRS report server,Revenue Cycle,SQL Server 2012,private cloud,claims warehouse,active,source-backed candidate
SQL-HCDN-01371,SQL Agent schedule group,Population Health,SQL Server 2014,on-prem data center,manual spreadsheet upload,stale,source-backed candidate
SQL-HCDN-01372,SQL Server instance,Claims Operations,SQL Server 2016,departmental server,Oracle feed,duplicate,source-backed candidate
SQL-HCDN-01373,SQL database,Clinical Analytics,SQL Server 2019,private cloud,flat-file/SFTP,retire candidate,source-backed candidate
SQL-HCDN-01374,departmental mart,Departmental Reporting,SQL Server 2022,on-prem data center,Epic Clarity,owner conflict,source-backed candidate
SQL-HCDN-01375,SSIS package group,Actuarial,SQL Server 2012,departmental server,legacy EDW,active,lineage incomplete
SQL-HCDN-01376,SSAS cube/model,Finance,SQL Server 2014,private cloud,claims warehouse,stale,measure definition conflict
SQL-HCDN-01377,SSRS report server,Quality and Stars,SQL Server 2016,on-prem data center,manual spreadsheet upload,duplicate,source-backed candidate
SQL-HCDN-01378,SQL Agent schedule group,Revenue Cycle,SQL Server 2019,departmental server,Oracle feed,retire candidate,source-backed candidate
SQL-HCDN-01379,SQL Server instance,Population Health,SQL Server 2022,private cloud,flat-file/SFTP,owner conflict,source-backed candidate
SQL-HCDN-01380,SQL database,Claims Operations,SQL Server 2012,on-prem data center,Epic Clarity,active,source-backed candidate
SQL-HCDN-01381,departmental mart,Clinical Analytics,SQL Server 2014,departmental server,legacy EDW,stale,source-backed candidate
SQL-HCDN-01382,SSIS package group,Departmental Reporting,SQL Server 2016,private cloud,claims warehouse,duplicate,source-backed candidate
SQL-HCDN-01383,SSAS cube/model,Actuarial,SQL Server 2019,on-prem data center,manual spreadsheet upload,retire candidate,source-backed candidate
SQL-HCDN-01384,SSRS report server,Finance,SQL Server 2022,departmental server,Oracle feed,owner conflict,measure definition conflict
SQL-HCDN-01385,SQL Agent schedule group,Quality and Stars,SQL Server 2012,private cloud,flat-file/SFTP,active,source-backed candidate
SQL-HCDN-01386,SQL Server instance,Revenue Cycle,SQL Server 2014,on-prem data center,Epic Clarity,stale,lineage incomplete
SQL-HCDN-01387,SQL database,Population Health,SQL Server 2016,departmental server,legacy EDW,duplicate,source-backed candidate
SQL-HCDN-01388,departmental mart,Claims Operations,SQL Server 2019,private cloud,claims warehouse,retire candidate,source-backed candidate
SQL-HCDN-01389,SSIS package group,Clinical Analytics,SQL Server 2022,on-prem data center,manual spreadsheet upload,owner conflict,source-backed candidate
SQL-HCDN-01390,SSAS cube/model,Departmental Reporting,SQL Server 2012,departmental server,Oracle feed,active,source-backed candidate
SQL-HCDN-01391,SSRS report server,Actuarial,SQL Server 2014,private cloud,flat-file/SFTP,stale,source-backed candidate
SQL-HCDN-01392,SQL Agent schedule group,Finance,SQL Server 2016,on-prem data center,Epic Clarity,duplicate,measure definition conflict
SQL-HCDN-01393,SQL Server instance,Quality and Stars,SQL Server 2019,departmental server,legacy EDW,retire candidate,source-backed candidate
SQL-HCDN-01394,SQL database,Revenue Cycle,SQL Server 2022,private cloud,claims warehouse,owner conflict,source-backed candidate
SQL-HCDN-01395,departmental mart,Population Health,SQL Server 2012,on-prem data center,manual spreadsheet upload,active,source-backed candidate
SQL-HCDN-01396,SSIS package group,Claims Operations,SQL Server 2014,departmental server,Oracle feed,stale,source-backed candidate
SQL-HCDN-01397,SSAS cube/model,Clinical Analytics,SQL Server 2016,private cloud,flat-file/SFTP,duplicate,lineage incomplete
SQL-HCDN-01398,SSRS report server,Departmental Reporting,SQL Server 2019,on-prem data center,Epic Clarity,retire candidate,source-backed candidate
SQL-HCDN-01399,SQL Agent schedule group,Actuarial,SQL Server 2022,departmental server,legacy EDW,owner conflict,source-backed candidate
SQL-HCDN-01400,SQL Server instance,Finance,SQL Server 2012,private cloud,claims warehouse,active,measure definition conflict
SQL-HCDN-01401,SQL database,Quality and Stars,SQL Server 2014,on-prem data center,manual spreadsheet upload,stale,source-backed candidate
SQL-HCDN-01402,departmental mart,Revenue Cycle,SQL Server 2016,departmental server,Oracle feed,duplicate,source-backed candidate
SQL-HCDN-01403,SSIS package group,Population Health,SQL Server 2019,private cloud,flat-file/SFTP,retire candidate,source-backed candidate
SQL-HCDN-01404,SSAS cube/model,Claims Operations,SQL Server 2022,on-prem data center,Epic Clarity,owner conflict,source-backed candidate
SQL-HCDN-01405,SSRS report server,Clinical Analytics,SQL Server 2012,departmental server,legacy EDW,active,source-backed candidate
SQL-HCDN-01406,SQL Agent schedule group,Departmental Reporting,SQL Server 2014,private cloud,claims warehouse,stale,source-backed candidate
SQL-HCDN-01407,SQL Server instance,Actuarial,SQL Server 2016,on-prem data center,manual spreadsheet upload,duplicate,source-backed candidate
SQL-HCDN-01408,SQL database,Finance,SQL Server 2019,departmental server,Oracle feed,retire candidate,measure definition conflict
SQL-HCDN-01409,departmental mart,Quality and Stars,SQL Server 2022,private cloud,flat-file/SFTP,owner conflict,source-backed candidate
SQL-HCDN-01410,SSIS package group,Revenue Cycle,SQL Server 2012,on-prem data center,Epic Clarity,active,source-backed candidate
SQL-HCDN-01411,SSAS cube/model,Population Health,SQL Server 2014,departmental server,legacy EDW,stale,source-backed candidate
