contract_id,vendor_id,vendor_public_reference,contract_type,service_tower,business_function,scope,effective_date,expiration_date,term_status,pricing_model,value_disclosure_mode,termination_rights,minimum_commitment,rate_card_id,service_credit_terms,inflation_provision,change_control_terms,subcontracting_terms,data_residency,transition_assistance,sla_history_source,invoice_source,change_order_source,lot_id,proposal_id,bafo_revision_id,evaluation_criteria_id,risk_note
CONT-HCDN-0470,VEND-HCDN-411,Synthetic Healthcare Supplier 411,PBM services SOW,Data Analytics and AI,Emergency Department,Medicare Advantage quality services,2022-03-01,2028-12-31,active multi-year,fixed fee,exact,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-051,service credits capped and under-defined,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,PHI/data residency review required,transition assistance to confirm,SRC-HCDN-SLA-003,SRC-HCDN-INV-039,SRC-HCDN-CO-003,LOT-HCDN-03,,,EVAL-HCDN-015,supplier concentration
CONT-HCDN-0471,VEND-HCDN-418,Synthetic Healthcare Supplier 418,BPO services SOW,Revenue Cycle Technology,Inpatient,risk adjustment analytics,2023-04-01,2026-12-31,extension option,T&M,range,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-052,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-004,SRC-HCDN-INV-040,SRC-HCDN-CO-004,LOT-HCDN-04,PROP-HCDN-01,,EVAL-HCDN-016,standard commercial review
CONT-HCDN-0472,VEND-HCDN-425,Synthetic Healthcare Supplier 425,cloud commit,Cloud Infrastructure and Data Center,Surgery,prior authorization operations,2020-05-01,2027-12-31,transition assistance required,unit rate,indexed,termination limited during transition,no minimum beyond SOW baseline,RATE-HCDN-053,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance explicit,SRC-HCDN-SLA-005,SRC-HCDN-INV-041,SRC-HCDN-CO-005,LOT-HCDN-05,,,EVAL-HCDN-017,high exit-term sensitivity
CONT-HCDN-0473,VEND-HCDN-432,Synthetic Healthcare Supplier 432,data platform subscription,Workplace and Contact Center,Imaging,revenue-cycle outsourcing,2021-06-01,2028-12-31,exit rights need review,per member per month,trend-only,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-054,standard service credits,fixed or negotiated escalator,change-control ambiguity,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-006,SRC-HCDN-INV-042,SRC-HCDN-CO-006,LOT-HCDN-06,,,EVAL-HCDN-018,standard commercial review
CONT-HCDN-0474,VEND-HCDN-439,Synthetic Healthcare Supplier 439,software subscription,Security Identity and Compliance,Lab,cloud/data platform operations,2022-07-01,2026-12-31,renewal within 12 months,per claim,withheld,termination for convenience with notice,no minimum beyond SOW baseline,RATE-HCDN-055,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-007,SRC-HCDN-INV-043,SRC-HCDN-CO-007,LOT-HCDN-07,PROP-HCDN-01,BAFO-HCDN-01,EVAL-HCDN-019,standard commercial review
CONT-HCDN-0475,VEND-HCDN-446,Synthetic Healthcare Supplier 446,professional services SOW,Integration and Interoperability,Pharmacy,SQL Server/EDW managed services,2023-08-01,2027-12-31,renewal within 24 months,per encounter,exact,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-056,service credits capped and under-defined,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-008,SRC-HCDN-INV-044,SRC-HCDN-CO-008,LOT-HCDN-08,,,EVAL-HCDN-020,standard commercial review
CONT-HCDN-0476,VEND-HCDN-453,Synthetic Healthcare Supplier 453,maintenance agreement,ERP and Corporate Platforms,Oncology,contact center operations,2020-09-01,2028-12-31,active multi-year,consumption,range,standard termination rights,minimum annual commitment applies,RATE-HCDN-057,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance explicit,SRC-HCDN-SLA-009,SRC-HCDN-INV-045,SRC-HCDN-CO-009,LOT-HCDN-09,,,EVAL-HCDN-021,standard commercial review
CONT-HCDN-0477,VEND-HCDN-460,Synthetic Healthcare Supplier 460,telecom services,Clinical and Epic AMS,Cardiology,payment integrity,2021-01-01,2026-12-31,extension option,hybrid fixed plus variable,indexed,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-058,standard service credits,CPI escalator above threshold,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-010,SRC-HCDN-INV-046,SRC-HCDN-CO-010,LOT-HCDN-01,PROP-HCDN-01,,EVAL-HCDN-022,standard commercial review
CONT-HCDN-0478,VEND-HCDN-467,Synthetic Healthcare Supplier 467,cybersecurity services,Payer Platform Operations,Data and Analytics,identity/security operations,2022-02-01,2027-12-31,transition assistance required,committed spend,trend-only,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-059,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-011,SRC-HCDN-INV-047,SRC-HCDN-CO-011,LOT-HCDN-02,,,EVAL-HCDN-023,standard commercial review
CONT-HCDN-0479,VEND-HCDN-474,Synthetic Healthcare Supplier 474,AI/document automation SOW,Data Analytics and AI,Clinical Analytics,interoperability services,2023-03-01,2028-12-31,exit rights need review,outcome-linked,withheld,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-060,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-012,SRC-HCDN-INV-048,SRC-HCDN-CO-012,LOT-HCDN-03,,,EVAL-HCDN-024,standard commercial review
CONT-HCDN-0480,VEND-HCDN-001,Synthetic Healthcare Supplier 001,MSA,Revenue Cycle Technology,Actuarial,Epic support and optimization,2020-04-01,2026-12-31,renewal within 12 months,fixed fee,exact,termination for convenience with notice,no minimum beyond SOW baseline,RATE-HCDN-061,service credits capped and under-defined,fixed or negotiated escalator,standard change-control language,subcontractor approval required,PHI/data residency review required,transition assistance explicit,SRC-HCDN-SLA-013,SRC-HCDN-INV-001,SRC-HCDN-CO-013,LOT-HCDN-04,PROP-HCDN-01,BAFO-HCDN-01,EVAL-HCDN-001,high exit-term sensitivity
CONT-HCDN-0481,VEND-HCDN-008,Synthetic Healthcare Supplier 008,SOW,Cloud Infrastructure and Data Center,Departmental Reporting,claims operations,2021-05-01,2027-12-31,renewal within 24 months,T&M,range,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-062,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-014,SRC-HCDN-INV-002,SRC-HCDN-CO-014,LOT-HCDN-05,,,EVAL-HCDN-002,standard commercial review
CONT-HCDN-0482,VEND-HCDN-015,Synthetic Healthcare Supplier 015,rate card,Workplace and Contact Center,AI Transformation,Medicare Advantage quality services,2022-06-01,2028-12-31,active multi-year,unit rate,indexed,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-063,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-015,SRC-HCDN-INV-003,SRC-HCDN-CO-015,LOT-HCDN-06,,,EVAL-HCDN-003,standard commercial review
CONT-HCDN-0483,VEND-HCDN-022,Synthetic Healthcare Supplier 022,Epic support agreement,Security Identity and Compliance,Technology,risk adjustment analytics,2023-07-01,2026-12-31,extension option,per member per month,trend-only,standard termination rights,minimum annual commitment applies,RATE-HCDN-064,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-016,SRC-HCDN-INV-004,SRC-HCDN-CO-016,LOT-HCDN-07,PROP-HCDN-01,,EVAL-HCDN-004,standard commercial review
CONT-HCDN-0484,VEND-HCDN-029,Synthetic Healthcare Supplier 029,claims admin agreement,Integration and Interoperability,Security,prior authorization operations,2020-08-01,2027-12-31,transition assistance required,per claim,withheld,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-065,standard service credits,fixed or negotiated escalator,change-control ambiguity,subcontracting permitted with controls,US data residency,transition assistance explicit,SRC-HCDN-SLA-017,SRC-HCDN-INV-005,SRC-HCDN-CO-017,LOT-HCDN-08,,,EVAL-HCDN-005,standard commercial review
CONT-HCDN-0485,VEND-HCDN-036,Synthetic Healthcare Supplier 036,PBM services SOW,ERP and Corporate Platforms,Procurement,revenue-cycle outsourcing,2021-09-01,2028-12-31,exit rights need review,per encounter,exact,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-066,service credits capped and under-defined,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-018,SRC-HCDN-INV-006,SRC-HCDN-CO-018,LOT-HCDN-09,,,EVAL-HCDN-006,standard commercial review
CONT-HCDN-0486,VEND-HCDN-043,Synthetic Healthcare Supplier 043,BPO services SOW,Clinical and Epic AMS,HR,cloud/data platform operations,2022-01-01,2026-12-31,renewal within 12 months,consumption,range,termination for convenience with notice,no minimum beyond SOW baseline,RATE-HCDN-067,standard service credits,CPI escalator above threshold,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-019,SRC-HCDN-INV-007,SRC-HCDN-CO-019,LOT-HCDN-01,PROP-HCDN-01,BAFO-HCDN-01,EVAL-HCDN-007,standard commercial review
CONT-HCDN-0487,VEND-HCDN-050,Synthetic Healthcare Supplier 050,cloud commit,Payer Platform Operations,Supply Chain,SQL Server/EDW managed services,2023-02-01,2027-12-31,renewal within 24 months,hybrid fixed plus variable,indexed,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-068,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-020,SRC-HCDN-INV-008,SRC-HCDN-CO-020,LOT-HCDN-02,,,EVAL-HCDN-008,standard commercial review
CONT-HCDN-0488,VEND-HCDN-057,Synthetic Healthcare Supplier 057,data platform subscription,Data Analytics and AI,Privacy,contact center operations,2020-03-01,2028-12-31,active multi-year,committed spend,trend-only,termination limited during transition,no minimum beyond SOW baseline,RATE-HCDN-069,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance explicit,SRC-HCDN-SLA-021,SRC-HCDN-INV-009,SRC-HCDN-CO-021,LOT-HCDN-03,,,EVAL-HCDN-009,high exit-term sensitivity
CONT-HCDN-0489,VEND-HCDN-064,Synthetic Healthcare Supplier 064,software subscription,Revenue Cycle Technology,Compliance,payment integrity,2021-04-01,2026-12-31,extension option,outcome-linked,withheld,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-070,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-022,SRC-HCDN-INV-010,SRC-HCDN-CO-022,LOT-HCDN-04,PROP-HCDN-01,,EVAL-HCDN-010,standard commercial review
CONT-HCDN-0490,VEND-HCDN-071,Synthetic Healthcare Supplier 071,professional services SOW,Cloud Infrastructure and Data Center,Provider Network,identity/security operations,2022-05-01,2027-12-31,transition assistance required,fixed fee,exact,standard termination rights,minimum annual commitment applies,RATE-HCDN-071,service credits capped and under-defined,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,PHI/data residency review required,transition assistance to confirm,SRC-HCDN-SLA-023,SRC-HCDN-INV-011,SRC-HCDN-CO-023,LOT-HCDN-05,,,EVAL-HCDN-011,supplier concentration
CONT-HCDN-0491,VEND-HCDN-078,Synthetic Healthcare Supplier 078,maintenance agreement,Workplace and Contact Center,Value-Based Care,interoperability services,2023-06-01,2028-12-31,exit rights need review,T&M,range,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-072,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-024,SRC-HCDN-INV-012,SRC-HCDN-CO-024,LOT-HCDN-06,,,EVAL-HCDN-012,standard commercial review
CONT-HCDN-0492,VEND-HCDN-085,Synthetic Healthcare Supplier 085,telecom services,Security Identity and Compliance,Clinical Operations,Epic support and optimization,2020-07-01,2026-12-31,renewal within 12 months,unit rate,indexed,termination for convenience with notice,no minimum beyond SOW baseline,RATE-HCDN-073,standard service credits,fixed or negotiated escalator,standard change-control language,subcontractor approval required,US data residency,transition assistance explicit,SRC-HCDN-SLA-025,SRC-HCDN-INV-013,SRC-HCDN-CO-025,LOT-HCDN-07,PROP-HCDN-01,BAFO-HCDN-01,EVAL-HCDN-013,standard commercial review
CONT-HCDN-0493,VEND-HCDN-092,Synthetic Healthcare Supplier 092,cybersecurity services,Integration and Interoperability,Revenue Cycle,claims operations,2021-08-01,2027-12-31,renewal within 24 months,per member per month,trend-only,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-074,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-026,SRC-HCDN-INV-014,SRC-HCDN-CO-026,LOT-HCDN-08,,,EVAL-HCDN-014,standard commercial review
CONT-HCDN-0494,VEND-HCDN-099,Synthetic Healthcare Supplier 099,AI/document automation SOW,ERP and Corporate Platforms,Patient Access,Medicare Advantage quality services,2022-09-01,2028-12-31,active multi-year,per claim,withheld,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-075,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-027,SRC-HCDN-INV-015,SRC-HCDN-CO-027,LOT-HCDN-09,,,EVAL-HCDN-015,standard commercial review
CONT-HCDN-0495,VEND-HCDN-106,Synthetic Healthcare Supplier 106,MSA,Clinical and Epic AMS,Interoperability,risk adjustment analytics,2023-01-01,2026-12-31,extension option,per encounter,exact,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-076,service credits capped and under-defined,CPI escalator above threshold,change-control ambiguity,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-028,SRC-HCDN-INV-016,SRC-HCDN-CO-028,LOT-HCDN-01,PROP-HCDN-01,,EVAL-HCDN-016,standard commercial review
