infra_id,site_or_zone,component_type,hosting_model,technology_stack,business_function,service_tower,sensitivity,capacity_status,resilience_status
INFRA-HCDN-06485,Oracle/UNIX estate,integration runtime,hybrid,Databricks lakehouse,Claims Operations,Workplace and Contact Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06486,SQL Server estate zone,edge appliance,hybrid,Azure data services,Utilization Management,Security Identity and Compliance,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06487,primary clinical data center,security sensor,owned data center,AWS data and AI candidate,Member Services,Integration and Interoperability,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06488,secondary resilience data center,observability collector,owned data center,Java/.NET custom,Quality and Stars,ERP and Corporate Platforms,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06489,private cloud east,desktop/endpoint group,private cloud,API/interoperability gateway,Risk Adjustment,Clinical and Epic AMS,enterprise confidential,capacity constrained,resilience evidence required
INFRA-HCDN-06490,private cloud central,cloud resource group,private cloud,HL7/FHIR engine,Care Management,Payer Platform Operations,PHI/restricted,normal capacity,resilience mapped
INFRA-HCDN-06491,Azure data foundation landing zone,backup/DR tier,Azure,claims-administration platform,Finance,Data Analytics and AI,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06492,Azure AI/use-case landing zone,compute cluster,Azure,care-management platform,Coding,Revenue Cycle Technology,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06493,AWS transformation sandbox,database platform,AWS,security/IAM stack,Payer Contracting,Cloud Infrastructure and Data Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06494,AWS future-agentic landing zone,network zone,AWS,Epic ecosystem,Digital Front Door,Workplace and Contact Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06495,Epic hosting zone,storage tier,hybrid,SQL Server/SSIS/SSAS/SSRS,Contact Center,Security Identity and Compliance,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06496,clinic edge footprint,container platform,hybrid,legacy EDW,Ambulatory Care,Integration and Interoperability,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-06497,contact center footprint,integration runtime,hybrid,Oracle database,Emergency Department,ERP and Corporate Platforms,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06498,Oracle/UNIX estate,edge appliance,hybrid,flat-file/SFTP,Inpatient,Clinical and Epic AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-HCDN-06499,SQL Server estate zone,security sensor,hybrid,Access/Excel shadow reporting,Surgery,Payer Platform Operations,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06500,primary clinical data center,observability collector,owned data center,Tableau Server,Imaging,Data Analytics and AI,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06501,secondary resilience data center,desktop/endpoint group,owned data center,Power BI Report Server,Lab,Revenue Cycle Technology,PHI/restricted,normal capacity,resilience mapped
INFRA-HCDN-06502,private cloud east,cloud resource group,private cloud,Databricks lakehouse,Pharmacy,Cloud Infrastructure and Data Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06503,private cloud central,backup/DR tier,private cloud,Azure data services,Oncology,Workplace and Contact Center,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-06504,Azure data foundation landing zone,compute cluster,Azure,AWS data and AI candidate,Cardiology,Security Identity and Compliance,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06505,Azure AI/use-case landing zone,database platform,Azure,Java/.NET custom,Data and Analytics,Integration and Interoperability,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06506,AWS transformation sandbox,network zone,AWS,API/interoperability gateway,Clinical Analytics,ERP and Corporate Platforms,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06507,AWS future-agentic landing zone,storage tier,AWS,HL7/FHIR engine,Actuarial,Clinical and Epic AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-HCDN-06508,Epic hosting zone,container platform,hybrid,claims-administration platform,Departmental Reporting,Payer Platform Operations,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06509,clinic edge footprint,integration runtime,hybrid,care-management platform,AI Transformation,Data Analytics and AI,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06510,contact center footprint,edge appliance,hybrid,security/IAM stack,Technology,Revenue Cycle Technology,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-06511,Oracle/UNIX estate,security sensor,hybrid,Epic ecosystem,Security,Cloud Infrastructure and Data Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06512,SQL Server estate zone,observability collector,hybrid,SQL Server/SSIS/SSAS/SSRS,Procurement,Workplace and Contact Center,PHI/restricted,normal capacity,resilience mapped
INFRA-HCDN-06513,primary clinical data center,desktop/endpoint group,owned data center,legacy EDW,HR,Security Identity and Compliance,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06514,secondary resilience data center,cloud resource group,owned data center,Oracle database,Supply Chain,Integration and Interoperability,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06515,private cloud east,backup/DR tier,private cloud,flat-file/SFTP,Privacy,ERP and Corporate Platforms,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06516,private cloud central,compute cluster,private cloud,Access/Excel shadow reporting,Compliance,Clinical and Epic AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-HCDN-06517,Azure data foundation landing zone,database platform,Azure,Tableau Server,Provider Network,Payer Platform Operations,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-06518,Azure AI/use-case landing zone,network zone,Azure,Power BI Report Server,Value-Based Care,Data Analytics and AI,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06519,AWS transformation sandbox,storage tier,AWS,Databricks lakehouse,Clinical Operations,Revenue Cycle Technology,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06520,AWS future-agentic landing zone,container platform,AWS,Azure data services,Revenue Cycle,Cloud Infrastructure and Data Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06521,Epic hosting zone,integration runtime,hybrid,AWS data and AI candidate,Patient Access,Workplace and Contact Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06522,clinic edge footprint,edge appliance,hybrid,Java/.NET custom,Interoperability,Security Identity and Compliance,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06523,contact center footprint,security sensor,hybrid,API/interoperability gateway,Population Health,Integration and Interoperability,PHI/restricted,normal capacity,resilience mapped
INFRA-HCDN-06524,Oracle/UNIX estate,observability collector,hybrid,HL7/FHIR engine,Health Plan Operations,ERP and Corporate Platforms,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-06525,SQL Server estate zone,desktop/endpoint group,hybrid,claims-administration platform,Medicare Advantage,Clinical and Epic AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-HCDN-06526,primary clinical data center,cloud resource group,owned data center,care-management platform,Claims Operations,Payer Platform Operations,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06527,secondary resilience data center,backup/DR tier,owned data center,security/IAM stack,Utilization Management,Data Analytics and AI,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06528,private cloud east,compute cluster,private cloud,Epic ecosystem,Member Services,Revenue Cycle Technology,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06529,private cloud central,database platform,private cloud,SQL Server/SSIS/SSAS/SSRS,Quality and Stars,Cloud Infrastructure and Data Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06530,Azure data foundation landing zone,network zone,Azure,legacy EDW,Risk Adjustment,Workplace and Contact Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06531,Azure AI/use-case landing zone,storage tier,Azure,Oracle database,Care Management,Security Identity and Compliance,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-06532,AWS transformation sandbox,container platform,AWS,flat-file/SFTP,Finance,Integration and Interoperability,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06533,AWS future-agentic landing zone,integration runtime,AWS,Access/Excel shadow reporting,Coding,ERP and Corporate Platforms,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06534,Epic hosting zone,edge appliance,hybrid,Tableau Server,Payer Contracting,Clinical and Epic AMS,PHI/restricted,normal capacity,resilience evidence required
INFRA-HCDN-06535,clinic edge footprint,security sensor,hybrid,Power BI Report Server,Digital Front Door,Payer Platform Operations,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06536,contact center footprint,observability collector,hybrid,Databricks lakehouse,Contact Center,Data Analytics and AI,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06537,Oracle/UNIX estate,desktop/endpoint group,hybrid,Azure data services,Ambulatory Care,Revenue Cycle Technology,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06538,SQL Server estate zone,cloud resource group,hybrid,AWS data and AI candidate,Emergency Department,Cloud Infrastructure and Data Center,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-06539,primary clinical data center,backup/DR tier,owned data center,Java/.NET custom,Inpatient,Workplace and Contact Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06540,secondary resilience data center,compute cluster,owned data center,API/interoperability gateway,Surgery,Security Identity and Compliance,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06541,private cloud east,database platform,private cloud,HL7/FHIR engine,Imaging,Integration and Interoperability,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06542,private cloud central,network zone,private cloud,claims-administration platform,Lab,ERP and Corporate Platforms,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06543,Azure data foundation landing zone,storage tier,Azure,care-management platform,Pharmacy,Clinical and Epic AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-HCDN-06544,Azure AI/use-case landing zone,container platform,Azure,security/IAM stack,Oncology,Payer Platform Operations,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06545,AWS transformation sandbox,integration runtime,AWS,Epic ecosystem,Cardiology,Data Analytics and AI,PHI/restricted,capacity constrained,resilience mapped
INFRA-HCDN-06546,AWS future-agentic landing zone,edge appliance,AWS,SQL Server/SSIS/SSAS/SSRS,Data and Analytics,Revenue Cycle Technology,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06547,Epic hosting zone,security sensor,hybrid,legacy EDW,Clinical Analytics,Cloud Infrastructure and Data Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-06548,clinic edge footprint,observability collector,hybrid,Oracle database,Actuarial,Workplace and Contact Center,enterprise confidential,normal capacity,resilience mapped
