application_id,application_name,family,family_code,business_function,application_type,hosting_model,technology_stack,environment,criticality,service_tower,vendor_id,contract_id,evidence_gap,roadmap_disposition
APP-HCDN-00974,"Data, analytics, BI and AI platforms 0044","Data, analytics, BI and AI platforms",DATA,Quality and Stars,modernization target,edge/clinic footprint,care-management platform,development,critical,Payer Platform Operations,VEND-HCDN-015,CONT-HCDN-0975,source-backed candidate,current
APP-HCDN-00975,"Data, analytics, BI and AI platforms 0045","Data, analytics, BI and AI platforms",DATA,Data and Analytics,system of record,on-prem data center,Epic ecosystem,production,medium,Revenue Cycle Technology,VEND-HCDN-016,CONT-HCDN-0976,lineage or ownership conflict,current
APP-HCDN-00976,"Data, analytics, BI and AI platforms 0046","Data, analytics, BI and AI platforms",DATA,Clinical Analytics,critical workflow,Azure foundation workload,legacy EDW,nonproduction,medium,Workplace and Contact Center,VEND-HCDN-017,CONT-HCDN-0977,source-backed candidate,Azure current foundation/use-case footprint
APP-HCDN-00977,"Data, analytics, BI and AI platforms 0047","Data, analytics, BI and AI platforms",DATA,Actuarial,departmental mart app,AWS future-agentic candidate,flat-file/SFTP,test,medium,Integration and Interoperability,VEND-HCDN-018,CONT-HCDN-0978,source-backed candidate,future AWS agentic/transformation candidate
APP-HCDN-00978,"Data, analytics, BI and AI platforms 0048","Data, analytics, BI and AI platforms",DATA,Finance,reporting platform,Oracle/UNIX estate,Tableau Server,DR,high,Clinical and Epic AMS,VEND-HCDN-019,CONT-HCDN-0979,source-backed candidate,current
APP-HCDN-00979,"Data, analytics, BI and AI platforms 0049","Data, analytics, BI and AI platforms",DATA,Quality and Stars,integration runtime,edge/clinic footprint,Databricks lakehouse,development,medium,Data Analytics and AI,VEND-HCDN-020,CONT-HCDN-0980,source-backed candidate,current
APP-HCDN-00980,"Data, analytics, BI and AI platforms 0050","Data, analytics, BI and AI platforms",DATA,Data and Analytics,AI/use-case platform,on-prem data center,AWS data and AI candidate,production,medium,Cloud Infrastructure and Data Center,VEND-HCDN-021,CONT-HCDN-0001,source-backed candidate,current
APP-HCDN-00981,"Data, analytics, BI and AI platforms 0051","Data, analytics, BI and AI platforms",DATA,Clinical Analytics,shadow reporting,Azure foundation workload,API/interoperability gateway,nonproduction,medium,Security Identity and Compliance,VEND-HCDN-022,CONT-HCDN-0002,source-backed candidate,Azure current foundation/use-case footprint
APP-HCDN-00982,"Data, analytics, BI and AI platforms 0052","Data, analytics, BI and AI platforms",DATA,Actuarial,legacy inherited app,AWS future-agentic candidate,claims-administration platform,test,high,ERP and Corporate Platforms,VEND-HCDN-023,CONT-HCDN-0003,stale/duplicate candidate,future AWS agentic/transformation candidate
APP-HCDN-00983,"Data, analytics, BI and AI platforms 0053","Data, analytics, BI and AI platforms",DATA,Finance,modernization target,Oracle/UNIX estate,security/IAM stack,DR,medium,Payer Platform Operations,VEND-HCDN-024,CONT-HCDN-0004,source-backed candidate,current
APP-HCDN-00984,"Data, analytics, BI and AI platforms 0054","Data, analytics, BI and AI platforms",DATA,Quality and Stars,system of record,edge/clinic footprint,SQL Server/SSIS/SSAS/SSRS,development,medium,Revenue Cycle Technology,VEND-HCDN-025,CONT-HCDN-0005,lineage or ownership conflict,current
APP-HCDN-00985,"Data, analytics, BI and AI platforms 0055","Data, analytics, BI and AI platforms",DATA,Data and Analytics,critical workflow,on-prem data center,Oracle database,production,critical,Workplace and Contact Center,VEND-HCDN-026,CONT-HCDN-0006,source-backed candidate,current
APP-HCDN-00986,"Data, analytics, BI and AI platforms 0056","Data, analytics, BI and AI platforms",DATA,Clinical Analytics,departmental mart app,Azure foundation workload,Access/Excel shadow reporting,nonproduction,high,Integration and Interoperability,VEND-HCDN-027,CONT-HCDN-0007,source-backed candidate,Azure current foundation/use-case footprint
APP-HCDN-00987,"Data, analytics, BI and AI platforms 0057","Data, analytics, BI and AI platforms",DATA,Actuarial,reporting platform,AWS future-agentic candidate,Power BI Report Server,test,medium,Clinical and Epic AMS,VEND-HCDN-028,CONT-HCDN-0008,source-backed candidate,future AWS agentic/transformation candidate
APP-HCDN-00988,"Data, analytics, BI and AI platforms 0058","Data, analytics, BI and AI platforms",DATA,Finance,integration runtime,Oracle/UNIX estate,Azure data services,DR,medium,Data Analytics and AI,VEND-HCDN-029,CONT-HCDN-0009,source-backed candidate,current
APP-HCDN-00989,"Data, analytics, BI and AI platforms 0059","Data, analytics, BI and AI platforms",DATA,Quality and Stars,AI/use-case platform,edge/clinic footprint,Java/.NET custom,development,medium,Cloud Infrastructure and Data Center,VEND-HCDN-030,CONT-HCDN-0010,source-backed candidate,current
APP-HCDN-00990,"Data, analytics, BI and AI platforms 0060","Data, analytics, BI and AI platforms",DATA,Data and Analytics,shadow reporting,on-prem data center,HL7/FHIR engine,production,high,Security Identity and Compliance,VEND-HCDN-031,CONT-HCDN-0011,source-backed candidate,current
APP-HCDN-00991,"Data, analytics, BI and AI platforms 0061","Data, analytics, BI and AI platforms",DATA,Clinical Analytics,legacy inherited app,Azure foundation workload,care-management platform,nonproduction,medium,ERP and Corporate Platforms,VEND-HCDN-032,CONT-HCDN-0012,source-backed candidate,Azure current foundation/use-case footprint
APP-HCDN-00992,"Data, analytics, BI and AI platforms 0062","Data, analytics, BI and AI platforms",DATA,Actuarial,modernization target,AWS future-agentic candidate,Epic ecosystem,test,medium,Payer Platform Operations,VEND-HCDN-033,CONT-HCDN-0013,source-backed candidate,future AWS agentic/transformation candidate
APP-HCDN-00993,"Data, analytics, BI and AI platforms 0063","Data, analytics, BI and AI platforms",DATA,Finance,system of record,Oracle/UNIX estate,legacy EDW,DR,medium,Revenue Cycle Technology,VEND-HCDN-034,CONT-HCDN-0014,lineage or ownership conflict,current
APP-HCDN-00994,"Data, analytics, BI and AI platforms 0064","Data, analytics, BI and AI platforms",DATA,Quality and Stars,critical workflow,edge/clinic footprint,flat-file/SFTP,development,high,Workplace and Contact Center,VEND-HCDN-035,CONT-HCDN-0015,source-backed candidate,current
APP-HCDN-00995,"Data, analytics, BI and AI platforms 0065","Data, analytics, BI and AI platforms",DATA,Data and Analytics,departmental mart app,on-prem data center,Tableau Server,production,medium,Integration and Interoperability,VEND-HCDN-036,CONT-HCDN-0016,stale/duplicate candidate,current
APP-HCDN-00996,"Data, analytics, BI and AI platforms 0066","Data, analytics, BI and AI platforms",DATA,Clinical Analytics,reporting platform,Azure foundation workload,Databricks lakehouse,nonproduction,critical,Clinical and Epic AMS,VEND-HCDN-037,CONT-HCDN-0017,source-backed candidate,Azure current foundation/use-case footprint
APP-HCDN-00997,"Data, analytics, BI and AI platforms 0067","Data, analytics, BI and AI platforms",DATA,Actuarial,integration runtime,AWS future-agentic candidate,AWS data and AI candidate,test,medium,Data Analytics and AI,VEND-HCDN-038,CONT-HCDN-0018,source-backed candidate,future AWS agentic/transformation candidate
APP-HCDN-00998,"Data, analytics, BI and AI platforms 0068","Data, analytics, BI and AI platforms",DATA,Finance,AI/use-case platform,Oracle/UNIX estate,API/interoperability gateway,DR,high,Cloud Infrastructure and Data Center,VEND-HCDN-039,CONT-HCDN-0019,source-backed candidate,current
APP-HCDN-00999,"Data, analytics, BI and AI platforms 0069","Data, analytics, BI and AI platforms",DATA,Quality and Stars,shadow reporting,edge/clinic footprint,claims-administration platform,development,medium,Security Identity and Compliance,VEND-HCDN-040,CONT-HCDN-0020,source-backed candidate,current
APP-HCDN-01000,"Data, analytics, BI and AI platforms 0070","Data, analytics, BI and AI platforms",DATA,Data and Analytics,legacy inherited app,on-prem data center,security/IAM stack,production,medium,ERP and Corporate Platforms,VEND-HCDN-041,CONT-HCDN-0021,source-backed candidate,current
APP-HCDN-01001,"Data, analytics, BI and AI platforms 0071","Data, analytics, BI and AI platforms",DATA,Clinical Analytics,modernization target,Azure foundation workload,SQL Server/SSIS/SSAS/SSRS,nonproduction,medium,Payer Platform Operations,VEND-HCDN-042,CONT-HCDN-0022,source-backed candidate,Azure current foundation/use-case footprint
APP-HCDN-01002,"Data, analytics, BI and AI platforms 0072","Data, analytics, BI and AI platforms",DATA,Actuarial,system of record,AWS future-agentic candidate,Oracle database,test,high,Revenue Cycle Technology,VEND-HCDN-043,CONT-HCDN-0023,lineage or ownership conflict,future AWS agentic/transformation candidate
APP-HCDN-01003,"Data, analytics, BI and AI platforms 0073","Data, analytics, BI and AI platforms",DATA,Finance,critical workflow,Oracle/UNIX estate,Access/Excel shadow reporting,DR,medium,Workplace and Contact Center,VEND-HCDN-044,CONT-HCDN-0024,source-backed candidate,current
APP-HCDN-01004,"Data, analytics, BI and AI platforms 0074","Data, analytics, BI and AI platforms",DATA,Quality and Stars,departmental mart app,edge/clinic footprint,Power BI Report Server,development,medium,Integration and Interoperability,VEND-HCDN-045,CONT-HCDN-0025,source-backed candidate,current
APP-HCDN-01005,"Data, analytics, BI and AI platforms 0075","Data, analytics, BI and AI platforms",DATA,Data and Analytics,reporting platform,on-prem data center,Azure data services,production,medium,Clinical and Epic AMS,VEND-HCDN-046,CONT-HCDN-0026,source-backed candidate,current
APP-HCDN-01006,"Data, analytics, BI and AI platforms 0076","Data, analytics, BI and AI platforms",DATA,Clinical Analytics,integration runtime,Azure foundation workload,Java/.NET custom,nonproduction,high,Data Analytics and AI,VEND-HCDN-047,CONT-HCDN-0027,source-backed candidate,Azure current foundation/use-case footprint
APP-HCDN-01007,"Data, analytics, BI and AI platforms 0077","Data, analytics, BI and AI platforms",DATA,Actuarial,AI/use-case platform,AWS future-agentic candidate,HL7/FHIR engine,test,critical,Cloud Infrastructure and Data Center,VEND-HCDN-048,CONT-HCDN-0028,source-backed candidate,future AWS agentic/transformation candidate
APP-HCDN-01008,"Data, analytics, BI and AI platforms 0078","Data, analytics, BI and AI platforms",DATA,Finance,shadow reporting,Oracle/UNIX estate,care-management platform,DR,medium,Security Identity and Compliance,VEND-HCDN-049,CONT-HCDN-0029,stale/duplicate candidate,current
APP-HCDN-01009,"Data, analytics, BI and AI platforms 0079","Data, analytics, BI and AI platforms",DATA,Quality and Stars,legacy inherited app,edge/clinic footprint,Epic ecosystem,development,medium,ERP and Corporate Platforms,VEND-HCDN-050,CONT-HCDN-0030,source-backed candidate,current
APP-HCDN-01010,"Data, analytics, BI and AI platforms 0080","Data, analytics, BI and AI platforms",DATA,Data and Analytics,modernization target,on-prem data center,legacy EDW,production,high,Payer Platform Operations,VEND-HCDN-051,CONT-HCDN-0031,source-backed candidate,current
APP-HCDN-01011,"Data, analytics, BI and AI platforms 0081","Data, analytics, BI and AI platforms",DATA,Clinical Analytics,system of record,Azure foundation workload,flat-file/SFTP,nonproduction,medium,Revenue Cycle Technology,VEND-HCDN-052,CONT-HCDN-0032,lineage or ownership conflict,Azure current foundation/use-case footprint
APP-HCDN-01012,"Data, analytics, BI and AI platforms 0082","Data, analytics, BI and AI platforms",DATA,Actuarial,critical workflow,AWS future-agentic candidate,Tableau Server,test,medium,Workplace and Contact Center,VEND-HCDN-053,CONT-HCDN-0033,source-backed candidate,future AWS agentic/transformation candidate
APP-HCDN-01013,"Data, analytics, BI and AI platforms 0083","Data, analytics, BI and AI platforms",DATA,Finance,departmental mart app,Oracle/UNIX estate,Databricks lakehouse,DR,medium,Integration and Interoperability,VEND-HCDN-054,CONT-HCDN-0034,source-backed candidate,current
APP-HCDN-01014,"Data, analytics, BI and AI platforms 0084","Data, analytics, BI and AI platforms",DATA,Quality and Stars,reporting platform,edge/clinic footprint,AWS data and AI candidate,development,high,Clinical and Epic AMS,VEND-HCDN-055,CONT-HCDN-0035,source-backed candidate,current
APP-HCDN-01015,"Data, analytics, BI and AI platforms 0085","Data, analytics, BI and AI platforms",DATA,Data and Analytics,integration runtime,on-prem data center,API/interoperability gateway,production,medium,Data Analytics and AI,VEND-HCDN-056,CONT-HCDN-0036,source-backed candidate,current
APP-HCDN-01016,"Data, analytics, BI and AI platforms 0086","Data, analytics, BI and AI platforms",DATA,Clinical Analytics,AI/use-case platform,Azure foundation workload,claims-administration platform,nonproduction,medium,Cloud Infrastructure and Data Center,VEND-HCDN-057,CONT-HCDN-0037,source-backed candidate,Azure current foundation/use-case footprint
APP-HCDN-01017,"Data, analytics, BI and AI platforms 0087","Data, analytics, BI and AI platforms",DATA,Actuarial,shadow reporting,AWS future-agentic candidate,security/IAM stack,test,medium,Security Identity and Compliance,VEND-HCDN-058,CONT-HCDN-0038,source-backed candidate,future AWS agentic/transformation candidate
APP-HCDN-01018,"Data, analytics, BI and AI platforms 0088","Data, analytics, BI and AI platforms",DATA,Finance,legacy inherited app,Oracle/UNIX estate,SQL Server/SSIS/SSAS/SSRS,DR,critical,ERP and Corporate Platforms,VEND-HCDN-059,CONT-HCDN-0039,source-backed candidate,current
APP-HCDN-01019,"Data, analytics, BI and AI platforms 0089","Data, analytics, BI and AI platforms",DATA,Quality and Stars,modernization target,edge/clinic footprint,Oracle database,development,medium,Payer Platform Operations,VEND-HCDN-060,CONT-HCDN-0040,source-backed candidate,current
APP-HCDN-01020,"Data, analytics, BI and AI platforms 0090","Data, analytics, BI and AI platforms",DATA,Data and Analytics,system of record,on-prem data center,Access/Excel shadow reporting,production,medium,Revenue Cycle Technology,VEND-HCDN-061,CONT-HCDN-0041,lineage or ownership conflict,current
APP-HCDN-01021,"Data, analytics, BI and AI platforms 0091","Data, analytics, BI and AI platforms",DATA,Clinical Analytics,critical workflow,Azure foundation workload,Power BI Report Server,nonproduction,medium,Workplace and Contact Center,VEND-HCDN-062,CONT-HCDN-0042,stale/duplicate candidate,Azure current foundation/use-case footprint
