interface_id,from_application_id,to_application_id,method,frequency,criticality,middleware_pattern,owning_function,evidence_gap,source_id
INT-HCDN-05410,APP-HCDN-01131,APP-HCDN-00132,HL7 v2,hourly,standard,API gateway,Provider Network,source-backed candidate,SRC-HCDN-INT-035
INT-HCDN-05411,APP-HCDN-01138,APP-HCDN-00149,FHIR/API,daily,standard,SFTP hub,Value-Based Care,source-backed candidate,SRC-HCDN-INT-036
INT-HCDN-05412,APP-HCDN-01145,APP-HCDN-00166,X12 EDI,weekly,high,SSIS runtime,Clinical Operations,ambiguous endpoint name,SRC-HCDN-INT-037
INT-HCDN-05413,APP-HCDN-01152,APP-HCDN-00183,SFTP flat file,monthly,standard,data pipeline orchestrator,Revenue Cycle,source-backed candidate,SRC-HCDN-INT-038
INT-HCDN-05414,APP-HCDN-01159,APP-HCDN-00200,database link,event-driven,standard,claims EDI gateway,Patient Access,source-backed candidate,SRC-HCDN-INT-039
INT-HCDN-05415,APP-HCDN-01166,APP-HCDN-00217,SSIS package,nightly batch,high,FHIR gateway,Interoperability,source-backed candidate,SRC-HCDN-INT-040
INT-HCDN-05416,APP-HCDN-01173,APP-HCDN-00234,Epic Bridges,real-time,standard,Epic Bridges,Population Health,source-backed candidate,SRC-HCDN-INT-041
INT-HCDN-05417,APP-HCDN-01180,APP-HCDN-00251,event stream,near real-time,standard,interface engine,Health Plan Operations,source-backed candidate,SRC-HCDN-INT-042
INT-HCDN-05418,APP-HCDN-01187,APP-HCDN-00268,batch extract,hourly,critical,API gateway,Medicare Advantage,source-backed candidate,SRC-HCDN-INT-043
INT-HCDN-05419,APP-HCDN-01194,APP-HCDN-00285,vendor API,daily,standard,SFTP hub,Claims Operations,source-backed candidate,SRC-HCDN-INT-044
INT-HCDN-05420,APP-HCDN-01201,APP-HCDN-00302,HL7 v2,weekly,standard,SSIS runtime,Utilization Management,source-backed candidate,SRC-HCDN-INT-045
INT-HCDN-05421,APP-HCDN-01208,APP-HCDN-00319,FHIR/API,monthly,high,data pipeline orchestrator,Member Services,retired/active duplicate,SRC-HCDN-INT-046
INT-HCDN-05422,APP-HCDN-01215,APP-HCDN-00336,X12 EDI,event-driven,standard,claims EDI gateway,Quality and Stars,source-backed candidate,SRC-HCDN-INT-047
INT-HCDN-05423,APP-HCDN-01222,APP-HCDN-00353,SFTP flat file,nightly batch,standard,FHIR gateway,Risk Adjustment,source-backed candidate,SRC-HCDN-INT-048
INT-HCDN-05424,APP-HCDN-01229,APP-HCDN-00370,database link,real-time,high,Epic Bridges,Care Management,ambiguous endpoint name,SRC-HCDN-INT-049
INT-HCDN-05425,APP-HCDN-01236,APP-HCDN-00387,SSIS package,near real-time,standard,interface engine,Finance,source-backed candidate,SRC-HCDN-INT-050
INT-HCDN-05426,APP-HCDN-01243,APP-HCDN-00404,Epic Bridges,hourly,standard,API gateway,Coding,source-backed candidate,SRC-HCDN-INT-051
INT-HCDN-05427,APP-HCDN-01250,APP-HCDN-00421,event stream,daily,critical,SFTP hub,Payer Contracting,source-backed candidate,SRC-HCDN-INT-052
INT-HCDN-05428,APP-HCDN-01257,APP-HCDN-00438,batch extract,weekly,standard,SSIS runtime,Digital Front Door,source-backed candidate,SRC-HCDN-INT-053
INT-HCDN-05429,APP-HCDN-01264,APP-HCDN-00455,vendor API,monthly,standard,data pipeline orchestrator,Contact Center,source-backed candidate,SRC-HCDN-INT-054
INT-HCDN-05430,APP-HCDN-01271,APP-HCDN-00472,HL7 v2,event-driven,high,claims EDI gateway,Ambulatory Care,source-backed candidate,SRC-HCDN-INT-055
INT-HCDN-05431,APP-HCDN-01278,APP-HCDN-00489,FHIR/API,nightly batch,standard,FHIR gateway,Emergency Department,source-backed candidate,SRC-HCDN-INT-056
INT-HCDN-05432,APP-HCDN-01285,APP-HCDN-00506,X12 EDI,real-time,standard,Epic Bridges,Inpatient,source-backed candidate,SRC-HCDN-INT-057
INT-HCDN-05433,APP-HCDN-01292,APP-HCDN-00523,SFTP flat file,near real-time,high,interface engine,Surgery,source-backed candidate,SRC-HCDN-INT-058
INT-HCDN-05434,APP-HCDN-01299,APP-HCDN-00540,database link,hourly,standard,API gateway,Imaging,retired/active duplicate,SRC-HCDN-INT-059
INT-HCDN-05435,APP-HCDN-01306,APP-HCDN-00557,SSIS package,daily,standard,SFTP hub,Lab,source-backed candidate,SRC-HCDN-INT-060
INT-HCDN-05436,APP-HCDN-01313,APP-HCDN-00574,Epic Bridges,weekly,critical,SSIS runtime,Pharmacy,ambiguous endpoint name,SRC-HCDN-INT-061
INT-HCDN-05437,APP-HCDN-01320,APP-HCDN-00591,event stream,monthly,standard,data pipeline orchestrator,Oncology,source-backed candidate,SRC-HCDN-INT-062
INT-HCDN-05438,APP-HCDN-01327,APP-HCDN-00608,batch extract,event-driven,standard,claims EDI gateway,Cardiology,source-backed candidate,SRC-HCDN-INT-063
INT-HCDN-05439,APP-HCDN-01334,APP-HCDN-00625,vendor API,nightly batch,high,FHIR gateway,Data and Analytics,source-backed candidate,SRC-HCDN-INT-064
INT-HCDN-05440,APP-HCDN-01341,APP-HCDN-00642,HL7 v2,real-time,standard,Epic Bridges,Clinical Analytics,source-backed candidate,SRC-HCDN-INT-001
INT-HCDN-05441,APP-HCDN-01348,APP-HCDN-00659,FHIR/API,near real-time,standard,interface engine,Actuarial,source-backed candidate,SRC-HCDN-INT-002
INT-HCDN-05442,APP-HCDN-01355,APP-HCDN-00676,X12 EDI,hourly,high,API gateway,Departmental Reporting,source-backed candidate,SRC-HCDN-INT-003
INT-HCDN-05443,APP-HCDN-01362,APP-HCDN-00693,SFTP flat file,daily,standard,SFTP hub,AI Transformation,source-backed candidate,SRC-HCDN-INT-004
INT-HCDN-05444,APP-HCDN-01369,APP-HCDN-00710,database link,weekly,standard,SSIS runtime,Technology,source-backed candidate,SRC-HCDN-INT-005
INT-HCDN-05445,APP-HCDN-01376,APP-HCDN-00727,SSIS package,monthly,critical,data pipeline orchestrator,Security,source-backed candidate,SRC-HCDN-INT-006
INT-HCDN-05446,APP-HCDN-01383,APP-HCDN-00744,Epic Bridges,event-driven,standard,claims EDI gateway,Procurement,source-backed candidate,SRC-HCDN-INT-007
INT-HCDN-05447,APP-HCDN-01390,APP-HCDN-00761,event stream,nightly batch,standard,FHIR gateway,HR,retired/active duplicate,SRC-HCDN-INT-008
INT-HCDN-05448,APP-HCDN-01397,APP-HCDN-00778,batch extract,real-time,high,Epic Bridges,Supply Chain,ambiguous endpoint name,SRC-HCDN-INT-009
INT-HCDN-05449,APP-HCDN-01404,APP-HCDN-00795,vendor API,near real-time,standard,interface engine,Privacy,source-backed candidate,SRC-HCDN-INT-010
INT-HCDN-05450,APP-HCDN-01411,APP-HCDN-00812,HL7 v2,hourly,standard,API gateway,Compliance,source-backed candidate,SRC-HCDN-INT-011
INT-HCDN-05451,APP-HCDN-01418,APP-HCDN-00829,FHIR/API,daily,high,SFTP hub,Provider Network,source-backed candidate,SRC-HCDN-INT-012
INT-HCDN-05452,APP-HCDN-01425,APP-HCDN-00846,X12 EDI,weekly,standard,SSIS runtime,Value-Based Care,source-backed candidate,SRC-HCDN-INT-013
INT-HCDN-05453,APP-HCDN-01432,APP-HCDN-00863,SFTP flat file,monthly,standard,data pipeline orchestrator,Clinical Operations,source-backed candidate,SRC-HCDN-INT-014
INT-HCDN-05454,APP-HCDN-01439,APP-HCDN-00880,database link,event-driven,critical,claims EDI gateway,Revenue Cycle,source-backed candidate,SRC-HCDN-INT-015
INT-HCDN-05455,APP-HCDN-01446,APP-HCDN-00897,SSIS package,nightly batch,standard,FHIR gateway,Patient Access,source-backed candidate,SRC-HCDN-INT-016
INT-HCDN-05456,APP-HCDN-01453,APP-HCDN-00914,Epic Bridges,real-time,standard,Epic Bridges,Interoperability,source-backed candidate,SRC-HCDN-INT-017
INT-HCDN-05457,APP-HCDN-01460,APP-HCDN-00931,event stream,near real-time,high,interface engine,Population Health,source-backed candidate,SRC-HCDN-INT-018
INT-HCDN-05458,APP-HCDN-01467,APP-HCDN-00948,batch extract,hourly,standard,API gateway,Health Plan Operations,source-backed candidate,SRC-HCDN-INT-019
INT-HCDN-05459,APP-HCDN-01474,APP-HCDN-00965,vendor API,daily,standard,SFTP hub,Medicare Advantage,source-backed candidate,SRC-HCDN-INT-020
INT-HCDN-05460,APP-HCDN-01481,APP-HCDN-00982,HL7 v2,weekly,high,SSIS runtime,Claims Operations,ambiguous endpoint name,SRC-HCDN-INT-021
INT-HCDN-05461,APP-HCDN-01488,APP-HCDN-00999,FHIR/API,monthly,standard,data pipeline orchestrator,Utilization Management,source-backed candidate,SRC-HCDN-INT-022
INT-HCDN-05462,APP-HCDN-01495,APP-HCDN-01016,X12 EDI,event-driven,standard,claims EDI gateway,Member Services,source-backed candidate,SRC-HCDN-INT-023
INT-HCDN-05463,APP-HCDN-01502,APP-HCDN-01033,SFTP flat file,nightly batch,critical,FHIR gateway,Quality and Stars,source-backed candidate,SRC-HCDN-INT-024
INT-HCDN-05464,APP-HCDN-01509,APP-HCDN-01050,database link,real-time,standard,Epic Bridges,Risk Adjustment,source-backed candidate,SRC-HCDN-INT-025
INT-HCDN-05465,APP-HCDN-01516,APP-HCDN-01067,SSIS package,near real-time,standard,interface engine,Care Management,source-backed candidate,SRC-HCDN-INT-026
INT-HCDN-05466,APP-HCDN-01523,APP-HCDN-01084,Epic Bridges,hourly,high,API gateway,Finance,source-backed candidate,SRC-HCDN-INT-027
INT-HCDN-05467,APP-HCDN-01530,APP-HCDN-01101,event stream,daily,standard,SFTP hub,Coding,source-backed candidate,SRC-HCDN-INT-028
INT-HCDN-05468,APP-HCDN-01537,APP-HCDN-01118,batch extract,weekly,standard,SSIS runtime,Payer Contracting,source-backed candidate,SRC-HCDN-INT-029
INT-HCDN-05469,APP-HCDN-01544,APP-HCDN-01135,vendor API,monthly,high,data pipeline orchestrator,Digital Front Door,source-backed candidate,SRC-HCDN-INT-030
INT-HCDN-05470,APP-HCDN-01551,APP-HCDN-01152,HL7 v2,event-driven,standard,claims EDI gateway,Contact Center,source-backed candidate,SRC-HCDN-INT-031
INT-HCDN-05471,APP-HCDN-01558,APP-HCDN-01169,FHIR/API,nightly batch,standard,FHIR gateway,Ambulatory Care,source-backed candidate,SRC-HCDN-INT-032
INT-HCDN-05472,APP-HCDN-01565,APP-HCDN-01186,X12 EDI,real-time,critical,Epic Bridges,Emergency Department,ambiguous endpoint name,SRC-HCDN-INT-033
INT-HCDN-05473,APP-HCDN-01572,APP-HCDN-01203,SFTP flat file,near real-time,standard,interface engine,Inpatient,retired/active duplicate,SRC-HCDN-INT-034
INT-HCDN-05474,APP-HCDN-01579,APP-HCDN-01220,database link,hourly,standard,API gateway,Surgery,source-backed candidate,SRC-HCDN-INT-035
INT-HCDN-05475,APP-HCDN-01586,APP-HCDN-01237,SSIS package,daily,high,SFTP hub,Imaging,source-backed candidate,SRC-HCDN-INT-036
INT-HCDN-05476,APP-HCDN-01593,APP-HCDN-01254,Epic Bridges,weekly,standard,SSIS runtime,Lab,source-backed candidate,SRC-HCDN-INT-037
INT-HCDN-05477,APP-HCDN-01600,APP-HCDN-01271,event stream,monthly,standard,data pipeline orchestrator,Pharmacy,source-backed candidate,SRC-HCDN-INT-038
INT-HCDN-05478,APP-HCDN-01607,APP-HCDN-01288,batch extract,event-driven,high,claims EDI gateway,Oncology,source-backed candidate,SRC-HCDN-INT-039
INT-HCDN-05479,APP-HCDN-01614,APP-HCDN-01305,vendor API,nightly batch,standard,FHIR gateway,Cardiology,source-backed candidate,SRC-HCDN-INT-040
INT-HCDN-05480,APP-HCDN-01621,APP-HCDN-01322,HL7 v2,real-time,standard,Epic Bridges,Data and Analytics,source-backed candidate,SRC-HCDN-INT-041
INT-HCDN-05481,APP-HCDN-01628,APP-HCDN-01339,FHIR/API,near real-time,critical,interface engine,Clinical Analytics,source-backed candidate,SRC-HCDN-INT-042
INT-HCDN-05482,APP-HCDN-01635,APP-HCDN-01356,X12 EDI,hourly,standard,API gateway,Actuarial,source-backed candidate,SRC-HCDN-INT-043
INT-HCDN-05483,APP-HCDN-01642,APP-HCDN-01373,SFTP flat file,daily,standard,SFTP hub,Departmental Reporting,source-backed candidate,SRC-HCDN-INT-044
INT-HCDN-05484,APP-HCDN-01649,APP-HCDN-01390,database link,weekly,high,SSIS runtime,AI Transformation,ambiguous endpoint name,SRC-HCDN-INT-045
INT-HCDN-05485,APP-HCDN-01656,APP-HCDN-01407,SSIS package,monthly,standard,data pipeline orchestrator,Technology,source-backed candidate,SRC-HCDN-INT-046
INT-HCDN-05486,APP-HCDN-01663,APP-HCDN-01424,Epic Bridges,event-driven,standard,claims EDI gateway,Security,retired/active duplicate,SRC-HCDN-INT-047
INT-HCDN-05487,APP-HCDN-01670,APP-HCDN-01441,event stream,nightly batch,high,FHIR gateway,Procurement,source-backed candidate,SRC-HCDN-INT-048
INT-HCDN-05488,APP-HCDN-00007,APP-HCDN-01458,batch extract,real-time,standard,Epic Bridges,HR,source-backed candidate,SRC-HCDN-INT-049
INT-HCDN-05489,APP-HCDN-00014,APP-HCDN-01475,vendor API,near real-time,standard,interface engine,Supply Chain,source-backed candidate,SRC-HCDN-INT-050
INT-HCDN-05490,APP-HCDN-00021,APP-HCDN-01492,HL7 v2,hourly,critical,API gateway,Privacy,source-backed candidate,SRC-HCDN-INT-051
INT-HCDN-05491,APP-HCDN-00028,APP-HCDN-01509,FHIR/API,daily,standard,SFTP hub,Compliance,source-backed candidate,SRC-HCDN-INT-052
INT-HCDN-05492,APP-HCDN-00035,APP-HCDN-01526,X12 EDI,weekly,standard,SSIS runtime,Provider Network,source-backed candidate,SRC-HCDN-INT-053
INT-HCDN-05493,APP-HCDN-00042,APP-HCDN-01543,SFTP flat file,monthly,high,data pipeline orchestrator,Value-Based Care,source-backed candidate,SRC-HCDN-INT-054
INT-HCDN-05494,APP-HCDN-00049,APP-HCDN-01560,database link,event-driven,standard,claims EDI gateway,Clinical Operations,source-backed candidate,SRC-HCDN-INT-055
INT-HCDN-05495,APP-HCDN-00056,APP-HCDN-01577,SSIS package,nightly batch,standard,FHIR gateway,Revenue Cycle,source-backed candidate,SRC-HCDN-INT-056
INT-HCDN-05496,APP-HCDN-00063,APP-HCDN-01594,Epic Bridges,real-time,high,Epic Bridges,Patient Access,ambiguous endpoint name,SRC-HCDN-INT-057
INT-HCDN-05497,APP-HCDN-00070,APP-HCDN-01611,event stream,near real-time,standard,interface engine,Interoperability,source-backed candidate,SRC-HCDN-INT-058
INT-HCDN-05498,APP-HCDN-00077,APP-HCDN-01628,batch extract,hourly,standard,API gateway,Population Health,source-backed candidate,SRC-HCDN-INT-059
INT-HCDN-05499,APP-HCDN-00084,APP-HCDN-01645,vendor API,daily,critical,SFTP hub,Health Plan Operations,retired/active duplicate,SRC-HCDN-INT-060
INT-HCDN-05500,APP-HCDN-00091,APP-HCDN-01662,HL7 v2,weekly,standard,SSIS runtime,Medicare Advantage,source-backed candidate,SRC-HCDN-INT-061
INT-HCDN-05501,APP-HCDN-00098,APP-HCDN-00009,FHIR/API,monthly,standard,data pipeline orchestrator,Claims Operations,source-backed candidate,SRC-HCDN-INT-062
INT-HCDN-05502,APP-HCDN-00105,APP-HCDN-00026,X12 EDI,event-driven,high,claims EDI gateway,Utilization Management,source-backed candidate,SRC-HCDN-INT-063
INT-HCDN-05503,APP-HCDN-00112,APP-HCDN-00043,SFTP flat file,nightly batch,standard,FHIR gateway,Member Services,source-backed candidate,SRC-HCDN-INT-064
INT-HCDN-05504,APP-HCDN-00119,APP-HCDN-00060,database link,real-time,standard,Epic Bridges,Quality and Stars,source-backed candidate,SRC-HCDN-INT-001
INT-HCDN-05505,APP-HCDN-00126,APP-HCDN-00077,SSIS package,near real-time,high,interface engine,Risk Adjustment,source-backed candidate,SRC-HCDN-INT-002
INT-HCDN-05506,APP-HCDN-00133,APP-HCDN-00094,Epic Bridges,hourly,standard,API gateway,Care Management,source-backed candidate,SRC-HCDN-INT-003
INT-HCDN-05507,APP-HCDN-00140,APP-HCDN-00111,event stream,daily,standard,SFTP hub,Finance,source-backed candidate,SRC-HCDN-INT-004
INT-HCDN-05508,APP-HCDN-00147,APP-HCDN-00128,batch extract,weekly,critical,SSIS runtime,Coding,ambiguous endpoint name,SRC-HCDN-INT-005
INT-HCDN-05509,APP-HCDN-00154,APP-HCDN-00145,vendor API,monthly,standard,data pipeline orchestrator,Payer Contracting,source-backed candidate,SRC-HCDN-INT-006
INT-HCDN-05510,APP-HCDN-00161,APP-HCDN-00162,HL7 v2,event-driven,standard,claims EDI gateway,Digital Front Door,source-backed candidate,SRC-HCDN-INT-007
INT-HCDN-05511,APP-HCDN-00168,APP-HCDN-00179,FHIR/API,nightly batch,high,FHIR gateway,Contact Center,source-backed candidate,SRC-HCDN-INT-008
INT-HCDN-05512,APP-HCDN-00175,APP-HCDN-00196,X12 EDI,real-time,standard,Epic Bridges,Ambulatory Care,retired/active duplicate,SRC-HCDN-INT-009
INT-HCDN-05513,APP-HCDN-00182,APP-HCDN-00213,SFTP flat file,near real-time,standard,interface engine,Emergency Department,source-backed candidate,SRC-HCDN-INT-010
INT-HCDN-05514,APP-HCDN-00189,APP-HCDN-00230,database link,hourly,high,API gateway,Inpatient,source-backed candidate,SRC-HCDN-INT-011
INT-HCDN-05515,APP-HCDN-00196,APP-HCDN-00247,SSIS package,daily,standard,SFTP hub,Surgery,source-backed candidate,SRC-HCDN-INT-012
INT-HCDN-05516,APP-HCDN-00203,APP-HCDN-00264,Epic Bridges,weekly,standard,SSIS runtime,Imaging,source-backed candidate,SRC-HCDN-INT-013
INT-HCDN-05517,APP-HCDN-00210,APP-HCDN-00281,event stream,monthly,critical,data pipeline orchestrator,Lab,source-backed candidate,SRC-HCDN-INT-014
INT-HCDN-05518,APP-HCDN-00217,APP-HCDN-00298,batch extract,event-driven,standard,claims EDI gateway,Pharmacy,source-backed candidate,SRC-HCDN-INT-015
INT-HCDN-05519,APP-HCDN-00224,APP-HCDN-00315,vendor API,nightly batch,standard,FHIR gateway,Oncology,source-backed candidate,SRC-HCDN-INT-016
INT-HCDN-05520,APP-HCDN-00231,APP-HCDN-00332,HL7 v2,real-time,high,Epic Bridges,Cardiology,ambiguous endpoint name,SRC-HCDN-INT-017
INT-HCDN-05521,APP-HCDN-00238,APP-HCDN-00349,FHIR/API,near real-time,standard,interface engine,Data and Analytics,source-backed candidate,SRC-HCDN-INT-018
INT-HCDN-05522,APP-HCDN-00245,APP-HCDN-00366,X12 EDI,hourly,standard,API gateway,Clinical Analytics,source-backed candidate,SRC-HCDN-INT-019
INT-HCDN-05523,APP-HCDN-00252,APP-HCDN-00383,SFTP flat file,daily,high,SFTP hub,Actuarial,source-backed candidate,SRC-HCDN-INT-020
INT-HCDN-05524,APP-HCDN-00259,APP-HCDN-00400,database link,weekly,standard,SSIS runtime,Departmental Reporting,source-backed candidate,SRC-HCDN-INT-021
INT-HCDN-05525,APP-HCDN-00266,APP-HCDN-00417,SSIS package,monthly,standard,data pipeline orchestrator,AI Transformation,retired/active duplicate,SRC-HCDN-INT-022
INT-HCDN-05526,APP-HCDN-00273,APP-HCDN-00434,Epic Bridges,event-driven,critical,claims EDI gateway,Technology,source-backed candidate,SRC-HCDN-INT-023
INT-HCDN-05527,APP-HCDN-00280,APP-HCDN-00451,event stream,nightly batch,standard,FHIR gateway,Security,source-backed candidate,SRC-HCDN-INT-024
INT-HCDN-05528,APP-HCDN-00287,APP-HCDN-00468,batch extract,real-time,standard,Epic Bridges,Procurement,source-backed candidate,SRC-HCDN-INT-025
INT-HCDN-05529,APP-HCDN-00294,APP-HCDN-00485,vendor API,near real-time,high,interface engine,HR,source-backed candidate,SRC-HCDN-INT-026
INT-HCDN-05530,APP-HCDN-00301,APP-HCDN-00502,HL7 v2,hourly,standard,API gateway,Supply Chain,source-backed candidate,SRC-HCDN-INT-027
INT-HCDN-05531,APP-HCDN-00308,APP-HCDN-00519,FHIR/API,daily,standard,SFTP hub,Privacy,source-backed candidate,SRC-HCDN-INT-028
INT-HCDN-05532,APP-HCDN-00315,APP-HCDN-00536,X12 EDI,weekly,high,SSIS runtime,Compliance,ambiguous endpoint name,SRC-HCDN-INT-029
INT-HCDN-05533,APP-HCDN-00322,APP-HCDN-00553,SFTP flat file,monthly,standard,data pipeline orchestrator,Provider Network,source-backed candidate,SRC-HCDN-INT-030
INT-HCDN-05534,APP-HCDN-00329,APP-HCDN-00570,database link,event-driven,standard,claims EDI gateway,Value-Based Care,source-backed candidate,SRC-HCDN-INT-031
INT-HCDN-05535,APP-HCDN-00336,APP-HCDN-00587,SSIS package,nightly batch,critical,FHIR gateway,Clinical Operations,source-backed candidate,SRC-HCDN-INT-032
INT-HCDN-05536,APP-HCDN-00343,APP-HCDN-00604,Epic Bridges,real-time,standard,Epic Bridges,Revenue Cycle,source-backed candidate,SRC-HCDN-INT-033
INT-HCDN-05537,APP-HCDN-00350,APP-HCDN-00621,event stream,near real-time,standard,interface engine,Patient Access,source-backed candidate,SRC-HCDN-INT-034
INT-HCDN-05538,APP-HCDN-00357,APP-HCDN-00638,batch extract,hourly,high,API gateway,Interoperability,retired/active duplicate,SRC-HCDN-INT-035
INT-HCDN-05539,APP-HCDN-00364,APP-HCDN-00655,vendor API,daily,standard,SFTP hub,Population Health,source-backed candidate,SRC-HCDN-INT-036
INT-HCDN-05540,APP-HCDN-00371,APP-HCDN-00672,HL7 v2,weekly,standard,SSIS runtime,Health Plan Operations,source-backed candidate,SRC-HCDN-INT-037
INT-HCDN-05541,APP-HCDN-00378,APP-HCDN-00689,FHIR/API,monthly,high,data pipeline orchestrator,Medicare Advantage,source-backed candidate,SRC-HCDN-INT-038
INT-HCDN-05542,APP-HCDN-00385,APP-HCDN-00706,X12 EDI,event-driven,standard,claims EDI gateway,Claims Operations,source-backed candidate,SRC-HCDN-INT-039
INT-HCDN-05543,APP-HCDN-00392,APP-HCDN-00723,SFTP flat file,nightly batch,standard,FHIR gateway,Utilization Management,source-backed candidate,SRC-HCDN-INT-040
INT-HCDN-05544,APP-HCDN-00399,APP-HCDN-00740,database link,real-time,critical,Epic Bridges,Member Services,ambiguous endpoint name,SRC-HCDN-INT-041
INT-HCDN-05545,APP-HCDN-00406,APP-HCDN-00757,SSIS package,near real-time,standard,interface engine,Quality and Stars,source-backed candidate,SRC-HCDN-INT-042
INT-HCDN-05546,APP-HCDN-00413,APP-HCDN-00774,Epic Bridges,hourly,standard,API gateway,Risk Adjustment,source-backed candidate,SRC-HCDN-INT-043
INT-HCDN-05547,APP-HCDN-00420,APP-HCDN-00791,event stream,daily,high,SFTP hub,Care Management,source-backed candidate,SRC-HCDN-INT-044
INT-HCDN-05548,APP-HCDN-00427,APP-HCDN-00808,batch extract,weekly,standard,SSIS runtime,Finance,source-backed candidate,SRC-HCDN-INT-045
INT-HCDN-05549,APP-HCDN-00434,APP-HCDN-00825,vendor API,monthly,standard,data pipeline orchestrator,Coding,source-backed candidate,SRC-HCDN-INT-046
INT-HCDN-05550,APP-HCDN-00441,APP-HCDN-00842,HL7 v2,event-driven,high,claims EDI gateway,Payer Contracting,source-backed candidate,SRC-HCDN-INT-047
