workforce_id,worker_type,business_function,service_tower,skill_family,delivery_location,transition_note
WORK-HCDN-06853,contractor,Medicare Advantage,Cloud Infrastructure and Data Center,Epic analyst,nearshore,transition sensitive
WORK-HCDN-06854,managed-service role,Claims Operations,Workplace and Contact Center,SQL/BI developer,offshore,standard
WORK-HCDN-06855,employee,Utilization Management,Security Identity and Compliance,claims platform analyst,hybrid,standard
WORK-HCDN-06856,contractor,Member Services,Integration and Interoperability,cloud engineer,onsite,critical knowledge holder
WORK-HCDN-06857,managed-service role,Quality and Stars,ERP and Corporate Platforms,data engineer,nearshore,standard
WORK-HCDN-06858,employee,Risk Adjustment,Clinical and Epic AMS,security,offshore,standard
WORK-HCDN-06859,contractor,Care Management,Payer Platform Operations,service desk,hybrid,standard
WORK-HCDN-06860,managed-service role,Finance,Data Analytics and AI,integration engineer,onsite,standard
WORK-HCDN-06861,employee,Coding,Revenue Cycle Technology,revenue-cycle analyst,nearshore,standard
WORK-HCDN-06862,contractor,Payer Contracting,Cloud Infrastructure and Data Center,quality analyst,offshore,standard
WORK-HCDN-06863,managed-service role,Digital Front Door,Workplace and Contact Center,AI product owner,hybrid,standard
WORK-HCDN-06864,employee,Contact Center,Security Identity and Compliance,Epic analyst,onsite,critical knowledge holder
WORK-HCDN-06865,contractor,Ambulatory Care,Integration and Interoperability,SQL/BI developer,nearshore,standard
WORK-HCDN-06866,managed-service role,Emergency Department,ERP and Corporate Platforms,claims platform analyst,offshore,standard
WORK-HCDN-06867,employee,Inpatient,Clinical and Epic AMS,cloud engineer,hybrid,standard
WORK-HCDN-06868,contractor,Surgery,Payer Platform Operations,data engineer,onsite,standard
WORK-HCDN-06869,managed-service role,Imaging,Data Analytics and AI,security,nearshore,standard
WORK-HCDN-06870,employee,Lab,Revenue Cycle Technology,service desk,offshore,standard
WORK-HCDN-06871,contractor,Pharmacy,Cloud Infrastructure and Data Center,integration engineer,hybrid,standard
WORK-HCDN-06872,managed-service role,Oncology,Workplace and Contact Center,revenue-cycle analyst,onsite,critical knowledge holder
WORK-HCDN-06873,employee,Cardiology,Security Identity and Compliance,quality analyst,nearshore,standard
WORK-HCDN-06874,contractor,Data and Analytics,Integration and Interoperability,AI product owner,offshore,standard
WORK-HCDN-06875,managed-service role,Clinical Analytics,ERP and Corporate Platforms,Epic analyst,hybrid,transition sensitive
WORK-HCDN-06876,employee,Actuarial,Clinical and Epic AMS,SQL/BI developer,onsite,standard
WORK-HCDN-06877,contractor,Departmental Reporting,Payer Platform Operations,claims platform analyst,nearshore,standard
WORK-HCDN-06878,managed-service role,AI Transformation,Data Analytics and AI,cloud engineer,offshore,standard
WORK-HCDN-06879,employee,Technology,Revenue Cycle Technology,data engineer,hybrid,standard
WORK-HCDN-06880,contractor,Security,Cloud Infrastructure and Data Center,security,onsite,critical knowledge holder
WORK-HCDN-06881,managed-service role,Procurement,Workplace and Contact Center,service desk,nearshore,standard
WORK-HCDN-06882,employee,HR,Security Identity and Compliance,integration engineer,offshore,standard
WORK-HCDN-06883,contractor,Supply Chain,Integration and Interoperability,revenue-cycle analyst,hybrid,standard
WORK-HCDN-06884,managed-service role,Privacy,ERP and Corporate Platforms,quality analyst,onsite,standard
WORK-HCDN-06885,employee,Compliance,Clinical and Epic AMS,AI product owner,nearshore,standard
WORK-HCDN-06886,contractor,Provider Network,Payer Platform Operations,Epic analyst,offshore,transition sensitive
WORK-HCDN-06887,managed-service role,Value-Based Care,Data Analytics and AI,SQL/BI developer,hybrid,standard
WORK-HCDN-06888,employee,Clinical Operations,Revenue Cycle Technology,claims platform analyst,onsite,critical knowledge holder
WORK-HCDN-06889,contractor,Revenue Cycle,Cloud Infrastructure and Data Center,cloud engineer,nearshore,standard
WORK-HCDN-06890,managed-service role,Patient Access,Workplace and Contact Center,data engineer,offshore,standard
WORK-HCDN-06891,employee,Interoperability,Security Identity and Compliance,security,hybrid,standard
WORK-HCDN-06892,contractor,Population Health,Integration and Interoperability,service desk,onsite,standard
WORK-HCDN-06893,managed-service role,Health Plan Operations,ERP and Corporate Platforms,integration engineer,nearshore,standard
WORK-HCDN-06894,employee,Medicare Advantage,Clinical and Epic AMS,revenue-cycle analyst,offshore,standard
WORK-HCDN-06895,contractor,Claims Operations,Payer Platform Operations,quality analyst,hybrid,standard
WORK-HCDN-06896,managed-service role,Utilization Management,Data Analytics and AI,AI product owner,onsite,critical knowledge holder
WORK-HCDN-06897,employee,Member Services,Revenue Cycle Technology,Epic analyst,nearshore,transition sensitive
WORK-HCDN-06898,contractor,Quality and Stars,Cloud Infrastructure and Data Center,SQL/BI developer,offshore,standard
WORK-HCDN-06899,managed-service role,Risk Adjustment,Workplace and Contact Center,claims platform analyst,hybrid,standard
WORK-HCDN-06900,employee,Care Management,Security Identity and Compliance,cloud engineer,onsite,standard
WORK-HCDN-06901,contractor,Finance,Integration and Interoperability,data engineer,nearshore,standard
WORK-HCDN-06902,managed-service role,Coding,ERP and Corporate Platforms,security,offshore,standard
WORK-HCDN-06903,employee,Payer Contracting,Clinical and Epic AMS,service desk,hybrid,standard
WORK-HCDN-06904,contractor,Digital Front Door,Payer Platform Operations,integration engineer,onsite,critical knowledge holder
WORK-HCDN-06905,managed-service role,Contact Center,Data Analytics and AI,revenue-cycle analyst,nearshore,standard
WORK-HCDN-06906,employee,Ambulatory Care,Revenue Cycle Technology,quality analyst,offshore,standard
WORK-HCDN-06907,contractor,Emergency Department,Cloud Infrastructure and Data Center,AI product owner,hybrid,standard
WORK-HCDN-06908,managed-service role,Inpatient,Workplace and Contact Center,Epic analyst,onsite,transition sensitive
WORK-HCDN-06909,employee,Surgery,Security Identity and Compliance,SQL/BI developer,nearshore,standard
WORK-HCDN-06910,contractor,Imaging,Integration and Interoperability,claims platform analyst,offshore,standard
WORK-HCDN-06911,managed-service role,Lab,ERP and Corporate Platforms,cloud engineer,hybrid,standard
WORK-HCDN-06912,employee,Pharmacy,Clinical and Epic AMS,data engineer,onsite,critical knowledge holder
WORK-HCDN-06913,contractor,Oncology,Payer Platform Operations,security,nearshore,standard
WORK-HCDN-06914,managed-service role,Cardiology,Data Analytics and AI,service desk,offshore,standard
WORK-HCDN-06915,employee,Data and Analytics,Revenue Cycle Technology,integration engineer,hybrid,standard
WORK-HCDN-06916,contractor,Clinical Analytics,Cloud Infrastructure and Data Center,revenue-cycle analyst,onsite,standard
WORK-HCDN-06917,managed-service role,Actuarial,Workplace and Contact Center,quality analyst,nearshore,standard
WORK-HCDN-06918,employee,Departmental Reporting,Security Identity and Compliance,AI product owner,offshore,standard
WORK-HCDN-06919,contractor,AI Transformation,Integration and Interoperability,Epic analyst,hybrid,transition sensitive
WORK-HCDN-06920,managed-service role,Technology,ERP and Corporate Platforms,SQL/BI developer,onsite,critical knowledge holder
WORK-HCDN-06921,employee,Security,Clinical and Epic AMS,claims platform analyst,nearshore,standard
WORK-HCDN-06922,contractor,Procurement,Payer Platform Operations,cloud engineer,offshore,standard
WORK-HCDN-06923,managed-service role,HR,Data Analytics and AI,data engineer,hybrid,standard
WORK-HCDN-06924,employee,Supply Chain,Revenue Cycle Technology,security,onsite,standard
WORK-HCDN-06925,contractor,Privacy,Cloud Infrastructure and Data Center,service desk,nearshore,standard
WORK-HCDN-06926,managed-service role,Compliance,Workplace and Contact Center,integration engineer,offshore,standard
WORK-HCDN-06927,employee,Provider Network,Security Identity and Compliance,revenue-cycle analyst,hybrid,standard
WORK-HCDN-06928,contractor,Value-Based Care,Integration and Interoperability,quality analyst,onsite,critical knowledge holder
WORK-HCDN-06929,managed-service role,Clinical Operations,ERP and Corporate Platforms,AI product owner,nearshore,standard
WORK-HCDN-06930,employee,Revenue Cycle,Clinical and Epic AMS,Epic analyst,offshore,transition sensitive
WORK-HCDN-06931,contractor,Patient Access,Payer Platform Operations,SQL/BI developer,hybrid,standard
WORK-HCDN-06932,managed-service role,Interoperability,Data Analytics and AI,claims platform analyst,onsite,standard
WORK-HCDN-06933,employee,Population Health,Revenue Cycle Technology,cloud engineer,nearshore,standard
WORK-HCDN-06934,contractor,Health Plan Operations,Cloud Infrastructure and Data Center,data engineer,offshore,standard
WORK-HCDN-06935,managed-service role,Medicare Advantage,Workplace and Contact Center,security,hybrid,standard
WORK-HCDN-06936,employee,Claims Operations,Security Identity and Compliance,service desk,onsite,critical knowledge holder
WORK-HCDN-06937,contractor,Utilization Management,Integration and Interoperability,integration engineer,nearshore,standard
WORK-HCDN-06938,managed-service role,Member Services,ERP and Corporate Platforms,revenue-cycle analyst,offshore,standard
WORK-HCDN-06939,employee,Quality and Stars,Clinical and Epic AMS,quality analyst,hybrid,standard
WORK-HCDN-06940,contractor,Risk Adjustment,Payer Platform Operations,AI product owner,onsite,standard
WORK-HCDN-06941,managed-service role,Care Management,Data Analytics and AI,Epic analyst,nearshore,transition sensitive
WORK-HCDN-06942,employee,Finance,Revenue Cycle Technology,SQL/BI developer,offshore,standard
WORK-HCDN-06943,contractor,Coding,Cloud Infrastructure and Data Center,claims platform analyst,hybrid,standard
WORK-HCDN-06944,managed-service role,Payer Contracting,Workplace and Contact Center,cloud engineer,onsite,critical knowledge holder
WORK-HCDN-06945,employee,Digital Front Door,Security Identity and Compliance,data engineer,nearshore,standard
WORK-HCDN-06946,contractor,Contact Center,Integration and Interoperability,security,offshore,standard
WORK-HCDN-06947,managed-service role,Ambulatory Care,ERP and Corporate Platforms,service desk,hybrid,standard
WORK-HCDN-06948,employee,Emergency Department,Clinical and Epic AMS,integration engineer,onsite,standard
WORK-HCDN-06949,contractor,Inpatient,Payer Platform Operations,revenue-cycle analyst,nearshore,standard
WORK-HCDN-06950,managed-service role,Surgery,Data Analytics and AI,quality analyst,offshore,standard
WORK-HCDN-06951,employee,Imaging,Revenue Cycle Technology,AI product owner,hybrid,standard
WORK-HCDN-06952,contractor,Lab,Cloud Infrastructure and Data Center,Epic analyst,onsite,critical knowledge holder
WORK-HCDN-06953,managed-service role,Pharmacy,Workplace and Contact Center,SQL/BI developer,nearshore,standard
WORK-HCDN-06954,employee,Oncology,Security Identity and Compliance,claims platform analyst,offshore,standard
WORK-HCDN-06955,contractor,Cardiology,Integration and Interoperability,cloud engineer,hybrid,standard
WORK-HCDN-06956,managed-service role,Data and Analytics,ERP and Corporate Platforms,data engineer,onsite,standard
WORK-HCDN-06957,employee,Clinical Analytics,Clinical and Epic AMS,security,nearshore,standard
WORK-HCDN-06958,contractor,Actuarial,Payer Platform Operations,service desk,offshore,standard
WORK-HCDN-06959,managed-service role,Departmental Reporting,Data Analytics and AI,integration engineer,hybrid,standard
WORK-HCDN-06960,employee,AI Transformation,Revenue Cycle Technology,revenue-cycle analyst,onsite,critical knowledge holder
WORK-HCDN-06961,contractor,Technology,Cloud Infrastructure and Data Center,quality analyst,nearshore,standard
WORK-HCDN-06962,managed-service role,Security,Workplace and Contact Center,AI product owner,offshore,standard
WORK-HCDN-06963,employee,Procurement,Security Identity and Compliance,Epic analyst,hybrid,transition sensitive
WORK-HCDN-06964,contractor,HR,Integration and Interoperability,SQL/BI developer,onsite,standard
WORK-HCDN-06965,managed-service role,Supply Chain,ERP and Corporate Platforms,claims platform analyst,nearshore,standard
WORK-HCDN-06966,employee,Privacy,Clinical and Epic AMS,cloud engineer,offshore,standard
WORK-HCDN-06967,contractor,Compliance,Payer Platform Operations,data engineer,hybrid,standard
WORK-HCDN-06968,managed-service role,Provider Network,Data Analytics and AI,security,onsite,critical knowledge holder
WORK-HCDN-06969,employee,Value-Based Care,Revenue Cycle Technology,service desk,nearshore,standard
WORK-HCDN-06970,contractor,Clinical Operations,Cloud Infrastructure and Data Center,integration engineer,offshore,standard
WORK-HCDN-06971,managed-service role,Revenue Cycle,Workplace and Contact Center,revenue-cycle analyst,hybrid,standard
WORK-HCDN-06972,employee,Patient Access,Security Identity and Compliance,quality analyst,onsite,standard
WORK-HCDN-06973,contractor,Interoperability,Integration and Interoperability,AI product owner,nearshore,standard
WORK-HCDN-06974,managed-service role,Population Health,ERP and Corporate Platforms,Epic analyst,offshore,transition sensitive
WORK-HCDN-06975,employee,Health Plan Operations,Clinical and Epic AMS,SQL/BI developer,hybrid,standard
WORK-HCDN-06976,contractor,Medicare Advantage,Payer Platform Operations,claims platform analyst,onsite,critical knowledge holder
WORK-HCDN-06977,managed-service role,Claims Operations,Data Analytics and AI,cloud engineer,nearshore,standard
WORK-HCDN-06978,employee,Utilization Management,Revenue Cycle Technology,data engineer,offshore,standard
WORK-HCDN-06979,contractor,Member Services,Cloud Infrastructure and Data Center,security,hybrid,standard
WORK-HCDN-06980,managed-service role,Quality and Stars,Workplace and Contact Center,service desk,onsite,standard
WORK-HCDN-06981,employee,Risk Adjustment,Security Identity and Compliance,integration engineer,nearshore,standard
WORK-HCDN-06982,contractor,Care Management,Integration and Interoperability,revenue-cycle analyst,offshore,standard
WORK-HCDN-06983,managed-service role,Finance,ERP and Corporate Platforms,quality analyst,hybrid,standard
