template_file,sheet_name,business_object_family,column_name,business_metadata_name,business_definition,data_type,required_level,required_for_surfaces,allowed_answer_types,not_allowed_claims,allowed_values,source_provenance_rule,example_value
templates/V6_11_operations_risk_controls.csv,11 Ops Risk Controls,operations_risk_control,updated_at,Updated At,Timestamp when this V6 row was last updated.,datetime,required,all,lineage and auditability,Do not leave stale after row changes.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,2026-06-28T00:00:00Z
templates/V6_11_operations_risk_controls.csv,11 Ops Risk Controls,operations_risk_control,process,Business Process,"Process affected by the operational, risk, or control record.",text,required,"Tower, Intelligence, Moves",operating-layer context,Do not decouple risk from the process it affects.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",
templates/V6_11_operations_risk_controls.csv,11 Ops Risk Controls,operations_risk_control,process_owner,Process Owner,Role or team accountable for the process.,text,required,"Moves, Tower",ownership and remediation,Do not invent owner.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",
templates/V6_11_operations_risk_controls.csv,11 Ops Risk Controls,operations_risk_control,severity,Severity,"Severity or materiality of the issue, risk, or control gap.",enum,recommended,"Tower, Intelligence",prioritization,Do not escalate severity without basis.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",
templates/V6_11_operations_risk_controls.csv,11 Ops Risk Controls,operations_risk_control,status,Status,"Current state of the operational, risk, or control item.",enum,required,"Tower, Moves",readiness and execution tracking,Do not treat closed status as verified without evidence.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",
templates/V6_11_operations_risk_controls.csv,11 Ops Risk Controls,operations_risk_control,control,Control,"Control, guardrail, or mitigation associated with the process or risk.",text,recommended,"Tower, Intelligence",governance and risk mitigation,Do not claim controlled if blank.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",
templates/V6_11_operations_risk_controls.csv,11 Ops Risk Controls,operations_risk_control,affected_systems,Affected Systems,"Systems affected by the issue, risk, control, or operational record.",list,recommended,"Home, Tower",blast radius and dependency analysis,Do not assume system impact from process name.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",
templates/V6_11_operations_risk_controls.csv,11 Ops Risk Controls,operations_risk_control,business_impact,Business Impact,"Impact to operations, customers, cost, revenue, service, compliance, or delivery.",text,required,"Tower, Intelligence",executive relevance,Do not prioritize without business impact.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",
templates/V6_12_relationships.csv,12 Relationships,relationship,tenant_key,Tenant Key,Canonical tenant identifier used to isolate all client data and answer context.,text,required,all,tenant data isolation and client identity,Do not answer unless the tenant key matches the signed-in tenant.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,Industrial Demo-industries
templates/V6_12_relationships.csv,12 Relationships,relationship,client_display_name,Client Display Name,Human-readable client name shown in experience surfaces and reports.,text,required,all,client-facing naming and narrative,Do not infer from tenant key if absent.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,Airline Demo
templates/V6_12_relationships.csv,12 Relationships,relationship,v6_contract_version,V6 Contract Version,Version of the V6 template contract used to create this row.,text,required,all,schema compatibility and loader routing,Do not mix rows from different contracts without migration notes.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,v6.0
templates/V6_12_relationships.csv,12 Relationships,relationship,business_object_family,Business Object Family,Business domain family represented by the row.,enum,required,all,"routing, packet assembly, and tab grouping",Do not expose raw table names as business categories.,enterprise_profile|business_function|org_ownership|workforce_persona|application_system|infrastructure_cloud|data_asset_integration|vendor_contract|spend_value|program_initiative|ai_initiative|operations_risk_control|relationship|evidence_source|metric_definition|industry_corpus_pattern|expert_lens,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,relationship
templates/V6_12_relationships.csv,12 Relationships,relationship,record_id,Business Record ID,Stable client-unique identifier for the business object.,text,required,all,"citations, joins, relationships, and refresh reconciliation",Do not generate a new ID on refresh for the same real object.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,RELATIONSHIP-001
templates/V6_12_relationships.csv,12 Relationships,relationship,record_name,Business Record Name,Business-readable name of the object.,text,required,all,executive-readable answers and UI cards,Do not answer with only record IDs when names are available.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,Example business object
templates/V6_12_relationships.csv,12 Relationships,relationship,source_system,Source System,"System, document, export, or owner-provided source from which the row was derived.",text,required,all,source grounding and evidence lineage,Do not claim system-of-record status unless source_basis says so.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,client_system_export
templates/V6_12_relationships.csv,12 Relationships,relationship,source_owner,Source Owner,Named role or team accountable for the source data.,text,required,all,"ownership, stewardship, and gap follow-up",Do not invent a person or team if unknown.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,CIO Office
templates/V6_12_relationships.csv,12 Relationships,relationship,source_basis,Source Basis,"How the row was established: system export, contract, interview, benchmark, synthetic demo, or derived calculation.",enum,required,all,confidence and answer caveats,Do not treat synthetic or interview evidence as audited fact.,system_export|contract|document|interview|workshop|benchmark|industry_pattern|derived_calculation|synthetic_demo|unknown,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,system_export
templates/V6_12_relationships.csv,12 Relationships,relationship,source_file,Source File,Original V6 file or document path used for traceability.,text,required,all,audit trace and reload diagnostics,Do not show internal paths in executive answers.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,V6_10_ai_initiatives.csv
templates/V6_12_relationships.csv,12 Relationships,relationship,source_row_number,Source Row Number,Original row number or location marker within the source file.,integer,required_if_tabular,all,cell-level citation and row-level QA,Do not fabricate row references.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,2
templates/V6_12_relationships.csv,12 Relationships,relationship,as_of_date,As Of Date,Date the row values are true as of.,date,required,all,freshness and time-bound claims,Do not present stale data as current.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,2026-06-28
templates/V6_12_relationships.csv,12 Relationships,relationship,period_start,Period Start Date,Start date for period-based measures.,date,required_if_metric,all,period-specific comparisons and metrics,Do not compare measures without compatible periods.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,2026-01-01
templates/V6_12_relationships.csv,12 Relationships,relationship,period_end,Period End Date,End date for period-based measures.,date,required_if_metric,all,period-specific comparisons and metrics,Do not compare measures without compatible periods.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,2026-06-28
templates/V6_12_relationships.csv,12 Relationships,relationship,refresh_frequency,Refresh Frequency,Expected update cadence for this row.,enum,required,all,freshness warnings and data operations,Do not promise real-time if cadence is slower.,real_time|daily|weekly|monthly|quarterly|event_driven|static_snapshot|unknown,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,monthly
templates/V6_12_relationships.csv,12 Relationships,relationship,confidence,Evidence Confidence,Confidence level for the row based on source quality and completeness.,enum,required,all,answer confidence labels and gap handling,Do not upgrade confidence in the renderer or prompt.,high|medium|low|unknown,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,medium
templates/V6_12_relationships.csv,12 Relationships,relationship,synthetic_demo_flag,Synthetic Demo Flag,"Whether the row is synthetic, demo-derived, or client-provided.",enum,required,all,demo honesty and production readiness,Do not represent synthetic demo data as client truth.,client_provided|synthetic_demo|mixed|unknown,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,client_provided
