integration_id,name,from_system_id,to_system_id,integration_type,frequency,criticality,notes
INT-00001,Customer-Salesforce-Engine-0046 to Crew-Infosys-Service-0726 via API,APP-00046,APP-00726,API,Hourly,Critical,daily_volume=3431069; failures_month=7; modernization=Migrate
INT-01119,Observability-Sabre-Platform-0397 to Digital-Accenture-Manager-0113 via ELT,APP-00397,APP-00113,ELT,Event,Medium,daily_volume=6801683; failures_month=64; modernization=Retain
INT-01120,Data-Jeppesen-Service-0049 to Airworthiness-AIMS-Service-0446 via File Transfer,APP-00049,APP-00446,File Transfer,Event,High,daily_volume=7653554; failures_month=38; modernization=Modernize
INT-01121,Cloud-Amadeus-Service-0803 to Slot-Custom-Service-0585 via Real-time,APP-00803,APP-00585,Real-time,Event,Critical,daily_volume=5823867; failures_month=26; modernization=Retire
INT-01122,Flight-Microsoft-Platform-0034 to Network-Hexaware-Manager-0175 via API,APP-00034,APP-00175,API,Daily,Medium,daily_volume=6471805; failures_month=1; modernization=Modernize
INT-01123,Parts-Amadeus-Service-0766 to Digital-Salesforce-Engine-0381 via API,APP-00766,APP-00381,API,Hourly,Medium,daily_volume=5495747; failures_month=87; modernization=Retain
INT-01124,Data-Salesforce-Hub-0800 to Disruption-Sabre-Service-0158 via ELT,APP-00800,APP-00158,ELT,Daily,Medium,daily_volume=1594433; failures_month=37; modernization=Invest
INT-01125,Identity-Databricks-Service-0093 to Maintenance-ServiceNow-Platform-0751 via Event,APP-00093,APP-00751,Event,Weekly,Critical,daily_volume=2627122; failures_month=97; modernization=Replace
INT-01126,Disruption-Lufthansa Systems-Manager-0848 to Crew-Custom-Platform-0565 via ETL,APP-00848,APP-00565,ETL,Hourly,High,daily_volume=844723; failures_month=103; modernization=Retain
INT-01127,Observability-Microsoft-Hub-0225 to Distribution-TCS-Platform-0730 via Batch,APP-00225,APP-00730,Batch,Hourly,High,daily_volume=1303863; failures_month=69; modernization=Invest
INT-01128,Flight-IBM-Engine-0821 to Pricing-Sabre AirVision-Suite-0736 via Batch,APP-00821,APP-00736,Batch,Real-time,Low,daily_volume=5600430; failures_month=82; modernization=Retire
INT-01129,Network-Jeppesen-Platform-0264 to Tax-SAP-Suite-0310 via CDC,APP-00264,APP-00310,CDC,Daily,High,daily_volume=7460893; failures_month=105; modernization=Replace
INT-01130,Inventory-Oracle-Engine-0325 to Metadata-Custom-Manager-0422 via Batch,APP-00325,APP-00422,Batch,Real-time,Critical,daily_volume=454865; failures_month=104; modernization=Replatform
INT-01131,Disruption-Workday-Engine-0378 to Contact-Sabre-Service-0673 via Event,APP-00378,APP-00673,Event,Daily,Critical,daily_volume=2199293; failures_month=104; modernization=Replace
INT-01132,Revenue-IBM-Engine-0829 to Slot-Teradata-Hub-0402 via Real-time,APP-00829,APP-00402,Real-time,Daily,Low,daily_volume=6599895; failures_month=106; modernization=Migrate
INT-01133,Procurement-Custom-Hub-0470 to Network-Infosys-Hub-0332 via Real-time,APP-00470,APP-00332,Real-time,Daily,Low,daily_volume=3762403; failures_month=37; modernization=Replace
INT-01134,Airworthiness-Sabre-Hub-0683 to Customer-Oracle-Suite-0405 via ETL,APP-00683,APP-00405,ETL,Hourly,Low,daily_volume=950888; failures_month=60; modernization=Retire
INT-01135,Self-Service-Infosys-Manager-0617 to Sales-Microsoft-Engine-0612 via ELT,APP-00617,APP-00612,ELT,Weekly,Low,daily_volume=5446541; failures_month=63; modernization=Retire
INT-01136,Baggage-Sabre-Manager-0296 to Baggage-Databricks-Manager-0121 via ETL,APP-00296,APP-00121,ETL,Weekly,Critical,daily_volume=4142465; failures_month=12; modernization=Migrate
INT-01137,Ground-Databricks-Suite-0270 to Vulnerability-Sabre-Platform-0313 via Real-time,APP-00270,APP-00313,Real-time,Hourly,Medium,daily_volume=1948285; failures_month=28; modernization=Modernize
INT-01138,Procurement-Databricks-Platform-0245 to Sales-Oracle-Suite-0164 via ETL,APP-00245,APP-00164,ETL,Daily,Medium,daily_volume=5364184; failures_month=7; modernization=Retire
INT-01139,Crew-Teradata-Hub-0580 to Business-TCS-Service-0227 via CDC,APP-00580,APP-00227,CDC,Real-time,Critical,daily_volume=7563180; failures_month=70; modernization=Invest
INT-01140,Customer-TCS-Suite-0424 to Heavy-Oracle-Engine-0774 via ETL,APP-00424,APP-00774,ETL,Real-time,Critical,daily_volume=6093537; failures_month=71; modernization=Replace
INT-01141,Pricing-Accenture-Platform-0468 to Engine-Databricks-Hub-0077 via ETL,APP-00468,APP-00077,ETL,Weekly,Low,daily_volume=5945740; failures_month=110; modernization=Migrate
INT-01142,Customer-SAP-Hub-0379 to Codeshare-Adobe-Manager-0200 via Streaming,APP-00379,APP-00200,Streaming,Real-time,High,daily_volume=440499; failures_month=76; modernization=Invest
INT-01143,Container-Adobe-Suite-0208 to Predictive-IBM-Suite-0561 via Streaming,APP-00208,APP-00561,Streaming,Hourly,Medium,daily_volume=3735201; failures_month=76; modernization=Replace
INT-01144,Digital-TCS-Suite-0318 to Cloud-TCS-Hub-0053 via Streaming,APP-00318,APP-00053,Streaming,Real-time,Critical,daily_volume=6109351; failures_month=53; modernization=Invest
INT-01145,Crew-Workday-Service-0740 to Revenue-Salesforce-Hub-0116 via Event,APP-00740,APP-00116,Event,Hourly,High,daily_volume=3470903; failures_month=52; modernization=Retain
INT-01146,Security-Amadeus-Service-0451 to Digital-Lufthansa Systems-Platform-0524 via Event,APP-00451,APP-00524,Event,Daily,Critical,daily_volume=5010855; failures_month=116; modernization=Migrate
INT-01147,Data-Accenture-Manager-0059 to Data-Custom-Platform-0544 via File Transfer,APP-00059,APP-00544,File Transfer,Event,Medium,daily_volume=7936932; failures_month=29; modernization=Migrate
INT-01148,Mainframe-Infosys-Hub-0665 to Mainframe-Infosys-Hub-0665 via File Transfer,APP-00665,APP-00665,File Transfer,Real-time,Medium,daily_volume=6768690; failures_month=116; modernization=Modernize
INT-01149,Crew-Infosys-Service-0648 to Metadata-Teradata-Engine-0343 via ETL,APP-00648,APP-00343,ETL,Real-time,Critical,daily_volume=7343726; failures_month=22; modernization=Invest
INT-01150,Ground-TCS-Engine-0609 to Storage-Accenture-Suite-0042 via Batch,APP-00609,APP-00042,Batch,Hourly,Medium,daily_volume=6846283; failures_month=74; modernization=Invest
INT-01151,Customer-TCS-Engine-0488 to Investor-Microsoft-Platform-0068 via Batch,APP-00488,APP-00068,Batch,Daily,Low,daily_volume=4215840; failures_month=7; modernization=Retire
INT-01152,Master-Adobe-Manager-0513 to Airworthiness-Jeppesen-Suite-0725 via Batch,APP-00513,APP-00725,Batch,Weekly,Critical,daily_volume=849404; failures_month=86; modernization=Retain
INT-01153,Flight-Sabre AirVision-Manager-0696 to Digital-Workday-Manager-0699 via Batch,APP-00696,APP-00699,Batch,Hourly,Medium,daily_volume=7721339; failures_month=63; modernization=Migrate
INT-01154,Security-Microsoft-Platform-0255 to Maintenance-Accenture-Service-0192 via Real-time,APP-00255,APP-00192,Real-time,Event,Critical,daily_volume=2489776; failures_month=49; modernization=Retire
INT-01155,Real-Custom-Service-0575 to Crew-Custom-Service-0793 via File Transfer,APP-00575,APP-00793,File Transfer,Real-time,High,daily_volume=6502967; failures_month=73; modernization=Replatform
INT-01156,Engine-Lufthansa Systems-Platform-0461 to Reliability-AIMS-Manager-0823 via Event,APP-00461,APP-00823,Event,Daily,High,daily_volume=1082211; failures_month=68; modernization=Migrate
INT-01157,Tax-Custom-Manager-0065 to Self-Service-Infosys-Manager-0617 via Event,APP-00065,APP-00617,Event,Daily,Low,daily_volume=6214928; failures_month=31; modernization=Replace
INT-01158,Loyalty-Workday-Manager-0522 to Treasury-Hexaware-Suite-0597 via ELT,APP-00522,APP-00597,ELT,Event,Medium,daily_volume=3181430; failures_month=44; modernization=Replace
INT-01159,Finance-SITA-Platform-0520 to Inventory-Workday-Manager-0454 via CDC,APP-00520,APP-00454,CDC,Event,Low,daily_volume=3098861; failures_month=20; modernization=Replatform
INT-01160,Network-Databricks-Service-0701 to Crew-Teradata-Engine-0539 via ELT,APP-00701,APP-00539,ELT,Event,High,daily_volume=1511768; failures_month=113; modernization=Retain
INT-01161,Slot-Snowflake-Service-0074 to Compute-Teradata-Manager-0519 via Streaming,APP-00074,APP-00519,Streaming,Real-time,Critical,daily_volume=324912; failures_month=45; modernization=Replace
INT-01162,Real-IBM-Suite-0073 to Crew-Amadeus-Hub-0552 via Batch,APP-00073,APP-00552,Batch,Event,Critical,daily_volume=1513827; failures_month=62; modernization=Modernize
INT-01163,Identity-Snowflake-Service-0348 to Inventory-Oracle-Platform-0303 via File Transfer,APP-00348,APP-00303,File Transfer,Event,Critical,daily_volume=2796891; failures_month=102; modernization=Replace
INT-01164,Slot-Hexaware-Suite-0555 to Ground-Oracle-Platform-0088 via API,APP-00555,APP-00088,API,Real-time,Critical,daily_volume=5428022; failures_month=11; modernization=Replatform
INT-01165,Legal-AIMS-Platform-0278 to Procurement-Teradata-Suite-0459 via CDC,APP-00278,APP-00459,CDC,Hourly,Low,daily_volume=3597509; failures_month=35; modernization=Retire
INT-01166,Crew-Teradata-Suite-0421 to Reliability-Teradata-Hub-0153 via CDC,APP-00421,APP-00153,CDC,Real-time,Critical,daily_volume=2803769; failures_month=16; modernization=Retain
INT-01167,GRC-Workday-Manager-0757 to Customer-ServiceNow-Hub-0455 via API,APP-00757,APP-00455,API,Hourly,High,daily_volume=1342908; failures_month=92; modernization=Invest
INT-01168,Customer-Accenture-Service-0850 to Mobile-TCS-Platform-0414 via Real-time,APP-00850,APP-00414,Real-time,Hourly,High,daily_volume=2692874; failures_month=23; modernization=Invest
INT-01169,Customer-TCS-Suite-0424 to End-Adobe-Engine-0842 via API,APP-00424,APP-00842,API,Event,Medium,daily_volume=3135362; failures_month=42; modernization=Retire
INT-01170,Treasury-Databricks-Platform-0284 to Corporate-Oracle-Hub-0090 via ETL,APP-00284,APP-00090,ETL,Daily,Low,daily_volume=10633; failures_month=109; modernization=Modernize
INT-01171,Lounge-Teradata-Engine-0579 to Master-Adobe-Manager-0513 via ELT,APP-00579,APP-00513,ELT,Hourly,Low,daily_volume=3643335; failures_month=97; modernization=Replatform
INT-01172,Maintenance-Teradata-Hub-0028 to Self-Service-Teradata-Service-0562 via Batch,APP-00028,APP-00562,Batch,Weekly,Low,daily_volume=4553640; failures_month=27; modernization=Replace
INT-01173,Loyalty-SITA-Manager-0389 to Self-Service-Accenture-Suite-0494 via ETL,APP-00389,APP-00494,ETL,Real-time,Medium,daily_volume=3997210; failures_month=52; modernization=Retain
INT-01174,Crew-SAP-Platform-0770 to ML-Custom-Platform-0171 via API,APP-00770,APP-00171,API,Daily,Critical,daily_volume=6393003; failures_month=18; modernization=Migrate
INT-01175,Disruption-Lufthansa Systems-Manager-0848 to Flight-Amadeus-Platform-0183 via Streaming,APP-00848,APP-00183,Streaming,Daily,Medium,daily_volume=2079210; failures_month=0; modernization=Migrate
INT-01176,Maintenance-IBM-Manager-0637 to ML-Custom-Suite-0438 via CDC,APP-00637,APP-00438,CDC,Hourly,High,daily_volume=816398; failures_month=56; modernization=Modernize
INT-01177,Revenue-Databricks-Hub-0026 to Legal-TCS-Engine-0156 via API,APP-00026,APP-00156,API,Event,Low,daily_volume=4902492; failures_month=3; modernization=Invest
INT-01178,Privileged-Microsoft-Suite-0237 to Container-Workday-Suite-0419 via ETL,APP-00237,APP-00419,ETL,Daily,Medium,daily_volume=4535396; failures_month=93; modernization=Replatform
INT-01179,Crew-ServiceNow-Manager-0571 to Crew-Teradata-Suite-0421 via ELT,APP-00571,APP-00421,ELT,Event,Medium,daily_volume=2170927; failures_month=67; modernization=Replace
INT-01180,Mobile-Amadeus-Suite-0688 to Reliability-Sabre AirVision-Hub-0385 via CDC,APP-00688,APP-00385,CDC,Event,Low,daily_volume=4429657; failures_month=10; modernization=Retire
INT-01181,Legal-Sabre AirVision-Platform-0815 to Slot-Infosys-Hub-0106 via Streaming,APP-00815,APP-00106,Streaming,Hourly,Critical,daily_volume=4796206; failures_month=77; modernization=Replace
INT-01182,Identity-Oracle-Suite-0739 to Container-Jeppesen-Hub-0209 via ELT,APP-00739,APP-00209,ELT,Event,High,daily_volume=3366721; failures_month=96; modernization=Modernize
INT-01183,Procurement-Jeppesen-Engine-0326 to Disruption-TCS-Manager-0331 via ELT,APP-00326,APP-00331,ELT,Real-time,Medium,daily_volume=199617; failures_month=9; modernization=Migrate
INT-01184,Network-Databricks-Suite-0697 to Customer-Jeppesen-Hub-0517 via Event,APP-00697,APP-00517,Event,Event,High,daily_volume=6942223; failures_month=40; modernization=Modernize
INT-01185,Real-Workday-Service-0518 to Maintenance-TCS-Hub-0465 via Batch,APP-00518,APP-00465,Batch,Weekly,Critical,daily_volume=1918701; failures_month=103; modernization=Replace
INT-01186,Disruption-Salesforce-Platform-0070 to Airworthiness-Sabre-Hub-0683 via Event,APP-00070,APP-00683,Event,Real-time,Medium,daily_volume=1540886; failures_month=45; modernization=Migrate
INT-01187,Weight-Salesforce-Hub-0442 to Disruption-Salesforce-Platform-0541 via File Transfer,APP-00442,APP-00541,File Transfer,Weekly,High,daily_volume=5793770; failures_month=51; modernization=Migrate
INT-01188,Airworthiness-Sabre-Hub-0683 to Maintenance-SITA-Suite-0733 via CDC,APP-00683,APP-00733,CDC,Weekly,Critical,daily_volume=4752838; failures_month=88; modernization=Retain
INT-01189,Pricing-Lufthansa Systems-Service-0368 to Revenue-Sabre-Suite-0476 via File Transfer,APP-00368,APP-00476,File Transfer,Real-time,High,daily_volume=2822268; failures_month=84; modernization=Retire
INT-01190,Compute-Custom-Service-0626 to Cloud-Infosys-Engine-0288 via Real-time,APP-00626,APP-00288,Real-time,Real-time,Critical,daily_volume=6483479; failures_month=114; modernization=Retire
INT-01191,Data-Jeppesen-Service-0049 to Cloud-Salesforce-Service-0193 via File Transfer,APP-00049,APP-00193,File Transfer,Event,Medium,daily_volume=5346341; failures_month=6; modernization=Retire
INT-01192,Contact-SAP-Manager-0170 to Ground-Oracle-Platform-0287 via Real-time,APP-00170,APP-00287,Real-time,Daily,Low,daily_volume=7589823; failures_month=64; modernization=Invest
INT-01193,Identity-AIMS-Manager-0132 to Digital-Lufthansa Systems-Suite-0204 via API,APP-00132,APP-00204,API,Real-time,Medium,daily_volume=2812804; failures_month=79; modernization=Retain
INT-01194,Customer-Hexaware-Manager-0334 to Contact-AIMS-Suite-0058 via Real-time,APP-00334,APP-00058,Real-time,Real-time,Critical,daily_volume=725547; failures_month=55; modernization=Invest
INT-01195,Parts-Workday-Service-0174 to ML-Microsoft-Manager-0274 via ETL,APP-00174,APP-00274,ETL,Event,Low,daily_volume=4596843; failures_month=85; modernization=Invest
INT-01196,Crew-Teradata-Hub-0580 to Business-Snowflake-Manager-0748 via CDC,APP-00580,APP-00748,CDC,Weekly,Critical,daily_volume=7180824; failures_month=75; modernization=Replace
INT-01197,Parts-Jeppesen-Hub-0352 to Real-Workday-Service-0518 via Event,APP-00352,APP-00518,Event,Daily,High,daily_volume=766353; failures_month=55; modernization=Replatform
INT-01198,Customer-SAP-Hub-0379 to Identity-Sabre-Hub-0658 via Streaming,APP-00379,APP-00658,Streaming,Hourly,High,daily_volume=5317292; failures_month=49; modernization=Replace
INT-01199,Cargo-AIMS-Service-0085 to Mobile-TCS-Platform-0414 via CDC,APP-00085,APP-00414,CDC,Real-time,Critical,daily_volume=3315201; failures_month=44; modernization=Retain
INT-01200,Ancillary-Accenture-Service-0091 to Tax-TCS-Suite-0055 via File Transfer,APP-00091,APP-00055,File Transfer,Real-time,High,daily_volume=6179802; failures_month=99; modernization=Migrate
INT-01201,Maintenance-IBM-Service-0071 to Identity-Oracle-Suite-0739 via Streaming,APP-00071,APP-00739,Streaming,Real-time,Critical,daily_volume=4912566; failures_month=98; modernization=Replace
INT-01202,Business-Snowflake-Manager-0748 to Customer-ServiceNow-Hub-0455 via Event,APP-00748,APP-00455,Event,Event,Low,daily_volume=3052251; failures_month=37; modernization=Retire
INT-01203,Loyalty-Workday-Manager-0522 to Maintenance-Adobe-Platform-0677 via ETL,APP-00522,APP-00677,ETL,Event,Low,daily_volume=7225049; failures_month=112; modernization=Replatform
INT-01204,GRC-Jeppesen-Service-0588 to Maintenance-Sabre AirVision-Service-0054 via Streaming,APP-00588,APP-00054,Streaming,Real-time,Low,daily_volume=4067071; failures_month=72; modernization=Migrate
INT-01205,Revenue-Salesforce-Manager-0342 to Engine-Lufthansa Systems-Hub-0469 via API,APP-00342,APP-00469,API,Event,High,daily_volume=2952276; failures_month=41; modernization=Replace
INT-01206,Slot-ServiceNow-Engine-0179 to Storage-Sabre-Suite-0354 via File Transfer,APP-00179,APP-00354,File Transfer,Hourly,Low,daily_volume=3108581; failures_month=99; modernization=Replace
INT-01207,Observability-Microsoft-Hub-0225 to Cargo-Hexaware-Suite-0400 via File Transfer,APP-00225,APP-00400,File Transfer,Hourly,Low,daily_volume=3611393; failures_month=97; modernization=Retain
INT-01208,Network-Sabre-Service-0841 to Crew-Teradata-Hub-0580 via ETL,APP-00841,APP-00580,ETL,Weekly,Medium,daily_volume=5680864; failures_month=4; modernization=Replace
INT-01209,Vulnerability-Jeppesen-Suite-0654 to Revenue-Salesforce-Hub-0116 via API,APP-00654,APP-00116,API,Hourly,Low,daily_volume=2020693; failures_month=31; modernization=Retain
INT-01210,Contact-Jeppesen-Service-0294 to Customer-Accenture-Service-0850 via Batch,APP-00294,APP-00850,Batch,Daily,Low,daily_volume=3216549; failures_month=107; modernization=Retire
INT-01211,Crew-ServiceNow-Manager-0571 to HR-Infosys-Engine-0586 via CDC,APP-00571,APP-00586,CDC,Hourly,Critical,daily_volume=873545; failures_month=80; modernization=Replatform
INT-01212,Weight-Accenture-Manager-0416 to Disruption-TCS-Manager-0331 via Batch,APP-00416,APP-00331,Batch,Daily,Medium,daily_volume=4431631; failures_month=91; modernization=Replace
INT-01213,Gate-Sabre AirVision-Service-0406 to Flight-Infosys-Suite-0557 via File Transfer,APP-00406,APP-00557,File Transfer,Hourly,Medium,daily_volume=2073248; failures_month=116; modernization=Modernize
INT-01214,Contact-TCS-Engine-0062 to Lounge-Oracle-Hub-0479 via ELT,APP-00062,APP-00479,ELT,Weekly,High,daily_volume=949620; failures_month=39; modernization=Invest
INT-01215,Real-SAP-Service-0390 to Reliability-SAP-Manager-0834 via File Transfer,APP-00390,APP-00834,File Transfer,Hourly,Low,daily_volume=6712976; failures_month=29; modernization=Retire
INT-01216,Crew-SAP-Platform-0770 to Baggage-IBM-Hub-0291 via File Transfer,APP-00770,APP-00291,File Transfer,Hourly,High,daily_volume=1568616; failures_month=77; modernization=Retire
INT-01217,Component-Amadeus-Manager-0583 to Maintenance-Hexaware-Hub-0811 via Batch,APP-00583,APP-00811,Batch,Weekly,Medium,daily_volume=1221998; failures_month=20; modernization=Retire
